year,region,season,lead_month,sumDry.for,normal.for,sumMonsoon.for,sumDry.obs,normal.obs,sumMonsoon.obs,avgPCP_mmDay,phase_soi,soi,dsst3.4,phase_nino,mei,phase_mei,ant_soi.obs,ant_soi.for,ant_mei.obs,ant_mei.for,ant_dsst3.4.obs,ant_dsst3.4.for
2015,AZ_East,JJ,6.0,23.32,25.36,12.32,12,34,15,1.53226565,,,,,,,,,,,,
2016,AZ_East,JJ,6.0,27.8,21.64,11.56,26,27,8,0.93880026,,,,,,,,,,,,
2017,AZ_East,JJ,6.0,29.52,21.4,10.08,31,8,22,1.491870235,,,,,,,,,,,,
2018,AZ_East,JJ,6.0,24.49,22.45,14.06,32,9,20,1.30946609,,,,,,,,,,,,
2019,AZ_East,JJ,6.0,33.51,17.810000000000002,9.68,35,19,7,0.476226323,,,,,,,,,,,,
2020,AZ_East,JJ,6.0,30.54,19.08,11.37,36,24,1,0.528226035,,,,,,,,,,,,
2021,AZ_East,JJ,6.0,30.59,18.65,11.77,23,12,26,1.94417558,,,,,,,,,,,,
2022,AZ_East,JJ,6.0,26.72,22.25,12.02,19,26,16,1.83557915,,,,,,,,,,,,
2023,AZ_East,JJ,6.0,37.04,17.08,6.88,39,19,3,0.27639879,,,,,,,,,,,,
1981,AZ_East,JJA,4.0,29.48,34.76,27.76,18,32,42,1.5313035,,,,,,,,,,,,
1982,AZ_East,JJA,4.0,34.04,33.64,24.32,32,22,38,1.3996316433333331,,,,,,,,,,,,
1983,AZ_East,JJA,4.0,43.72,34.96,13.32,33,19,40,1.4841626166666668,,,,,,,,,,,,
1984,AZ_East,JJA,4.0,32.96,36.44,22.6,15,17,60,2.1266244466666664,,,,,,,,,,,,
1985,AZ_East,JJA,4.0,34.64,34.68,22.68,34,34,24,1.15048171,,,,,,,,,,,,
1986,AZ_East,JJA,4.0,31.44,40.4,20.16,19,28,45,1.7976815000000002,,,,,,,,,,,,
1987,AZ_East,JJA,4.0,41.6,35.0,15.4,34,31,27,1.3664899266666666,,,,,,,,,,,,
1988,AZ_East,JJA,4.0,34.44,33.76,23.8,15,40,37,2.024045333333333,,,,,,,,,,,,
1989,AZ_East,JJA,4.0,31.72,32.32,27.96,39,27,26,1.1007589843333334,,,,,,,,,,,,
1990,AZ_East,JJA,4.0,36.24,33.08,22.68,27,34,31,1.809810996666667,,,,,,,,,,,,
1991,AZ_East,JJA,4.0,35.6,33.52,22.880000000000003,23,48,21,1.19062946,,,,,,,,,,,,
1992,AZ_East,JJA,4.0,39.12,35.04,17.84,30,32,30,1.8159988733333328,,,,,,,,,,,,
1993,AZ_East,JJA,4.0,35.44,38.08,18.48,36,40,16,1.3001903866666666,,,,,,,,,,,,
1994,AZ_East,JJA,4.0,29.4,36.52,26.08,39,31,22,0.99891072,,,,,,,,,,,,
1995,AZ_East,JJA,4.0,36.0,34.36,21.64,42,34,16,0.9440558333333332,,,,,,,,,,,,
1996,AZ_East,JJA,4.0,36.4,33.36,22.24,25,45,22,1.4066526233333334,,,,,,,,,,,,
1997,AZ_East,JJA,4.0,33.24,31.6,27.160000000000004,40,28,24,1.148215,,,,,,,,,,,,
1998,AZ_East,JJA,4.0,35.68,31.92,24.4,33,30,29,1.3694936466666665,,,,,,,,,,,,
1999,AZ_East,JJA,4.0,29.52,33.56,28.92,19,39,34,2.124822233333333,,,,,,,,,,,,
2000,AZ_East,JJA,4.0,31.64,31.4,28.96,24,51,17,1.38645922,,,,,,,,,,,,
2001,AZ_East,JJA,4.0,33.28,33.88,24.84,27,43,22,1.3859977866666666,,,,,,,,,,,,
2002,AZ_East,JJA,4.0,32.76,34.04,25.200000000000003,43,39,10,0.9315707996666666,,,,,,,,,,,,
2003,AZ_East,JJA,4.0,31.08,33.32,27.6,44,17,31,0.98362785,,,,,,,,,,,,
2004,AZ_East,JJA,4.0,27.28,34.8,29.92,48,27,17,0.9537898866666668,,,,,,,,,,,,
2005,AZ_East,JJA,4.0,33.64,34.16,24.200000000000003,44,25,23,1.138349243333333,,,,,,,,,,,,
2006,AZ_East,JJA,4.0,32.08,35.400000000000006,24.52,22,29,41,1.91472374,,,,,,,,,,,,
2007,AZ_East,JJA,4.0,31.36,35.160000000000004,25.48,33,30,29,1.5101470566666666,,,,,,,,,,,,
2008,AZ_East,JJA,4.0,33.08,31.84,27.08,28,36,28,1.6222175033333333,,,,,,,,,,,,
2009,AZ_East,JJA,4.0,31.92,33.16,26.92,36,43,13,0.8361782,,,,,,,,,,,,
2010,AZ_East,JJA,4.0,31.68,33.4,26.92,32,35,25,1.5627000066666668,,,,,,,,,,,,
2011,AZ_East,JJA,4.0,38.440000000000005,31.72,21.84,34,30,28,1.1826959346666666,,,,,,,,,,,,
2012,AZ_East,JJA,4.0,29.88,35.52,26.6,31,31,30,1.4053873233333334,,,,,,,,,,,,
2013,AZ_East,JJA,4.0,32.04,30.76,29.2,30,26,36,1.6466099406666668,,,,,,,,,,,,
2014,AZ_East,JJA,4.0,30.2,31.48,30.32,33,25,34,1.5173757446666667,,,,,,,,,,,,
2015,AZ_East,JJA,4.0,33.0,30.72,28.28,12,51,29,1.6984658999999998,,,,,,,,,,,,
2016,AZ_East,JJA,4.0,30.48,30.72,30.8,26,49,17,1.4387661733333337,,,,,,,,,,,,
2017,AZ_East,JJA,4.0,32.760000000000005,32.4,26.84,33,26,33,1.4733838233333334,,,,,,,,,,,,
2018,AZ_East,JJA,4.0,26.51,35.410000000000004,30.08,34,23,35,1.4685494933333334,,,,,,,,,,,,
2019,AZ_East,JJA,4.0,32.43,31.94,27.62,41,39,12,0.664135182,,,,,,,,,,,,
2020,AZ_East,JJA,4.0,31.94,30.71,29.35,44,46,2,0.56464049,,,,,,,,,,,,
2021,AZ_East,JJA,4.0,28.02,32.12,31.86,23,30,39,1.9993200533333333,,,,,,,,,,,,
2022,AZ_East,JJA,4.0,26.39,33.31,32.29,19,29,44,2.3049239333333333,,,,,,,,,,,,
2023,AZ_East,JJA,4.0,34.61,32.53,24.86,41,29,22,0.7140498599999999,,,,,,,,,,,,
1981,AZ_East,JJA,5.0,32.52,35.56,23.92,18,32,42,1.5313035,,,,,,,,,,,,
1982,AZ_East,JJA,5.0,33.2,36.56,22.24,32,22,38,1.3996316433333331,,,,,,,,,,,,
1983,AZ_East,JJA,5.0,42.2,36.8,13.0,33,19,40,1.4841626166666668,,,,,,,,,,,,
1984,AZ_East,JJA,5.0,29.16,34.88,27.96,15,17,60,2.1266244466666664,,,,,,,,,,,,
1985,AZ_East,JJA,5.0,30.4,35.120000000000005,26.48,34,34,24,1.15048171,,,,,,,,,,,,
1986,AZ_East,JJA,5.0,26.4,36.31999999999999,29.28,19,28,45,1.7976815000000002,,,,,,,,,,,,
1987,AZ_East,JJA,5.0,34.48,36.84,20.68,34,31,27,1.3664899266666666,,,,,,,,,,,,
1988,AZ_East,JJA,5.0,31.44,32.2,28.36,15,40,37,2.024045333333333,,,,,,,,,,,,
1989,AZ_East,JJA,5.0,27.92,32.32,31.76,39,27,26,1.1007589843333334,,,,,,,,,,,,
1990,AZ_East,JJA,5.0,32.4,35.0,24.6,27,34,31,1.809810996666667,,,,,,,,,,,,
1991,AZ_East,JJA,5.0,33.08,33.879999999999995,25.04,23,48,21,1.19062946,,,,,,,,,,,,
1992,AZ_East,JJA,5.0,33.84,36.760000000000005,21.4,30,32,30,1.8159988733333328,,,,,,,,,,,,
1993,AZ_East,JJA,5.0,31.28,35.44,25.28,36,40,16,1.3001903866666666,,,,,,,,,,,,
1994,AZ_East,JJA,5.0,30.36,37.16,24.48,39,31,22,0.99891072,,,,,,,,,,,,
1995,AZ_East,JJA,5.0,35.92,34.4,21.68,42,34,16,0.9440558333333332,,,,,,,,,,,,
1996,AZ_East,JJA,5.0,35.12,31.16,25.72,25,45,22,1.4066526233333334,,,,,,,,,,,,
1997,AZ_East,JJA,5.0,31.6,34.120000000000005,26.28,40,28,24,1.148215,,,,,,,,,,,,
1998,AZ_East,JJA,5.0,30.64,34.6,26.76,33,30,29,1.3694936466666665,,,,,,,,,,,,
1999,AZ_East,JJA,5.0,27.72,35.36,28.92,19,39,34,2.124822233333333,,,,,,,,,,,,
2000,AZ_East,JJA,5.0,28.000000000000004,35.28,28.72,24,51,17,1.38645922,,,,,,,,,,,,
2001,AZ_East,JJA,5.0,31.84,34.879999999999995,25.28,27,43,22,1.3859977866666666,,,,,,,,,,,,
2002,AZ_East,JJA,5.0,31.6,35.6,24.8,43,39,10,0.9315707996666666,,,,,,,,,,,,
2003,AZ_East,JJA,5.0,30.8,33.08,28.12,44,17,31,0.98362785,,,,,,,,,,,,
2004,AZ_East,JJA,5.0,29.08,37.6,25.32,48,27,17,0.9537898866666668,,,,,,,,,,,,
2005,AZ_East,JJA,5.0,30.84,31.92,29.24,44,25,23,1.138349243333333,,,,,,,,,,,,
2006,AZ_East,JJA,5.0,31.92,31.72,28.36,22,29,41,1.91472374,,,,,,,,,,,,
2007,AZ_East,JJA,5.0,32.32,32.76,26.92,33,30,29,1.5101470566666666,,,,,,,,,,,,
2008,AZ_East,JJA,5.0,35.04,32.96,24.0,28,36,28,1.6222175033333333,,,,,,,,,,,,
2009,AZ_East,JJA,5.0,30.8,36.2,25.0,36,43,13,0.8361782,,,,,,,,,,,,
2010,AZ_East,JJA,5.0,35.68,25.520000000000003,30.8,32,35,25,1.5627000066666668,,,,,,,,,,,,
2011,AZ_East,JJA,5.0,34.4,30.56,27.04,34,30,28,1.1826959346666666,,,,,,,,,,,,
2012,AZ_East,JJA,5.0,31.4,32.4,28.200000000000003,31,31,30,1.4053873233333334,,,,,,,,,,,,
2013,AZ_East,JJA,5.0,33.24,31.48,27.28,30,26,36,1.6466099406666668,,,,,,,,,,,,
2014,AZ_East,JJA,5.0,28.2,37.120000000000005,26.68,33,25,34,1.5173757446666667,,,,,,,,,,,,
2015,AZ_East,JJA,5.0,33.24,33.44,25.32,12,51,29,1.6984658999999998,,,,,,,,,,,,
2016,AZ_East,JJA,5.0,25.08,31.48,35.44,26,49,17,1.4387661733333337,,,,,,,,,,,,
2017,AZ_East,JJA,5.0,30.200000000000003,32.44,29.36,33,26,33,1.4733838233333334,,,,,,,,,,,,
2018,AZ_East,JJA,5.0,24.25,35.400000000000006,32.35,34,23,35,1.4685494933333334,,,,,,,,,,,,
2019,AZ_East,JJA,5.0,30.79,34.37,26.85,41,39,12,0.664135182,,,,,,,,,,,,
2020,AZ_East,JJA,5.0,30.270000000000003,32.91,28.8,44,46,2,0.56464049,,,,,,,,,,,,
2021,AZ_East,JJA,5.0,29.47,34.23,28.3,23,30,39,1.9993200533333333,,,,,,,,,,,,
2022,AZ_East,JJA,5.0,27.05,33.31,31.63,19,29,44,2.3049239333333333,,,,,,,,,,,,
2023,AZ_East,JJA,5.0,39.55,33.18,19.28,41,29,22,0.7140498599999999,,,,,,,,,,,,
1981,AZ_East,JJA,6.0,31.64,36.48,23.88,18,32,42,1.5313035,,,,,,,,,,,,
1982,AZ_East,JJA,6.0,37.76,34.32,19.92,32,22,38,1.3996316433333331,,,,,,,,,,,,
1983,AZ_East,JJA,6.0,39.0,35.56,17.44,33,19,40,1.4841626166666668,,,,,,,,,,,,
1984,AZ_East,JJA,6.0,29.0,33.16,29.84,15,17,60,2.1266244466666664,,,,,,,,,,,,
1985,AZ_East,JJA,6.0,29.6,37.52,24.880000000000003,34,34,24,1.15048171,,,,,,,,,,,,
1986,AZ_East,JJA,6.0,25.28,38.24,28.48,19,28,45,1.7976815000000002,,,,,,,,,,,,
1987,AZ_East,JJA,6.0,28.28,41.24,22.48,34,31,27,1.3664899266666666,,,,,,,,,,,,
1988,AZ_East,JJA,6.0,30.72,32.32,28.96,15,40,37,2.024045333333333,,,,,,,,,,,,
1989,AZ_East,JJA,6.0,32.32,33.68,26.0,39,27,26,1.1007589843333334,,,,,,,,,,,,
1990,AZ_East,JJA,6.0,31.32,34.44,26.24,27,34,31,1.809810996666667,,,,,,,,,,,,
1991,AZ_East,JJA,6.0,30.48,38.52,23.0,23,48,21,1.19062946,,,,,,,,,,,,
1992,AZ_East,JJA,6.0,31.72,39.68000000000001,20.6,30,32,30,1.8159988733333328,,,,,,,,,,,,
1993,AZ_East,JJA,6.0,29.0,32.8,30.2,36,40,16,1.3001903866666666,,,,,,,,,,,,
1994,AZ_East,JJA,6.0,28.28,40.44,23.28,39,31,22,0.99891072,,,,,,,,,,,,
1995,AZ_East,JJA,6.0,34.16,30.52,27.32,42,34,16,0.9440558333333332,,,,,,,,,,,,
1996,AZ_East,JJA,6.0,27.8,36.04,28.16,25,45,22,1.4066526233333334,,,,,,,,,,,,
1997,AZ_East,JJA,6.0,30.84,33.96,27.2,40,28,24,1.148215,,,,,,,,,,,,
1998,AZ_East,JJA,6.0,31.52,29.48,31.0,33,30,29,1.3694936466666665,,,,,,,,,,,,
1999,AZ_East,JJA,6.0,28.76,29.44,33.800000000000004,19,39,34,2.124822233333333,,,,,,,,,,,,
2000,AZ_East,JJA,6.0,26.08,31.68,34.239999999999995,24,51,17,1.38645922,,,,,,,,,,,,
2001,AZ_East,JJA,6.0,27.92,35.2,28.880000000000003,27,43,22,1.3859977866666666,,,,,,,,,,,,
2002,AZ_East,JJA,6.0,31.8,34.480000000000004,25.72,43,39,10,0.9315707996666666,,,,,,,,,,,,
2003,AZ_East,JJA,6.0,35.4,32.84,23.76,44,17,31,0.98362785,,,,,,,,,,,,
2004,AZ_East,JJA,6.0,32.44,31.48,28.08,48,27,17,0.9537898866666668,,,,,,,,,,,,
2005,AZ_East,JJA,6.0,37.92,29.12,24.96,44,25,23,1.138349243333333,,,,,,,,,,,,
2006,AZ_East,JJA,6.0,29.72,35.96,26.32,22,29,41,1.91472374,,,,,,,,,,,,
2007,AZ_East,JJA,6.0,33.64,34.0,24.36,33,30,29,1.5101470566666666,,,,,,,,,,,,
2008,AZ_East,JJA,6.0,34.44,33.6,23.96,28,36,28,1.6222175033333333,,,,,,,,,,,,
2009,AZ_East,JJA,6.0,32.12,33.8,26.08,36,43,13,0.8361782,,,,,,,,,,,,
2010,AZ_East,JJA,6.0,32.6,27.6,31.8,32,35,25,1.5627000066666668,,,,,,,,,,,,
2011,AZ_East,JJA,6.0,35.84,28.16,28.0,34,30,28,1.1826959346666666,,,,,,,,,,,,
2012,AZ_East,JJA,6.0,32.56,32.8,26.64,31,31,30,1.4053873233333334,,,,,,,,,,,,
2013,AZ_East,JJA,6.0,31.44,35.64,24.92,30,26,36,1.6466099406666668,,,,,,,,,,,,
2014,AZ_East,JJA,6.0,34.2,27.96,29.84,33,25,34,1.5173757446666667,,,,,,,,,,,,
2015,AZ_East,JJA,6.0,24.32,36.32000000000001,31.36,12,51,29,1.6984658999999998,,,,,,,,,,,,
2016,AZ_East,JJA,6.0,28.520000000000003,34.239999999999995,29.24,26,49,17,1.4387661733333337,,,,,,,,,,,,
2017,AZ_East,JJA,6.0,31.2,37.120000000000005,23.68,33,26,33,1.4733838233333334,,,,,,,,,,,,
2018,AZ_East,JJA,6.0,24.96,33.7,33.33,34,23,35,1.4685494933333334,,,,,,,,,,,,
2019,AZ_East,JJA,6.0,34.94,32.36,24.7,41,39,12,0.664135182,,,,,,,,,,,,
2020,AZ_East,JJA,6.0,31.17,30.57,30.25,44,46,2,0.56464049,,,,,,,,,,,,
2021,AZ_East,JJA,6.0,32.22,33.28,26.52,23,30,39,1.9993200533333333,,,,,,,,,,,,
2022,AZ_East,JJA,6.0,27.64,34.62,29.73,19,29,44,2.3049239333333333,,,,,,,,,,,,
2023,AZ_East,JJA,6.0,38.67,31.32,22.02,41,29,22,0.7140498599999999,,,,,,,,,,,,
1981,AZ_East,JJASO,4.0,63.6,54.24,35.16,44,60,49,1.34530516,,,,,,,,,,,,
1982,AZ_East,JJASO,4.0,64.6,55.72,32.68,64,40,49,1.172031782,,,,,,,,,,,,
1983,AZ_East,JJASO,4.0,83.03999999999999,52.88,17.080000000000002,47,44,62,1.96510469,,,,,,,,,,,,
1984,AZ_East,JJASO,4.0,67.8,56.96,28.24,43,41,69,1.966621388,,,,,,,,,,,,
1985,AZ_East,JJASO,4.0,69.4,56.16,27.44,61,65,27,1.456156666,,,,,,,,,,,,
1986,AZ_East,JJASO,4.0,63.68,61.64,27.68,56,50,47,1.57861662,,,,,,,,,,,,
1987,AZ_East,JJASO,4.0,79.80000000000001,52.84,20.36,71,55,27,1.167098496,,,,,,,,,,,,
1988,AZ_East,JJASO,4.0,69.2,54.24,29.56,53,62,38,1.59160486,,,,,,,,,,,,
1989,AZ_East,JJASO,4.0,63.760000000000005,53.24,36.0,78,49,26,0.9623349906000002,,,,,,,,,,,,
1990,AZ_East,JJASO,4.0,70.24000000000001,53.96,28.8,52,60,41,1.566270358,,,,,,,,,,,,
1991,AZ_East,JJASO,4.0,63.72,58.52,30.76,56,69,28,1.041120876,,,,,,,,,,,,
1992,AZ_East,JJASO,4.0,76.52,53.28,23.200000000000003,67,53,33,1.347058458,,,,,,,,,,,,
1993,AZ_East,JJASO,4.0,73.32,57.04,22.64,77,59,17,1.13377092,,,,,,,,,,,,
1994,AZ_East,JJASO,4.0,58.6,59.92,34.48,79,50,24,1.133176972,,,,,,,,,,,,
1995,AZ_East,JJASO,4.0,69.75999999999999,55.48,27.76,82,48,23,0.864737566,,,,,,,,,,,,
1996,AZ_East,JJASO,4.0,74.96000000000001,51.8,26.24,61,64,28,1.495476514,,,,,,,,,,,,
1997,AZ_East,JJASO,4.0,65.6,53.92,33.480000000000004,63,44,46,1.20615248,,,,,,,,,,,,
1998,AZ_East,JJASO,4.0,70.47999999999999,50.92,31.6,64,47,42,1.324839588,,,,,,,,,,,,
1999,AZ_East,JJASO,4.0,63.8,52.96,36.24,58,57,38,1.6505426408,,,,,,,,,,,,
2000,AZ_East,JJASO,4.0,66.76,50.88,35.36,60,76,17,1.63607211,,,,,,,,,,,,
2001,AZ_East,JJASO,4.0,66.03999999999999,56.28,30.68,70,58,25,1.029296192,,,,,,,,,,,,
2002,AZ_East,JJASO,4.0,65.92,55.36,31.72,87,50,16,1.1003528297999998,,,,,,,,,,,,
2003,AZ_East,JJASO,4.0,64.88,53.84,34.28,81,36,36,0.891850024,,,,,,,,,,,,
2004,AZ_East,JJASO,4.0,61.88,55.0,36.12,91,44,18,1.096312152,,,,,,,,,,,,
2005,AZ_East,JJASO,4.0,66.88,54.84,31.28,80,50,23,0.954787566,,,,,,,,,,,,
2006,AZ_East,JJASO,4.0,67.16,55.28,30.56,57,47,49,1.683709504,,,,,,,,,,,,
2007,AZ_East,JJASO,4.0,65.92,55.68,31.4,68,51,34,1.132846304,,,,,,,,,,,,
2008,AZ_East,JJASO,4.0,66.0,52.36,34.64,71,52,30,1.244564188,,,,,,,,,,,,
2009,AZ_East,JJASO,4.0,62.48,56.08,34.44,73,65,15,0.748880504,,,,,,,,,,,,
2010,AZ_East,JJASO,4.0,67.0,50.92,35.08,69,59,25,1.290767636,,,,,,,,,,,,
2011,AZ_East,JJASO,4.0,74.88,50.64,27.48,72,49,32,1.1505145408000002,,,,,,,,,,,,
2012,AZ_East,JJASO,4.0,63.4,55.76,33.84,74,43,36,1.047642482,,,,,,,,,,,,
2013,AZ_East,JJASO,4.0,64.12,50.52,38.36,69,32,52,1.3745887263999998,,,,,,,,,,,,
2014,AZ_East,JJASO,4.0,56.84,56.32,39.84,60,46,47,1.5559159668000002,,,,,,,,,,,,
2015,AZ_East,JJASO,4.0,59.44,55.6,37.96,25,94,34,1.62978692,,,,,,,,,,,,
2016,AZ_East,JJASO,4.0,58.31999999999999,53.84,40.84,57,75,21,1.244929204,,,,,,,,,,,,
2017,AZ_East,JJASO,4.0,62.96,55.36,34.68,71,46,36,0.9911643728,,,,,,,,,,,,
2018,AZ_East,JJASO,4.0,55.53,59.150000000000006,38.31,58,56,39,1.586270076,,,,,,,,,,,,
2019,AZ_East,JJASO,4.0,61.39,56.06,35.54,76,62,15,0.7330119512000001,,,,,,,,,,,,
2020,AZ_East,JJASO,4.0,62.74,53.15,37.11,101,50,2,0.425361754,,,,,,,,,,,,
2021,AZ_East,JJASO,4.0,61.92,52.06,39.02,55,56,42,1.641695326,,,,,,,,,,,,
2022,AZ_East,JJASO,4.0,57.9,53.33,41.76,38,64,51,1.95303382,,,,,,,,,,,,
2023,AZ_East,JJASO,4.0,64.67,55.59,32.75,87,38,28,0.634901022,,,,,,,,,,,,
1981,AZ_East,JJASO,5.0,69.28,55.2,28.52,44,60,49,1.34530516,,,,,,,,,,,,
1982,AZ_East,JJASO,5.0,68.0,57.4,27.6,64,40,49,1.172031782,,,,,,,,,,,,
1983,AZ_East,JJASO,5.0,77.84,56.44,18.72,47,44,62,1.96510469,,,,,,,,,,,,
1984,AZ_East,JJASO,5.0,65.6,53.28,34.12,43,41,69,1.966621388,,,,,,,,,,,,
1985,AZ_East,JJASO,5.0,68.08,54.080000000000005,30.84,61,65,27,1.456156666,,,,,,,,,,,,
1986,AZ_East,JJASO,5.0,58.36,59.0,35.64,56,50,47,1.57861662,,,,,,,,,,,,
1987,AZ_East,JJASO,5.0,69.92,57.52,25.56,71,55,27,1.167098496,,,,,,,,,,,,
1988,AZ_East,JJASO,5.0,65.92,52.52,34.56,53,62,38,1.59160486,,,,,,,,,,,,
1989,AZ_East,JJASO,5.0,59.96,53.8,39.24,78,49,26,0.9623349906000002,,,,,,,,,,,,
1990,AZ_East,JJASO,5.0,65.8,57.2,30.0,52,60,41,1.566270358,,,,,,,,,,,,
1991,AZ_East,JJASO,5.0,61.8,58.52,32.68,56,69,28,1.041120876,,,,,,,,,,,,
1992,AZ_East,JJASO,5.0,67.48,58.48,27.04,67,53,33,1.347058458,,,,,,,,,,,,
1993,AZ_East,JJASO,5.0,65.64,56.8,30.56,77,59,17,1.13377092,,,,,,,,,,,,
1994,AZ_East,JJASO,5.0,62.68,59.36,30.96,79,50,24,1.133176972,,,,,,,,,,,,
1995,AZ_East,JJASO,5.0,68.96,55.88,28.16,82,48,23,0.864737566,,,,,,,,,,,,
1996,AZ_East,JJASO,5.0,70.88,50.16,31.96,61,64,28,1.495476514,,,,,,,,,,,,
1997,AZ_East,JJASO,5.0,62.92,55.8,34.28,63,44,46,1.20615248,,,,,,,,,,,,
1998,AZ_East,JJASO,5.0,64.6,52.84,35.56,64,47,42,1.324839588,,,,,,,,,,,,
1999,AZ_East,JJASO,5.0,62.24,56.2,34.56,58,57,38,1.6505426408,,,,,,,,,,,,
2000,AZ_East,JJASO,5.0,64.16,52.32,36.52,60,76,17,1.63607211,,,,,,,,,,,,
2001,AZ_East,JJASO,5.0,71.03999999999999,51.44,30.52,70,58,25,1.029296192,,,,,,,,,,,,
2002,AZ_East,JJASO,5.0,65.36,55.88,31.76,87,50,16,1.1003528297999998,,,,,,,,,,,,
2003,AZ_East,JJASO,5.0,65.47999999999999,51.52,36.0,81,36,36,0.891850024,,,,,,,,,,,,
2004,AZ_East,JJASO,5.0,59.96,60.6,32.44,91,44,18,1.096312152,,,,,,,,,,,,
2005,AZ_East,JJASO,5.0,63.6,52.96,36.44,80,50,23,0.954787566,,,,,,,,,,,,
2006,AZ_East,JJASO,5.0,64.56,53.44,35.0,57,47,49,1.683709504,,,,,,,,,,,,
2007,AZ_East,JJASO,5.0,67.64,51.88,33.480000000000004,68,51,34,1.132846304,,,,,,,,,,,,
2008,AZ_East,JJASO,5.0,71.24000000000001,51.8,29.96,71,52,30,1.244564188,,,,,,,,,,,,
2009,AZ_East,JJASO,5.0,62.48,58.0,32.52,73,65,15,0.748880504,,,,,,,,,,,,
2010,AZ_East,JJASO,5.0,74.32,41.08,37.6,69,59,25,1.290767636,,,,,,,,,,,,
2011,AZ_East,JJASO,5.0,71.03999999999999,48.28,33.68,72,49,32,1.1505145408000002,,,,,,,,,,,,
2012,AZ_East,JJASO,5.0,67.0,51.04,34.96,74,43,36,1.047642482,,,,,,,,,,,,
2013,AZ_East,JJASO,5.0,66.12,51.76,35.120000000000005,69,32,52,1.3745887263999998,,,,,,,,,,,,
2014,AZ_East,JJASO,5.0,58.44,60.72,33.84,60,46,47,1.5559159668000002,,,,,,,,,,,,
2015,AZ_East,JJASO,5.0,60.84,57.76,34.4,25,94,34,1.62978692,,,,,,,,,,,,
2016,AZ_East,JJASO,5.0,54.28,55.32,43.4,57,75,21,1.244929204,,,,,,,,,,,,
2017,AZ_East,JJASO,5.0,64.52,51.96,36.52,71,46,36,0.9911643728,,,,,,,,,,,,
2018,AZ_East,JJASO,5.0,53.02,60.5,39.49,58,56,39,1.586270076,,,,,,,,,,,,
2019,AZ_East,JJASO,5.0,60.38,57.65,34.99,76,62,15,0.7330119512000001,,,,,,,,,,,,
2020,AZ_East,JJASO,5.0,63.25,53.54,36.19,101,50,2,0.425361754,,,,,,,,,,,,
2021,AZ_East,JJASO,5.0,62.84,54.46,35.69,55,56,42,1.641695326,,,,,,,,,,,,
2022,AZ_East,JJASO,5.0,60.46,53.1,39.43,38,64,51,1.95303382,,,,,,,,,,,,
2023,AZ_East,JJASO,5.0,73.44999999999999,53.12,26.44,87,38,28,0.634901022,,,,,,,,,,,,
1981,AZ_East,JJASO,6.0,69.8,53.84,29.36,44,60,49,1.34530516,,,,,,,,,,,,
1982,AZ_East,JJASO,6.0,72.44,55.24,25.32,64,40,49,1.172031782,,,,,,,,,,,,
1983,AZ_East,JJASO,6.0,76.08,54.48,22.44,47,44,62,1.96510469,,,,,,,,,,,,
1984,AZ_East,JJASO,6.0,61.36,55.88,35.76,43,41,69,1.966621388,,,,,,,,,,,,
1985,AZ_East,JJASO,6.0,66.36,57.24,29.4,61,65,27,1.456156666,,,,,,,,,,,,
1986,AZ_East,JJASO,6.0,55.56,63.2,34.24,56,50,47,1.57861662,,,,,,,,,,,,
1987,AZ_East,JJASO,6.0,63.36,62.44,27.2,71,55,27,1.167098496,,,,,,,,,,,,
1988,AZ_East,JJASO,6.0,69.36,49.32,34.32,53,62,38,1.59160486,,,,,,,,,,,,
1989,AZ_East,JJASO,6.0,68.44,52.24,32.32,78,49,26,0.9623349906000002,,,,,,,,,,,,
1990,AZ_East,JJASO,6.0,64.0,56.2,32.8,52,60,41,1.566270358,,,,,,,,,,,,
1991,AZ_East,JJASO,6.0,62.04,61.72,29.24,56,69,28,1.041120876,,,,,,,,,,,,
1992,AZ_East,JJASO,6.0,67.88,60.24,24.88,67,53,33,1.347058458,,,,,,,,,,,,
1993,AZ_East,JJASO,6.0,63.76,52.76,36.48,77,59,17,1.13377092,,,,,,,,,,,,
1994,AZ_East,JJASO,6.0,62.6,61.76,28.64,79,50,24,1.133176972,,,,,,,,,,,,
1995,AZ_East,JJASO,6.0,68.96000000000001,52.16,31.88,82,48,23,0.864737566,,,,,,,,,,,,
1996,AZ_East,JJASO,6.0,62.08,56.04,34.879999999999995,61,64,28,1.495476514,,,,,,,,,,,,
1997,AZ_East,JJASO,6.0,61.08,57.44,34.48,63,44,46,1.20615248,,,,,,,,,,,,
1998,AZ_East,JJASO,6.0,64.0,50.32,38.68,64,47,42,1.324839588,,,,,,,,,,,,
1999,AZ_East,JJASO,6.0,66.36,45.24,41.400000000000006,58,57,38,1.6505426408,,,,,,,,,,,,
2000,AZ_East,JJASO,6.0,60.12,53.52,39.36,60,76,17,1.63607211,,,,,,,,,,,,
2001,AZ_East,JJASO,6.0,61.31999999999999,55.52,36.16,70,58,25,1.029296192,,,,,,,,,,,,
2002,AZ_East,JJASO,6.0,63.28,56.8,32.92,87,50,16,1.1003528297999998,,,,,,,,,,,,
2003,AZ_East,JJASO,6.0,71.4,52.52,29.08,81,36,36,0.891850024,,,,,,,,,,,,
2004,AZ_East,JJASO,6.0,65.92,53.760000000000005,33.32,91,44,18,1.096312152,,,,,,,,,,,,
