year,region,season,lead_month,sumDry_for,normal_for,sumMonsoon_for,sumDry_obs,normal_obs,sumMonsoon_obs,avgPCP_mmDay,antecedent_3m_for,antecedent_2m_for,antecedent_1m_for,antecedent_3m_obs,antecedent_2m_obs,antecedent_1m_obs,sumq_for,sumq_obs,sumtclw_for,sumtclw_obs,sumtcwv_for,sumtcwv_obs,sumtprate_for,sumtprate_obs,phase_soi,soi,dsst3.4,phase_nino,mei,phase_mei,ant_soi_obs,ant_soi_for,ant_mei_obs,ant_mei_for,ant_dsst3.4_obs,ant_dsst3.4_for
2005,AZ_West,AS,4.0,11.28,28.44,21.28,18,26,17,0.746355695,2.3361211466666672e-09,2.13939032e-09,3.6624028e-09,2.476447438253202e-08,2.1938750675636573e-08,8.625225837016204e-09,0.0149646056,0.0132337938349782,0.062661024,0.0282768035501622,47.06609,41.11232221946138,2.0776124500000002e-08,1.5838884320951226e-08,,,,,,,-0.3,0.3,0.01,0.83,-0.1,0.53
2006,AZ_West,AS,4.0,14.28,27.68,19.04,17,33,11,0.603843095,2.832665e-09,3.2007792e-09,5.452436e-09,6.444825615127314e-09,8.36543265882118e-09,1.3854023898603008e-08,0.0144461734,0.0127104042674611,0.058807233,0.0295976893527544,45.212807,39.582165233298426,1.78492445e-08,1.0195284188451388e-08,,,,,,,-1.0,1.8,0.59,-0.62,0.31,-0.71
2007,AZ_West,AS,4.0,12.84,28.56,19.6,11,29,21,0.7043862949999999,2.7257492333333332e-09,3.09661905e-09,5.462796e-09,4.257153445443673e-09,4.619911249685185e-09,4.578838458988426e-09,0.014817625,0.0137681887871589,0.059155218,0.0336121725251023,46.269777000000005,44.724810110907,1.8761363e-08,1.4763826853827544e-08,,,,,,,0.4,0.2,-0.9,-0.19,-0.72,-0.18
2008,AZ_West,AS,4.0,11.92,29.2,19.88,14,33,14,0.62354975,3.080847533333333e-09,4.12596415e-09,7.1900534e-09,9.086322184599925e-09,5.177740558760996e-09,1.3487891027511572e-09,0.015089134,0.0134735813834119,0.063807386,0.0271454101938888,46.376976,43.3418205540237,2.3243703e-08,1.348855333002778e-08,,,,,,,1.0,1.4,-1.01,-1.52,-0.13,-1.21
2009,AZ_West,AS,4.0,10.239999999999998,27.24,23.520000000000003,24,33,4,0.251830595,2.4827321e-09,2.81808795e-09,4.6058957e-09,6.6413622133996925e-09,8.107295236909723e-09,1.3114793945150463e-09,0.014871951,0.0105413074491234,0.067151307,0.0144095281905252,46.491779,35.586184052466606,2.357411e-08,5.619335776792824e-09,,,,,,,-0.2,0.4,0.56,-0.95,0.56,-0.7
2010,AZ_West,AS,4.0,11.16,27.28,22.56,22,28,11,0.371505125,2.58439045e-09,2.290947925e-09,3.9449115e-09,1.7433742222043986e-08,1.1594026956508102e-08,8.942569089642361e-09,0.0154524444,0.011513351823517,0.063240604,0.0179478951112883,48.09555,36.72534846684866,2.2713081e-08,5.6851847024100414e-09,,,,,,,1.8,-0.7,-2.38,1.33,-1.38,0.9
2011,AZ_West,AS,4.0,13.0,31.12,16.88,17,31,13,0.4784125999999999,2.3278846000000003e-09,2.592027e-09,4.586866e-09,7.140169664682162e-09,1.027418850148669e-08,4.817628619609954e-09,0.0143370227,0.0118770954566648,0.059285831,0.0187711864545913,44.204769,40.80611837599061,2.2940521e-08,7.582821890765047e-09,,,,,,,0.4,2.5,-0.81,-1.75,-0.64,-0.92
2012,AZ_West,AS,4.0,10.239999999999998,29.0,21.76,10,25,26,1.101598625,2.5636399e-09,3.2422542999999998e-09,5.6516383e-09,4.601069077684413e-09,5.625788208851852e-09,6.37112940821875e-09,0.0150879914,0.0154881634964998,0.0624999289999999,0.0379343981422116,47.371263,50.87000898329144,2.1954753e-08,2.0656753777839122e-08,,,,,,,-0.2,0.7,-0.02,-0.58,0.47,-0.61
2013,AZ_West,AS,4.0,10.239999999999998,26.2,24.56,14,17,30,1.25547475,2.899744866666666e-09,3.5707355500000003e-09,5.939007e-09,5.8464787790779325e-09,4.010653146980903e-09,4.595496370680555e-09,0.015759032,0.0139374794735214,0.0682164399999999,0.0385505302545107,48.186773,44.94607619845439,2.789348e-08,2.7667145599581022e-08,,,,,,,0.2,1.5,-0.45,-0.12,-0.38,-0.25
2014,AZ_West,AS,4.0,9.28,27.28,24.44,4,27,30,1.6077813,3.583943e-09,4.3359035e-09,6.8698274e-09,3.445759277766212e-09,4.618446156247106e-09,6.450264523643519e-09,0.01543317,0.0151090198800068,0.067516386,0.0484093631877167,47.833047,45.77375427271785,2.63993805e-08,3.3223642916724534e-08,,,,,,,-0.7,-0.9,0.23,-0.05,-0.03,-0.28
2015,AZ_West,AS,4.0,5.5600000000000005,30.56,24.880000000000003,0,48,13,0.59734044,4.295381733333334e-09,4.0183896e-09,7.253413e-09,8.116289840231095e-09,7.488795003682291e-09,9.721356565918982e-09,0.0155389725,0.014341133366042,0.067274185,0.0296665826216626,48.529622,46.44140330243778,2.5923076e-08,1.0940896329755786e-08,,,,,,,-1.4,-0.7,1.95,0.15,1.93,0.47
2016,AZ_West,AS,4.0,6.5200000000000005,27.84,26.64,12,39,10,0.95034255,3.08759838e-09,2.90702292e-09,4.9989413e-09,6.967449197182484e-09,3.494087291446759e-09,2.849807434642361e-09,0.0159015626,0.0132885003625318,0.070228424,0.0474129757084408,49.977937,41.747608306242284,2.8222863e-08,1.84606991329132e-08,,,,,,,0.7,-0.1,-0.27,1.32,-0.57,1.61
2017,AZ_West,AS,4.0,9.52,30.4,21.08,8,38,15,0.619788725,2.7272644333333324e-09,2.9754577999999997e-09,4.692287e-09,1.565394136162037e-08,1.1798287072469909e-08,3.818294406480324e-09,0.0146914457,0.0130136070920932,0.061280975,0.0315952825253113,46.329565,42.36932755780381,2.1157877e-08,1.3389107604201389e-08,,,,,,,0.5,0.9,-0.73,-0.58,-0.16,0.03
2018,AZ_West,AS,4.0,8.31,28.73,23.96,18,28,15,0.421825045,3.2125771e-09,3.67329615e-09,5.910256e-09,6.558902205560571e-09,6.3867135870491906e-09,7.249382680094907e-09,0.015408355,0.0136007736052639,0.066902716,0.0254556793221629,48.045301,43.41972740005112,2.5041118e-08,9.286143535738428e-09,,,,,,,-0.3,1.5,0.46,-0.8,0.09,-0.8
2019,AZ_West,AS,4.0,8.780000000000001,28.57,23.65,15,33,13,0.3803851099999999,3.588476933333333e-09,3.5461745e-09,5.791287e-09,1.804562277510224e-08,1.9720599210502315e-08,1.1790489965611112e-08,0.0148832733,0.0122660545163449,0.062738947,0.0229220658343463,47.357124,39.12093541515708,1.9800789000000002e-08,9.330919199577549e-09,,,,,,,-0.1,-0.3,0.32,0.76,0.04,0.8
2020,AZ_West,AS,4.0,8.47,29.26,23.27,30,27,4,0.0915493625,3.0327259e-09,3.5162155e-09,6.142955e-09,1.1693452612560186e-08,1.6839402650694444e-08,2.6853436718070602e-08,0.015462746,0.0098877336669876,0.065476533,0.0078231015592456,48.719276,34.34713388031195,2.1328163e-08,2.3244409835943427e-09,,,,,,,1.1,-0.1,-0.96,0.13,-0.59,0.48
2021,AZ_West,AS,4.0,10.35,25.78,24.86,7,38,16,0.624584585,2.8737002333333332e-09,3.6979472e-09,6.038619e-09,6.7330007974807115e-09,4.395952651402778e-09,6.803392181748843e-09,0.0155973275,0.0141111206866589,0.067823622,0.0284294522406312,48.74058,44.10759362223117,2.3997138e-08,1.4757444665974536e-08,,,,,,,0.6,0.4,-1.29,-0.79,-0.53,-0.8
2022,AZ_West,AS,4.0,8.8,26.65,25.55,0,22,39,1.27697092,3.207093133333333e-09,3.9474443e-09,6.6838086e-09,,,,0.0157189666,0.0180287060383201,0.069362892,0.053862095226183,49.339533,56.68131148821666,2.3758748e-08,2.4341885239646992e-08,,,,,,,1.0,1.8,-1.75,-1.31,-0.97,-0.97
2023,AZ_West,AS,4.0,10.47,30.02,20.51,10,26,25,1.14674503,2.5397765666666664e-09,2.9946611e-09,4.775999e-09,,,,0.014604262,0.013538108251031,0.059538293,0.0433391398103389,46.2288,42.86087118920215,1.9360099e-08,2.5517151083974537e-08,,,,,,,-0.8,0.2,0.51,-0.76,1.35,-0.11
1981,AZ_West,AS,5.0,14.84,29.0,17.16,6,35,20,0.8501893,3.253542933333333e-09,3.9079953999999995e-09,6.807948e-09,,,,0.0141298607,0.014491485025008,0.058143047,0.0285743582289925,44.050792,45.71605131311368,2.1323551e-08,1.803542064043172e-08,,,,,,,0.7,-1.3,-0.34,0.33,-0.32,-0.51
1982,AZ_West,AS,5.0,10.48,33.0,17.52,1,24,36,1.3246385,2.2817944766666672e-09,2.598767715e-09,4.6018607e-09,,,,0.0142409109999999,0.0158885749558957,0.0570374639999999,0.0427976061158693,44.510805000000005,49.967183735052814,1.8791432e-08,3.2016907668141205e-08,,,,,,,-1.7,0.6,1.91,-0.27,0.93,0.25
1983,AZ_West,AS,5.0,14.72,33.08,13.2,0,16,45,2.28638155,3.071585666666667e-09,2.3533905e-09,2.7270535e-09,,,,0.013529914,0.0179963348731835,0.053084952,0.0672292591490657,41.667238,55.61729424780975,1.811747e-08,4.805701153442824e-08,,,,,,,0.1,-2.4,-0.17,2.61,-0.04,1.49
1984,AZ_West,AS,5.0,11.44,28.16,21.4,2,19,40,1.12552958,3.275668433333333e-09,3.4671886e-09,5.4263207e-09,,,,0.015247779,0.0168936543722404,0.068432657,0.0431765190948645,46.02368,51.03358009485677,2.4664654e-08,3.4434954073583336e-08,,,,,,,0.4,-0.2,-0.2,-0.16,-0.04,-0.39
1985,AZ_West,AS,5.0,15.08,27.28,18.64,11,46,4,0.49894668,2.9081604999999998e-09,3.0413425999999998e-09,4.7429114e-09,8.823856381617283e-09,8.391683922066552e-09,8.70147090511111e-09,0.014104595,0.0121679791340856,0.059504475,0.0250736021429256,43.734541,37.91232413300624,2.0578479e-08,1.6312129571199076e-08,,,,,,,1.0,0.8,-0.49,-0.6,-0.35,-0.67
1986,AZ_West,AS,5.0,8.48,31.04,21.48,13,23,25,0.923109785,2.989141866666666e-09,2.97648425e-09,4.3434816e-09,1.0574937396701393e-08,1.3974593060641784e-08,1.548210396413889e-08,0.0148556826,0.0144424371903443,0.064809585,0.0412710233263248,45.913855,46.02189589358824,2.3299599e-08,2.561456976271528e-08,,,,,,,-0.4,0.5,0.97,-0.4,0.51,-0.26
1987,AZ_West,AS,5.0,14.2,31.0,15.8,18,26,17,0.55232724,2.8894768e-09,1.93821245e-09,3.1524756e-09,9.608651409982252e-09,9.836777831150465e-09,8.819280473344908e-09,0.0137964884,0.0128943925848804,0.05383506,0.0264527619666435,43.026028,41.92317347946589,1.8609896e-08,1.3285708133069444e-08,,,,,,,-0.9,-1.3,1.46,1.57,1.76,1.13
1988,AZ_West,AS,5.0,10.44,27.0,23.56,17,25,19,0.94601726,3.2547251666666662e-09,3.63385435e-09,5.6815357e-09,6.510099207248843e-09,4.5898366946603e-09,2.044567997390046e-09,0.015583726,0.0134628243404438,0.0684580559999999,0.0292687803260704,47.912518000000006,41.93796447007974,2.4723237000000002e-08,2.1552527961650464e-08,,,,,,,1.5,0.6,-1.81,0.17,-0.99,0.25
1989,AZ_West,AS,5.0,7.0,28.48,25.52,15,34,12,0.45703073,2.792922966666667e-09,3.35690475e-09,5.854754e-09,6.9089859480744605e-09,5.670854884400463e-09,6.426341354081018e-09,0.0161526556,0.0121954135461348,0.073863582,0.0206709770742095,50.092255,37.29397396998685,2.7879363e-08,1.4207171626480326e-08,,,,,,,-0.3,1.1,-0.66,-1.24,-0.33,-1.05
1990,AZ_West,AS,5.0,12.12,30.48,18.4,4,38,19,1.060715815,3.1726787333333333e-09,2.89683225e-09,4.9763913e-09,9.82386627710764e-09,8.470297223390624e-09,6.224278878275462e-09,0.0145586979999999,0.0140103716087358,0.05933502,0.0293742776386887,45.507601,43.09735406054405,2.1631398e-08,2.6903129476322924e-08,,,,,,,-0.2,-0.4,0.02,0.61,0.42,0.2
1991,AZ_West,AS,5.0,11.36,29.56,20.08,3,35,23,0.71293315,2.817911966666667e-09,2.72922695e-09,4.3915063e-09,1.5744964472659338e-08,1.9885231559433448e-08,2.942399332947685e-08,0.014561524,0.0138021941106082,0.0635525369999999,0.0294210934195439,45.437956,45.04616686919519,2.636201e-08,1.8153270348211807e-08,,,,,,,-0.4,-0.7,0.37,0.2,0.69,0.05
1992,AZ_West,AS,5.0,11.44,31.6,17.96,14,26,21,0.70229975,3.973966733333334e-09,3.2018071e-09,4.9076374e-09,2.2777767541055943e-08,2.869228954094676e-08,3.0961398160040506e-08,0.014621786,0.01377548653524,0.064281894,0.0287125043350182,43.916903,43.94023029015041,2.7348785e-08,1.7256452536196758e-08,,,,,,,0.4,-2.0,-0.02,1.71,0.07,1.38
1993,AZ_West,AS,5.0,11.24,28.0,21.76,17,30,14,0.4989111425,3.459380766666666e-09,3.02071675e-09,4.7158233e-09,3.2029471346116896e-08,2.5037112215525466e-08,8.640077469127315e-09,0.0151617665,0.0114105383615269,0.0683909749999999,0.0201006779229933,46.048692,36.14176431703173,2.75336505e-08,1.2305520483502e-08,,,,,,,-0.9,-0.5,0.6,0.77,0.15,0.4
1994,AZ_West,AS,5.0,9.16,30.52,21.32,10,38,13,0.5688319000000001,3.611637333333333e-09,3.78436325e-09,6.3536154e-09,8.587655221729166e-09,1.1826224196657408e-08,1.0132064403113423e-08,0.0149979574,0.0135930813086861,0.064618098,0.0229010670509212,46.417386,45.760770241914535,2.4411386e-08,8.805331981024306e-09,,,,,,,-1.2,-0.7,0.87,-0.23,0.54,0.11
1995,AZ_West,AS,5.0,12.08,29.6,19.32,13,30,18,0.5041388499999999,2.8847149e-09,3.03420435e-09,4.170794e-09,1.8936606973062883e-08,1.461880267324016e-08,1.6448864935488426e-08,0.0146252044,0.0137769374103858,0.06074836,0.0302664622508999,45.083328,45.98621442504732,2.2760165e-08,1.2137195296317131e-08,,,,,,,0.3,0.8,-0.7,0.17,-0.61,0.48
1996,AZ_West,AS,5.0,10.56,30.44,20.0,6,45,10,0.4466627549999999,3.0785620199999997e-09,3.46463338e-09,5.999776e-09,7.256226472729166e-09,9.298135225180556e-09,5.0556159893055555e-09,0.0153551505,0.0134415851792579,0.066014459,0.0263125063937897,47.207736,42.75996086658853,2.3323145e-08,1.0879061358762733e-08,,,,,,,0.7,1.1,-0.64,-0.66,-0.2,-0.56
1997,AZ_West,AS,5.0,10.68,31.32,19.0,0,26,35,1.60037265,3.1210969333333324e-09,3.42088215e-09,5.558817e-09,7.550823982481977e-09,2.9565986974318762e-09,3.7650894379314967e-10,0.0146981589999999,0.0165703764443987,0.061848256,0.0526256120679285,45.261304,52.07454861815204,2.4648358e-08,3.3911012576425934e-08,,,,,,,-1.4,-0.4,2.26,-0.3,1.91,-0.2
1998,AZ_West,AS,5.0,9.72,28.84,22.44,2,37,22,1.10782058,2.5844162e-09,2.1010356e-09,3.2694867e-09,1.9151560933137347e-08,2.5872476382236112e-08,1.3201475295271992e-08,0.0155394675,0.0141234804080065,0.065458235,0.0347335219427284,47.678804,44.35035428178072,2.3866401e-08,1.8524500941672453e-08,,,,,,,1.2,-2.4,-1.82,2.27,-1.25,1.38
1999,AZ_West,AS,5.0,11.12,28.16,21.72,12,35,14,0.78269558,2.791988133333333e-09,3.3187877e-09,5.5607523e-09,3.5379062960999223e-09,3.833938794630787e-09,1.6220591335983795e-09,0.0154125295,0.0128149372333608,0.06550698,0.030733253700256,47.327585,39.74527329477978,2.25925727e-08,1.3984377075039353e-08,,,,,,,0.4,1.3,-1.03,-1.15,-1.19,-0.9
2000,AZ_West,AS,5.0,11.08,24.76,25.16,14,34,13,0.673076942,3.1978734e-09,4.0434218e-09,7.1084503e-09,9.19273212169946e-09,1.2223766262684029e-08,1.0902041248989584e-08,0.0158118927,0.0126592088017958,0.069886627,0.0226452222843737,48.571089,41.697292858322896,2.7249353e-08,1.2464894551874161e-08,,,,,,,0.7,1.3,-0.08,-1.37,-0.47,-0.93
2001,AZ_West,AS,5.0,16.76,26.24,18.0,23,24,14,0.43219836,2.370601733333333e-09,2.5921917e-09,3.8529304e-09,1.4435244528254245e-08,1.4383665211327548e-08,1.2586718074732642e-08,0.0140389864,0.0120382489300596,0.055173671,0.017973376511723,43.653513,39.55966206369952,2.0232814e-08,6.572067976728009e-09,,,,,,,-0.4,0.9,0.38,-0.78,-0.1,-0.39
2002,AZ_West,AS,5.0,12.36,29.12,19.52,24,30,7,0.458636738,2.566466933333333e-09,3.16362075e-09,5.0485895e-09,1.6325957644878747e-09,1.7222574759164183e-09,2.734506588049768e-09,0.0147416357,0.0099668938066888,0.060032614,0.0119660224959673,46.040158,32.70278714671293,2.2360982e-08,1.1434713097454466e-08,,,,,,,-1.0,-0.2,1.01,-0.2,0.81,0.09
2003,AZ_West,AS,5.0,10.920000000000002,26.76,23.32,15,23,23,0.797553215,2.974473433333333e-09,3.426672e-09,5.931607e-09,1.3409946718628086e-08,1.8936352755936345e-08,9.553673611473381e-09,0.015484875,0.014251742947589,0.06789498,0.0299965463817605,48.370056,46.31066616751758,2.3304677e-08,1.6855699306469906e-08,,,,,,,0.1,-0.3,0.05,0.53,0.2,0.45
2004,AZ_West,AS,5.0,11.96,30.0,19.04,21,34,6,0.66315883,3.770570733333333e-09,4.5167052e-09,7.238299e-09,8.297439612441744e-09,1.091749497429398e-08,4.475579476268519e-09,0.0148529533,0.0110617833739297,0.062003367,0.0154167746297229,46.494562,35.55873103714231,2.2385455e-08,1.1252218650443288e-08,,,,,,,-0.3,0.4,0.77,-0.43,0.7,0.21
2005,AZ_West,AS,5.0,9.36,28.36,23.28,18,26,17,0.746355695,2.3361211466666672e-09,2.13939032e-09,3.6624028e-09,2.476447438253202e-08,2.1938750675636573e-08,8.625225837016204e-09,0.015816085,0.0132337938349782,0.066195082,0.0282768035501622,48.948456,41.11232221946138,2.3589360000000006e-08,1.5838884320951226e-08,,,,,,,-0.3,0.3,0.01,0.83,-0.1,0.53
2006,AZ_West,AS,5.0,9.84,29.16,22.0,17,33,11,0.603843095,2.832665e-09,3.2007792e-09,5.452436e-09,6.444825615127314e-09,8.36543265882118e-09,1.3854023898603008e-08,0.0152145443,0.0127104042674611,0.064849883,0.0295976893527544,47.556313,39.582165233298426,2.0942059e-08,1.0195284188451388e-08,,,,,,,-1.0,1.8,0.59,-0.62,0.31,-0.71
2007,AZ_West,AS,5.0,11.76,29.04,20.2,11,29,21,0.7043862949999999,2.7257492333333332e-09,3.09661905e-09,5.462796e-09,4.257153445443673e-09,4.619911249685185e-09,4.578838458988426e-09,0.0154388147,0.0137681887871589,0.064785364,0.0336121725251023,47.934586,44.724810110907,2.3120709e-08,1.4763826853827544e-08,,,,,,,0.4,0.2,-0.9,-0.19,-0.72,-0.18
2008,AZ_West,AS,5.0,13.4,27.0,20.6,14,33,14,0.62354975,3.080847533333333e-09,4.12596415e-09,7.1900534e-09,9.086322184599925e-09,5.177740558760996e-09,1.3487891027511572e-09,0.015106431,0.0134735813834119,0.061090935,0.0271454101938888,46.341635,43.3418205540237,2.2986903e-08,1.348855333002778e-08,,,,,,,1.0,1.4,-1.01,-1.52,-0.13,-1.21
2009,AZ_West,AS,5.0,10.32,27.0,23.68,24,33,4,0.251830595,2.4827321e-09,2.81808795e-09,4.6058957e-09,6.6413622133996925e-09,8.107295236909723e-09,1.3114793945150463e-09,0.0151315694999999,0.0105413074491234,0.0633049,0.0144095281905252,47.12887,35.586184052466606,2.43193985e-08,5.619335776792824e-09,,,,,,,-0.2,0.4,0.56,-0.95,0.56,-0.7
2010,AZ_West,AS,5.0,12.64,24.28,24.08,22,28,11,0.371505125,2.58439045e-09,2.290947925e-09,3.9449115e-09,1.7433742222043986e-08,1.1594026956508102e-08,8.942569089642361e-09,0.0158462206,0.011513351823517,0.067463212,0.0179478951112883,48.75708,36.72534846684866,2.1572489e-08,5.6851847024100414e-09,,,,,,,1.8,-0.7,-2.38,1.33,-1.38,0.9
2011,AZ_West,AS,5.0,12.44,24.84,23.72,17,31,13,0.4784125999999999,2.3278846000000003e-09,2.592027e-09,4.586866e-09,7.140169664682162e-09,1.027418850148669e-08,4.817628619609954e-09,0.015515392,0.0118770954566648,0.066552497,0.0187711864545913,47.757906000000006,40.80611837599061,2.3488451e-08,7.582821890765047e-09,,,,,,,0.4,2.5,-0.81,-1.75,-0.64,-0.92
2012,AZ_West,AS,5.0,13.4,26.44,21.16,10,25,26,1.101598625,2.5636399e-09,3.2422542999999998e-09,5.6516383e-09,4.601069077684413e-09,5.625788208851852e-09,6.37112940821875e-09,0.014893909,0.0154881634964998,0.0606607069999999,0.0379343981422116,46.375944,50.87000898329144,2.2705713000000003e-08,2.0656753777839122e-08,,,,,,,-0.2,0.7,-0.02,-0.58,0.47,-0.61
2013,AZ_West,AS,5.0,9.16,29.04,22.8,14,17,30,1.25547475,2.899744866666666e-09,3.5707355500000003e-09,5.939007e-09,5.8464787790779325e-09,4.010653146980903e-09,4.595496370680555e-09,0.0158489777,0.0139374794735214,0.06780691,0.0385505302545107,49.364135,44.94607619845439,2.2432547e-08,2.7667145599581022e-08,,,,,,,0.2,1.5,-0.45,-0.12,-0.38,-0.25
2014,AZ_West,AS,5.0,9.96,30.84,20.200000000000003,4,27,30,1.6077813,3.583943e-09,4.3359035e-09,6.8698274e-09,3.445759277766212e-09,4.618446156247106e-09,6.450264523643519e-09,0.0150484796999999,0.0151090198800068,0.064069503,0.0484093631877167,47.077497,45.77375427271785,2.2507481e-08,3.3223642916724534e-08,,,,,,,-0.7,-0.9,0.23,-0.05,-0.03,-0.28
2015,AZ_West,AS,5.0,10.76,28.48,21.76,0,48,13,0.59734044,4.295381733333334e-09,4.0183896e-09,7.253413e-09,8.116289840231095e-09,7.488795003682291e-09,9.721356565918982e-09,0.015060808,0.014341133366042,0.065265823,0.0296665826216626,47.380833,46.44140330243778,2.5525537e-08,1.0940896329755786e-08,,,,,,,-1.4,-0.7,1.95,0.15,1.93,0.47
2016,AZ_West,AS,5.0,8.84,26.36,25.8,12,39,10,0.95034255,3.08759838e-09,2.90702292e-09,4.9989413e-09,6.967449197182484e-09,3.494087291446759e-09,2.849807434642361e-09,0.0159286423999999,0.0132885003625318,0.068309963,0.0474129757084408,50.012899,41.747608306242284,2.2546040000000002e-08,1.84606991329132e-08,,,,,,,0.7,-0.1,-0.27,1.32,-0.57,1.61
2017,AZ_West,AS,5.0,9.48,27.92,23.6,8,38,15,0.619788725,2.7272644333333324e-09,2.9754577999999997e-09,4.692287e-09,1.565394136162037e-08,1.1798287072469909e-08,3.818294406480324e-09,0.0149306867,0.0130136070920932,0.062336422,0.0315952825253113,46.7664,42.36932755780381,2.2939838e-08,1.3389107604201389e-08,,,,,,,0.5,0.9,-0.73,-0.58,-0.16,0.03
2018,AZ_West,AS,5.0,9.3,28.45,23.26,18,28,15,0.421825045,3.2125771e-09,3.67329615e-09,5.910256e-09,6.558902205560571e-09,6.3867135870491906e-09,7.249382680094907e-09,0.0153268144,0.0136007736052639,0.066537895,0.0254556793221629,47.933019,43.41972740005112,2.274733e-08,9.286143535738428e-09,,,,,,,-0.3,1.5,0.46,-0.8,0.09,-0.8
2019,AZ_West,AS,5.0,8.57,30.57,21.86,15,33,13,0.3803851099999999,3.588476933333333e-09,3.5461745e-09,5.791287e-09,1.804562277510224e-08,1.9720599210502315e-08,1.1790489965611112e-08,0.0150156385,0.0122660545163449,0.062378734,0.0229220658343463,47.754434,39.12093541515708,2.1100803e-08,9.330919199577549e-09,,,,,,,-0.1,-0.3,0.32,0.76,0.04,0.8
2020,AZ_West,AS,5.0,9.91,29.04,22.06,30,27,4,0.0915493625,3.0327259e-09,3.5162155e-09,6.142955e-09,1.1693452612560186e-08,1.6839402650694444e-08,2.6853436718070602e-08,0.015358251,0.0098877336669876,0.065799293,0.0078231015592456,48.01133,34.34713388031195,2.2510191e-08,2.3244409835943427e-09,,,,,,,1.1,-0.1,-0.96,0.13,-0.59,0.48
2021,AZ_West,AS,5.0,10.079999999999998,28.26,22.67,7,38,16,0.624584585,2.8737002333333332e-09,3.6979472e-09,6.038619e-09,6.7330007974807115e-09,4.395952651402778e-09,6.803392181748843e-09,0.0153420298,0.0141111206866589,0.06505185,0.0284294522406312,48.312757,44.10759362223117,2.2572077e-08,1.4757444665974536e-08,,,,,,,0.6,0.4,-1.29,-0.79,-0.53,-0.8
2022,AZ_West,AS,5.0,8.57,27.77,24.66,0,22,39,1.27697092,3.207093133333333e-09,3.9474443e-09,6.6838086e-09,,,,0.0161567623,0.0180287060383201,0.0709533129999999,0.053862095226183,50.402807,56.68131148821666,2.5838284e-08,2.4341885239646992e-08,,,,,,,1.0,1.8,-1.75,-1.31,-0.97,-0.97
2023,AZ_West,AS,5.0,14.6,28.7,17.689999999999998,10,26,25,1.14674503,2.5397765666666664e-09,2.9946611e-09,4.775999e-09,,,,0.014532493,0.013538108251031,0.056836144,0.0433391398103389,45.979324000000005,42.86087118920215,1.8250215e-08,2.5517151083974537e-08,,,,,,,-0.8,0.2,0.51,-0.76,1.35,-0.11
1981,AZ_West,AS,6.0,14.36,28.36,18.28,6,35,20,0.8501893,3.253542933333333e-09,3.9079953999999995e-09,6.807948e-09,,,,0.0144620399999999,0.014491485025008,0.060047235,0.0285743582289925,44.776165,45.71605131311368,2.1303251e-08,1.803542064043172e-08,,,,,,,0.7,-1.3,-0.34,0.33,-0.32,-0.51
1982,AZ_West,AS,6.0,12.72,30.76,17.52,1,24,36,1.3246385,2.2817944766666672e-09,2.598767715e-09,4.6018607e-09,,,,0.014106021,0.0158885749558957,0.057402829,0.0427976061158693,44.636706,49.967183735052814,1.9061268e-08,3.2016907668141205e-08,,,,,,,-1.7,0.6,1.91,-0.27,0.93,0.25
1983,AZ_West,AS,6.0,15.72,31.32,13.96,0,16,45,2.28638155,3.071585666666667e-09,2.3533905e-09,2.7270535e-09,,,,0.013630066,0.0179963348731835,0.054856028,0.0672292591490657,41.78523,55.61729424780975,1.752983e-08,4.805701153442824e-08,,,,,,,0.1,-2.4,-0.17,2.61,-0.04,1.49
1984,AZ_West,AS,6.0,8.48,31.0,21.52,2,19,40,1.12552958,3.275668433333333e-09,3.4671886e-09,5.4263207e-09,,,,0.0153508455,0.0168936543722404,0.070626985,0.0431765190948645,46.421113,51.03358009485677,2.6625654e-08,3.4434954073583336e-08,,,,,,,0.4,-0.2,-0.2,-0.16,-0.04,-0.39
1985,AZ_West,AS,6.0,14.64,28.4,17.96,11,46,4,0.49894668,2.9081604999999998e-09,3.0413425999999998e-09,4.7429114e-09,8.823856381617283e-09,8.391683922066552e-09,8.70147090511111e-09,0.0142803033,0.0121679791340856,0.059201535,0.0250736021429256,44.451839,37.91232413300624,2.1289747e-08,1.6312129571199076e-08,,,,,,,1.0,0.8,-0.49,-0.6,-0.35,-0.67
1986,AZ_West,AS,6.0,8.0,31.52,21.48,13,23,25,0.923109785,2.989141866666666e-09,2.97648425e-09,4.3434816e-09,1.0574937396701393e-08,1.3974593060641784e-08,1.548210396413889e-08,0.0150929205,0.0144424371903443,0.066515379,0.0412710233263248,46.867017,46.02189589358824,2.5330709e-08,2.561456976271528e-08,,,,,,,-0.4,0.5,0.97,-0.4,0.51,-0.26
1987,AZ_West,AS,6.0,14.72,30.880000000000003,15.4,18,26,17,0.55232724,2.8894768e-09,1.93821245e-09,3.1524756e-09,9.608651409982252e-09,9.836777831150465e-09,8.819280473344908e-09,0.0138295926,0.0128943925848804,0.055640482,0.0264527619666435,42.920511000000005,41.92317347946589,1.79428005e-08,1.3285708133069444e-08,,,,,,,-0.9,-1.3,1.46,1.57,1.76,1.13
