time,tcwv,Month,Year,Region
1968-07-01,24.06344348985259,7,1968,AZ_West
1968-08-01,20.861063622793008,8,1968,AZ_West
1968-09-01,13.376008042728095,9,1968,AZ_West
1968-10-01,11.260821871141276,10,1968,AZ_West
1968-11-01,9.42909686476219,11,1968,AZ_West
1968-12-01,6.432180835832033,12,1968,AZ_West
1969-01-01,11.161840923877612,1,1969,AZ_West
1969-02-01,8.061419895139071,2,1969,AZ_West
1969-03-01,6.179078724406733,3,1969,AZ_West
1969-04-01,7.637172875947102,4,1969,AZ_West
1969-05-01,9.43450177694944,5,1969,AZ_West
1969-06-01,12.71886545974144,6,1969,AZ_West
1969-07-01,24.6572493372132,7,1969,AZ_West
1969-08-01,25.68879984759331,8,1969,AZ_West
1969-09-01,19.65396656764096,9,1969,AZ_West
1969-10-01,9.890369262221604,10,1969,AZ_West
1969-11-01,9.344584902019484,11,1969,AZ_West
1969-12-01,8.725721125975898,12,1969,AZ_West
1970-01-01,8.112464513880385,1,1970,AZ_West
1970-02-01,8.098785907951063,2,1970,AZ_West
1970-03-01,7.161306417219905,3,1970,AZ_West
1970-04-01,5.810240704058039,4,1970,AZ_West
1970-05-01,8.718690216079931,5,1970,AZ_West
1970-06-01,11.685172677421034,6,1970,AZ_West
1970-07-01,23.367125273036056,7,1970,AZ_West
1970-08-01,28.12097839736636,8,1970,AZ_West
1970-09-01,12.83708427514967,9,1970,AZ_West
1970-10-01,10.003244373212311,10,1970,AZ_West
1970-11-01,8.854763071795523,11,1970,AZ_West
1970-12-01,7.911242640313479,12,1970,AZ_West
1971-01-01,7.294334851693638,1,1971,AZ_West
1971-02-01,6.577150107816442,2,1971,AZ_West
1971-03-01,6.377445122455706,3,1971,AZ_West
1971-04-01,6.874148834962399,4,1971,AZ_West
1971-05-01,9.39635603037533,5,1971,AZ_West
1971-06-01,11.13411912660801,6,1971,AZ_West
1971-07-01,20.697037444765822,7,1971,AZ_West
1971-08-01,31.244881920019367,8,1971,AZ_West
1971-09-01,14.054506814933198,9,1971,AZ_West
1971-10-01,10.318352616574035,10,1971,AZ_West
1971-11-01,7.998248154370537,11,1971,AZ_West
1971-12-01,8.689640476328085,12,1971,AZ_West
1972-01-01,5.412978327691621,1,1972,AZ_West
1972-02-01,5.84502268450478,2,1972,AZ_West
1972-03-01,7.126737333363504,3,1972,AZ_West
1972-04-01,6.933858344930535,4,1972,AZ_West
1972-05-01,8.982176358699046,5,1972,AZ_West
1972-06-01,15.377611222161327,6,1972,AZ_West
1972-07-01,19.392042553753456,7,1972,AZ_West
1972-08-01,21.777711182159432,8,1972,AZ_West
1972-09-01,16.97417331605861,9,1972,AZ_West
1972-10-01,17.01748712736321,10,1972,AZ_West
1972-11-01,8.565391364998485,11,1972,AZ_West
1972-12-01,6.910498266555516,12,1972,AZ_West
1973-01-01,6.868209020091922,1,1973,AZ_West
1973-02-01,9.720794466808693,2,1973,AZ_West
1973-03-01,8.939663570815597,3,1973,AZ_West
1973-04-01,7.515699403914053,4,1973,AZ_West
1973-05-01,11.594316396286208,5,1973,AZ_West
1973-06-01,13.194497732219263,6,1973,AZ_West
1973-07-01,19.72441671059173,7,1973,AZ_West
1973-08-01,21.648969952773665,8,1973,AZ_West
1973-09-01,11.533207091236587,9,1973,AZ_West
1973-10-01,9.023246772182944,10,1973,AZ_West
1973-11-01,9.25682094385934,11,1973,AZ_West
1973-12-01,8.10870422785351,12,1973,AZ_West
1974-01-01,9.24758389304598,1,1974,AZ_West
1974-02-01,5.425752123112,2,1974,AZ_West
1974-03-01,9.583071662517964,3,1974,AZ_West
1974-04-01,6.329250656817568,4,1974,AZ_West
1974-05-01,9.683518935047596,5,1974,AZ_West
1974-06-01,12.597093932481917,6,1974,AZ_West
1974-07-01,22.88536423996383,7,1974,AZ_West
1974-08-01,17.004998081132413,8,1974,AZ_West
1974-09-01,20.169548885296017,9,1974,AZ_West
1974-10-01,14.90503933816964,10,1974,AZ_West
1974-11-01,8.811997469211043,11,1974,AZ_West
1974-12-01,7.081273266496471,12,1974,AZ_West
1975-01-01,6.511647149383687,1,1975,AZ_West
1975-02-01,7.333920311459919,2,1975,AZ_West
1975-03-01,8.008986126145794,3,1975,AZ_West
1975-04-01,7.613802152742567,4,1975,AZ_West
1975-05-01,9.180635899006296,5,1975,AZ_West
1975-06-01,10.762023788427118,6,1975,AZ_West
1975-07-01,23.83212336082641,7,1975,AZ_West
1975-08-01,16.19935214276171,8,1975,AZ_West
1975-09-01,18.7284891221902,9,1975,AZ_West
1975-10-01,9.846435389597636,10,1975,AZ_West
1975-11-01,6.857686606114385,11,1975,AZ_West
