experiment,region,season,lead_month,rmse,sMAPE,r2,lead_time
tprate,AZ_West,JJ,6.0,0.35746440229395177,80.85049930904292,-1.7829578076910018,0.0
tprate,AZ_West,JJA,4.0,0.22467774053323816,35.895719594655404,0.004719958157544668,3.0
tprate,AZ_West,JJA,5.0,0.23724549168006992,39.79231131794853,-0.10973973516399571,2.0
tprate,AZ_West,JJA,6.0,0.31138619652027094,52.45219220424989,-0.9117183698810776,1.0
tprate,AZ_West,JJASO,5.0,0.23365092680349914,39.33266219203737,-0.185735539422053,2.0
tprate,AZ_West,JJASO,6.0,0.26863770891967936,42.77720295591305,-0.5674250048179057,1.0
tprate,AZ_West,Jul,4.0,0.530355368578583,70.50559462971229,-0.615537954602746,3.0
tprate,AZ_West,Jul,5.0,0.5326441093251746,62.14424626815186,-0.6295117017155822,2.0
tprate,AZ_West,Jul,6.0,0.5654752955319238,66.75007050195947,-0.8365827428351307,1.0
tprate,AZ_West,Jul,7.0,0.5087799628008499,81.20291592568609,-0.48676806878746315,0.0
tprate,AZ_West,Jun,4.0,0.11516632928820798,107.02505784666553,-0.12185010623757675,2.0
tprate,AZ_West,Jun,5.0,0.11927947795197034,90.701342115751,-0.2034145090974322,1.0
tprate,AZ_West,Jun,6.0,0.08923147130375092,97.12914793031459,0.3265274611481368,0.0
tprate,AZ_West,Oct,5.0,0.7573551306528661,122.3735090092201,-0.5565601490982284,5.0
tprate,AZ_West,Oct,6.0,0.6904730160110353,124.70058631068856,-0.29377926162055035,4.0
tprate,AZ_West,Oct,7.0,0.8357990413522733,138.70672728086655,-0.8957038894177076,3.0
tprate,AZ_West,Oct,8.0,0.7581526047331869,114.2502745026543,-0.559839904814047,2.0
tprate,AZ_West,SO,5.0,0.4022244186625988,65.23655768367124,-0.3580823080919231,4.0
tprate,AZ_West,SO,6.0,0.4222227177036938,58.37509612017565,-0.49648517886546695,3.0
tprate,AZ_West,SO,7.0,0.4780065349866587,74.4449421603112,-0.9180366188031308,2.0
tprate,AZ_West,SO,8.0,0.4045292976522713,74.826289601072,-0.3736914248803014,1.0
tprate,AZ_West,Sep,4.0,0.5642919414582316,93.6390427094495,-0.2479581299923479,5.0
tprate,AZ_West,Sep,5.0,0.6272316531162545,79.03561370745122,-0.5418717513586266,4.0
tprate,AZ_West,Sep,6.0,0.6545090532806184,81.95637337050047,-0.6788953818915435,3.0
tprate,AZ_West,Sep,7.0,0.556271069143708,96.56992999034185,-0.212733194745385,2.0
tprate,AZ_West,Sep,8.0,0.5716543146932037,105.35717051796402,-0.2807350342780126,1.0
tprate,NM_North,AS,4.0,0.6168385282756439,31.34640729582741,-0.7249940337021625,4.0
tprate,NM_North,AS,5.0,0.5395876779278209,26.656288780310312,-0.3199839779532876,3.0
tprate,NM_North,AS,6.0,0.6005678142595977,31.047961924652412,-0.6351918733641877,2.0
tprate,NM_North,AS,7.0,0.49538395197246954,26.32345188291112,-0.11257290611713122,1.0
tprate,NM_North,AS,8.0,0.6374903086274768,37.637442448008976,-0.8424333506957802,0.0
tprate,NM_North,ASO,5.0,0.3740151595273346,21.039466230876243,-0.09265501582770086,3.0
tprate,NM_North,ASO,6.0,0.38547801090536016,21.85693670469587,-0.16065693780411294,2.0
tprate,NM_North,ASO,7.0,0.40248501453338104,24.662566258044478,-0.26533081148622717,1.0
tprate,NM_North,ASO,8.0,0.4778209607036443,29.169407199426473,-0.7833436814783208,0.0
tprate,NM_North,Aug,4.0,0.9883931999474866,42.425925845359274,-1.0337749930501547,4.0
tprate,NM_North,Aug,5.0,0.9127623542902016,38.13722799012745,-0.7344382600066672,3.0
tprate,NM_North,Aug,6.0,0.9359808247511847,39.19695029529618,-0.8238004074765377,2.0
tprate,NM_North,Aug,7.0,0.8272555427458457,33.65659750077667,-0.4246978756144095,1.0
tprate,NM_North,Aug,8.0,0.840156222544997,48.80439264882692,-0.4694793989474748,0.0
tprate,NM_North,JA,4.0,0.5634619058217505,26.840856671414464,-0.2821637281054208,3.0
tprate,NM_North,JA,5.0,0.6003478887220415,25.628930872916335,-0.4555272557067407,2.0
tprate,NM_North,JA,6.0,0.5157893879572563,22.867741025746483,-0.07438310941922155,1.0
tprate,NM_North,JA,7.0,0.5387350328830133,22.461149312305213,-0.17210036864983458,0.0
tprate,NM_North,JAS,4.0,0.562430513636932,24.868011729744545,-0.9722972711913493,4.0
tprate,NM_North,JAS,5.0,0.5110804022862054,22.257856902454247,-0.6285949387130898,3.0
tprate,NM_North,JAS,6.0,0.5273376270585253,26.351343274601707,-0.7338524882264013,2.0
tprate,NM_North,JAS,7.0,0.3797174600511456,18.413478504341647,0.10100814034378003,1.0
tprate,NM_North,JASO,7.0,0.39615760540812767,22.461354376072325,-0.35550525813381806,1.0
tprate,NM_North,JJ,4.0,0.4597166234922377,33.24496941800271,-0.056415135717322595,2.0
tprate,NM_North,JJ,5.0,0.541663556897334,42.30923937555849,-0.466605917295855,1.0
tprate,NM_North,JJ,6.0,0.48897855207560237,37.90917775993746,-0.1951813807179783,0.0
tprate,NM_North,JJA,4.0,0.5106629730329295,28.424088245366974,-0.6825859380257453,3.0
tprate,NM_North,JJA,5.0,0.4725185570377215,28.883902716653044,-0.4406094340687856,2.0
tprate,NM_North,JJA,6.0,0.47995403400508296,27.182771215235295,-0.48630455552840046,1.0
tprate,NM_North,JJASO,5.0,0.39156498334185763,23.77577075211204,-0.5936882651251869,2.0
tprate,NM_North,JJASO,6.0,0.3515374668668874,23.91990842991367,-0.28451422652337155,1.0
tprate,NM_North,Jul,4.0,0.6337242227434103,34.94733547431389,0.079746980739133,3.0
tprate,NM_North,Jul,5.0,0.7580155479294256,39.900747663208506,-0.31662732334907084,2.0
tprate,NM_North,Jul,6.0,0.7420198933154877,39.1092289546596,-0.2616466347944455,1.0
tprate,NM_North,Jul,7.0,0.6598355129385675,38.5009952465093,0.0023504566893848278,0.0
tprate,NM_North,Jun,4.0,0.605147741690649,77.22833636350919,-0.5147797698820213,2.0
tprate,NM_North,Jun,5.0,0.6242629657132008,71.58092855852729,-0.6119880022415585,1.0
tprate,NM_North,Jun,6.0,0.5634602269719627,87.80620293165308,-0.3132674927815633,0.0
tprate,NM_North,Oct,5.0,0.8256922206651705,72.92332772796128,-0.554664602128629,5.0
tprate,NM_North,Oct,6.0,0.8926359958997132,79.83949389222619,-0.8169756888092325,4.0
tprate,NM_North,Oct,7.0,1.034894248979937,92.87669973129425,-1.4422621093777286,3.0
tprate,NM_North,Oct,8.0,0.8047193128679728,72.32486671237736,-0.4766894535413442,2.0
tprate,NM_North,SO,5.0,0.4548723797816354,35.25763423383184,-0.12411319461301984,4.0
tprate,NM_North,SO,6.0,0.5723659566185357,41.65981356364428,-0.779829911382695,3.0
tprate,NM_North,SO,7.0,0.5948879381659352,48.35426770305581,-0.9226544539184267,2.0
tprate,NM_North,SO,8.0,0.5920289584269033,45.011458776258,-0.9042186406059647,1.0
tprate,NM_North,Sep,4.0,0.8113726294953133,39.97689059499548,-0.7049646748099785,5.0
tprate,NM_North,Sep,5.0,0.5764676848689373,36.67356898364939,0.1393538850039976,4.0
tprate,NM_North,Sep,6.0,0.8050122782830749,39.92954221133383,-0.6783390037058716,3.0
tprate,NM_North,Sep,7.0,0.8948511156309507,50.83154429603428,-1.0738447730907823,2.0
tprate,NM_North,Sep,8.0,1.0163924829584727,56.366112385261104,-1.6754544874038833,1.0
tprate,NM_South,AS,4.0,1.0513319896072817,44.12612933347757,-0.9290263461793342,4.0
tprate,NM_South,AS,5.0,1.0592230531185602,43.98825015188536,-0.9580927044624183,3.0
tprate,NM_South,AS,6.0,1.014818457646582,40.06055965339615,-0.7973601810091668,2.0
tprate,NM_South,AS,7.0,0.9225723772006817,42.4183424326394,-0.485454299882186,1.0
tprate,NM_South,AS,8.0,1.00673070272089,50.8087329567904,-0.7688256531705331,0.0
tprate,NM_South,ASO,5.0,0.689868128678771,33.44746437942213,-0.5896208335804309,3.0
tprate,NM_South,ASO,6.0,0.6986070222453087,34.40132849193061,-0.630148905672077,2.0
tprate,NM_South,ASO,7.0,0.7550839535899336,39.7833560288042,-0.9043723422588001,1.0
tprate,NM_South,ASO,8.0,0.7548478908256679,42.87375329534794,-0.9031817961604953,0.0
tprate,NM_South,Aug,4.0,1.262421696224835,47.574439656035075,-1.0270124562473444,4.0
tprate,NM_South,Aug,5.0,1.2488853373148885,39.86082434849625,-0.9837760895185033,3.0
tprate,NM_South,Aug,6.0,1.151526767070402,42.67049876677548,-0.6865359110192664,2.0
tprate,NM_South,Aug,7.0,1.292705361013741,49.85402568781973,-1.1254290770365394,1.0
tprate,NM_South,Aug,8.0,1.007975846239066,42.1463152517884,-0.2922536534710416,0.0
tprate,NM_South,JA,4.0,0.9465182053416069,40.29150194692227,-1.0834218742645034,3.0
tprate,NM_South,JA,5.0,0.8865860619835552,36.09179433837228,-0.8279363756976605,2.0
tprate,NM_South,JA,6.0,0.8428646513174786,33.31210076632337,-0.652094773527254,1.0
tprate,NM_South,JA,7.0,0.8025274044478774,33.95433448496276,-0.49774893462540426,0.0
tprate,NM_South,JAS,4.0,0.8655256778547645,37.359315990538015,-0.8257124582254907,4.0
tprate,NM_South,JAS,5.0,0.7714062958070641,34.679280354939316,-0.45023647400230127,3.0
tprate,NM_South,JAS,6.0,0.8541213482101616,36.68938473025595,-0.7779175600479178,2.0
tprate,NM_South,JAS,7.0,0.7188230874995726,31.176005069104797,-0.2592631671106784,1.0
tprate,NM_South,JASO,7.0,0.5137058065334282,22.4954549124709,0.018588969332946848,1.0
tprate,NM_South,JJ,4.0,0.6376780572278868,31.804935521491945,-0.17281366836791534,2.0
tprate,NM_South,JJ,5.0,0.9344809254533812,46.44100119995906,-1.5186449784750051,1.0
tprate,NM_South,JJ,6.0,0.7294086591283016,35.66869014224554,-0.5345035665850075,0.0
tprate,NM_South,JJA,4.0,0.6850939170833457,29.648418242684528,-0.6262398485421468,3.0
tprate,NM_South,JJA,5.0,0.765185441622498,33.95693580562632,-1.0286997365948851,2.0
tprate,NM_South,JJA,6.0,0.6981820358877664,31.735007724736334,-0.6889691471211108,1.0
tprate,NM_South,JJASO,5.0,0.5597232424854316,25.137752036803075,-0.5217897911107325,2.0
tprate,NM_South,JJASO,6.0,0.6141996442900574,33.15168139118987,-0.8324287827653629,1.0
tprate,NM_South,Jul,4.0,1.0534660784386103,40.192476718529306,-0.44416941799401344,3.0
tprate,NM_South,Jul,5.0,1.0630872385847632,43.24507194053219,-0.47066867449228744,2.0
tprate,NM_South,Jul,6.0,1.1792286023993048,46.68924331459529,-0.809560223420589,1.0
tprate,NM_South,Jul,7.0,0.9462660233404591,39.71837028073472,-0.16520818160090678,0.0
tprate,NM_South,Jun,4.0,1.0826937572423265,69.48724596844009,-1.2465362104462323,2.0
tprate,NM_South,Jun,5.0,0.8938542163740016,63.10613280596247,-0.5312127754763716,1.0
tprate,NM_South,Jun,6.0,0.9372892518679652,79.16942460127329,-0.6836407612132083,0.0
tprate,NM_South,Oct,5.0,1.0818120856292013,79.93579389755,-0.4305976006256049,5.0
tprate,NM_South,Oct,6.0,1.0070364635670899,83.93986820789863,-0.23966467731175145,4.0
tprate,NM_South,Oct,7.0,1.1490424368800305,88.86351703626654,-0.6139347459962774,3.0
tprate,NM_South,Oct,8.0,0.9503192065346483,80.18924328952944,-0.10395875469119842,2.0
tprate,NM_South,SO,5.0,0.5286668350618368,34.626122210571,0.1379148360203487,4.0
tprate,NM_South,SO,6.0,0.714081210623851,41.1406680178048,-0.5728280635379834,3.0
tprate,NM_South,SO,7.0,0.5601248053118637,35.62981202693718,0.0322667792948812,2.0
tprate,NM_South,SO,8.0,0.7219911477166837,49.022239623221054,-0.6078657474622495,1.0
tprate,NM_South,Sep,4.0,1.1667901769385398,52.437356735627105,-0.38645809073885196,5.0
tprate,NM_South,Sep,5.0,1.1307686194325635,53.54699632492166,-0.30217308141636834,4.0
tprate,NM_South,Sep,6.0,1.214285077448346,65.58013553077006,-0.5016286092054727,3.0
tprate,NM_South,Sep,7.0,1.0721306837535356,67.40629805376345,-0.1706219655222978,2.0
tprate,NM_South,Sep,8.0,1.3481376539361039,83.48937335995798,-0.8509287265901406,1.0
SOI_MEI_dSST3.4,AZ_East,AS,4.0,0.6820101973965066,37.43466822394319,-1.5508393807954763,4.0
SOI_MEI_dSST3.4,AZ_East,AS,5.0,0.6820101973965066,37.43466822394319,-1.5508393807954763,3.0
SOI_MEI_dSST3.4,AZ_East,AS,6.0,0.6820101973965066,37.43466822394319,-1.5508393807954763,2.0
SOI_MEI_dSST3.4,AZ_East,AS,7.0,0.6820101973965066,37.43466822394319,-1.5508393807954763,1.0
SOI_MEI_dSST3.4,AZ_East,AS,8.0,0.6820101973965066,37.43466822394319,-1.5508393807954763,0.0
SOI_MEI_dSST3.4,AZ_East,ASO,4.0,0.5960392341365545,40.71085329680454,-1.2288077808786513,4.0
SOI_MEI_dSST3.4,AZ_East,ASO,5.0,0.5960392341365545,40.71085329680454,-1.2288077808786513,3.0
SOI_MEI_dSST3.4,AZ_East,ASO,6.0,0.5960392341365545,40.71085329680454,-1.2288077808786513,2.0
SOI_MEI_dSST3.4,AZ_East,ASO,7.0,0.5960392341365545,40.71085329680454,-1.2288077808786513,1.0
SOI_MEI_dSST3.4,AZ_East,ASO,8.0,0.5960392341365545,40.71085329680454,-1.2288077808786513,0.0
SOI_MEI_dSST3.4,AZ_East,Aug,4.0,0.9521615292191388,46.844863731577156,-1.5012682060988483,4.0
SOI_MEI_dSST3.4,AZ_East,Aug,5.0,0.9361546995999709,41.09000852960674,-1.417877231447735,3.0
SOI_MEI_dSST3.4,AZ_East,Aug,6.0,0.6950587195581973,29.380225069378614,-0.33285220213437183,2.0
SOI_MEI_dSST3.4,AZ_East,Aug,7.0,0.7723695214769648,34.70232748435615,-0.6458462314052622,1.0
SOI_MEI_dSST3.4,AZ_East,Aug,8.0,0.8655849032674935,37.203866342130674,-1.0670850617550975,0.0
SOI_MEI_dSST3.4,AZ_East,JA,4.0,0.6425729963345413,29.295987668963107,-0.31056438934314157,3.0
SOI_MEI_dSST3.4,AZ_East,JA,5.0,0.6425729963345413,29.295987668963107,-0.31056438934314157,2.0
SOI_MEI_dSST3.4,AZ_East,JA,6.0,0.6425729963345413,29.295987668963107,-0.31056438934314157,1.0
SOI_MEI_dSST3.4,AZ_East,JA,7.0,0.6425729963345413,29.295987668963107,-0.31056438934314157,0.0
SOI_MEI_dSST3.4,AZ_East,JAS,4.0,0.5064949552931763,26.172212511649924,-0.2645112835864134,4.0
SOI_MEI_dSST3.4,AZ_East,JAS,5.0,0.5064949552931763,26.172212511649924,-0.2645112835864134,3.0
SOI_MEI_dSST3.4,AZ_East,JAS,6.0,0.5064949552931763,26.172212511649924,-0.2645112835864134,2.0
SOI_MEI_dSST3.4,AZ_East,JAS,7.0,0.5064949552931763,26.172212511649924,-0.2645112835864134,1.0
SOI_MEI_dSST3.4,AZ_East,JASO,7.0,0.42432361221831666,26.20059339493079,-0.22952426026998984,1.0
SOI_MEI_dSST3.4,AZ_East,JJ,4.0,0.48011586819045926,39.32157506001098,-0.19093533365007676,2.0
SOI_MEI_dSST3.4,AZ_East,JJ,5.0,0.48011586819045926,39.32157506001098,-0.19093533365007676,1.0
SOI_MEI_dSST3.4,AZ_East,JJ,6.0,0.48011586819045926,39.32157506001098,-0.19093533365007676,0.0
SOI_MEI_dSST3.4,AZ_East,JJA,4.0,0.4462372866832068,28.457484716658776,-0.21957679958408205,3.0
SOI_MEI_dSST3.4,AZ_East,JJA,5.0,0.4462372866832068,28.457484716658776,-0.21957679958408205,2.0
SOI_MEI_dSST3.4,AZ_East,JJA,6.0,0.4462372866832068,28.457484716658776,-0.21957679958408205,1.0
SOI_MEI_dSST3.4,AZ_East,JJASO,4.0,0.3555083703829634,25.160448138590695,-0.1194829553648884,3.0
SOI_MEI_dSST3.4,AZ_East,JJASO,5.0,0.3555083703829634,25.160448138590695,-0.1194829553648884,2.0
SOI_MEI_dSST3.4,AZ_East,JJASO,6.0,0.3555083703829634,25.160448138590695,-0.1194829553648884,1.0
SOI_MEI_dSST3.4,AZ_East,Jul,4.0,1.0221247380154188,44.1157528457404,-0.5263530743694314,3.0
SOI_MEI_dSST3.4,AZ_East,Jul,5.0,0.9063325351438303,42.644222190039834,-0.2001135733672219,2.0
SOI_MEI_dSST3.4,AZ_East,Jul,6.0,1.1440257209171212,54.89111271537417,-0.9121360275834776,1.0
SOI_MEI_dSST3.4,AZ_East,Jul,7.0,1.1767229189532427,54.50064143082627,-1.0229988291264638,0.0
SOI_MEI_dSST3.4,AZ_East,Jun,4.0,0.4203918104950172,114.64442277488871,-0.9159718197676385,2.0
SOI_MEI_dSST3.4,AZ_East,Jun,5.0,0.4060550699991582,109.63450267382777,-0.7875183050071743,1.0
SOI_MEI_dSST3.4,AZ_East,Jun,6.0,0.4404231111287711,110.28710209992482,-1.1029106662480492,0.0
SOI_MEI_dSST3.4,AZ_East,Oct,4.0,1.1193014518972833,102.52530632153723,-0.9579107252304482,6.0
SOI_MEI_dSST3.4,AZ_East,Oct,5.0,0.9407748631094895,88.11315419320758,-0.38315280191091516,5.0
SOI_MEI_dSST3.4,AZ_East,Oct,6.0,0.9843789602929194,85.08332438710681,-0.5143400090136725,4.0
SOI_MEI_dSST3.4,AZ_East,Oct,7.0,1.0035459998972394,97.528190670548,-0.5738861714954611,3.0
SOI_MEI_dSST3.4,AZ_East,Oct,8.0,1.018918989367628,110.55826513438853,-0.6224751862858713,2.0
SOI_MEI_dSST3.4,AZ_East,SO,4.0,0.43073590412478086,39.414464783998056,0.03827080705808861,5.0
SOI_MEI_dSST3.4,AZ_East,SO,5.0,0.43073590412478086,39.414464783998056,0.03827080705808861,4.0
SOI_MEI_dSST3.4,AZ_East,SO,6.0,0.43073590412478086,39.414464783998056,0.03827080705808861,3.0
SOI_MEI_dSST3.4,AZ_East,SO,7.0,0.43073590412478086,39.414464783998056,0.03827080705808861,2.0
SOI_MEI_dSST3.4,AZ_East,SO,8.0,0.43073590412478086,39.414464783998056,0.03827080705808861,1.0
SOI_MEI_dSST3.4,AZ_East,Sep,4.0,0.6074849232293933,46.148542355805965,-0.20822737981594974,5.0
SOI_MEI_dSST3.4,AZ_East,Sep,5.0,0.91553791218037,65.10353813885355,-1.7442920740495014,4.0
SOI_MEI_dSST3.4,AZ_East,Sep,6.0,0.9756228430789842,70.00745391713174,-2.1163166910486955,3.0
SOI_MEI_dSST3.4,AZ_East,Sep,7.0,0.9327064300154869,58.89202285769135,-1.8481811431137531,2.0
SOI_MEI_dSST3.4,AZ_East,Sep,8.0,0.8056889379316754,53.5345916107222,-1.1252619505489965,1.0
SOI_MEI_dSST3.4,AZ_West,AS,4.0,0.5173086286878079,65.03915310481774,-1.0476893466817532,4.0
SOI_MEI_dSST3.4,AZ_West,AS,5.0,0.5173086286878079,65.03915310481774,-1.0476893466817532,3.0
SOI_MEI_dSST3.4,AZ_West,AS,6.0,0.5173086286878079,65.03915310481774,-1.0476893466817532,2.0
SOI_MEI_dSST3.4,AZ_West,AS,7.0,0.5173086286878079,65.03915310481774,-1.0476893466817532,1.0
SOI_MEI_dSST3.4,AZ_West,AS,8.0,0.5173086286878079,65.03915310481774,-1.0476893466817532,0.0
SOI_MEI_dSST3.4,AZ_West,ASO,4.0,0.434237016965887,64.61238962642354,-1.169335422660453,4.0
SOI_MEI_dSST3.4,AZ_West,ASO,5.0,0.434237016965887,64.61238962642354,-1.169335422660453,3.0
SOI_MEI_dSST3.4,AZ_West,ASO,6.0,0.434237016965887,64.61238962642354,-1.169335422660453,2.0
SOI_MEI_dSST3.4,AZ_West,ASO,7.0,0.434237016965887,64.61238962642354,-1.169335422660453,1.0
SOI_MEI_dSST3.4,AZ_West,ASO,8.0,0.434237016965887,64.61238962642354,-1.169335422660453,0.0
SOI_MEI_dSST3.4,AZ_West,Aug,4.0,0.6200576304388348,76.02511671796823,-1.206675963787799,4.0
SOI_MEI_dSST3.4,AZ_West,Aug,5.0,0.6631713261644905,67.94539535520143,-1.5242126113451557,3.0
SOI_MEI_dSST3.4,AZ_West,Aug,6.0,0.5546795997746496,57.30269370226952,-0.7658704490357111,2.0
SOI_MEI_dSST3.4,AZ_West,Aug,7.0,0.5172893951551572,57.739190972359324,-0.5358245381637687,1.0
