YYYYMM,dry.obs,normal.obs,monsoon.obs,Year,Month,region,lead_date,dry.for,normal.for,monsoon.for,lead_month,Date,Areal_Mean_Precipitation_mm_day
199109,4,19,7,1991,9,AZ_East,199109,8.16,16,5.84,6,9/30/1991,1.0724171
199109,4,19,7,1991,9,AZ_East,199109,9,15.92,6.08,7,9/30/1991,1.0724171
199109,4,19,7,1991,9,AZ_East,199109,6.64,16.2,8.16,8,9/30/1991,1.0724171
199110,29,2,0,1991,10,AZ_East,199110,21.88,8.36,0.76,4,10/31/1991,0.5612989
199110,29,2,0,1991,10,AZ_East,199110,20.96,9.28,0.76,5,10/31/1991,0.5612989
199110,29,2,0,1991,10,AZ_East,199110,23.4,7.2,0.4,6,10/31/1991,0.5612989
199110,29,2,0,1991,10,AZ_East,199110,23.48,5.96,0.56,7,10/31/1991,0.5612989
199110,29,2,0,1991,10,AZ_East,199110,21.56,8.36,1.08,8,10/31/1991,0.5612989
199206,24,6,0,1992,6,AZ_East,199206,25.72,4.16,0.12,4,6/30/1992,0.27850932
199206,24,6,0,1992,6,AZ_East,199206,24.36,5,0.64,5,6/30/1992,0.27850932
199206,24,6,0,1992,6,AZ_East,199206,24.68,5.12,0.2,6,6/30/1992,0.27850932
199207,5,16,10,1992,7,AZ_East,199207,10.56,14.12,6.32,4,7/31/1992,1.9387391
199207,5,16,10,1992,7,AZ_East,199207,8.4,15.88,6.72,5,7/31/1992,1.9387391
199207,5,16,10,1992,7,AZ_East,199207,6.08,18.44,6.48,6,7/31/1992,1.9387391
199207,5,16,10,1992,7,AZ_East,199207,12.48,12.92,4.6,7,7/31/1992,1.9387391
199208,1,10,20,1992,8,AZ_East,199208,2.84,16.76,11.4,4,8/31/1992,3.2307482
199208,1,10,20,1992,8,AZ_East,199208,1.08,15.88,14.04,5,8/31/1992,3.2307482
199208,1,10,20,1992,8,AZ_East,199208,0.96,16.12,13.92,6,8/31/1992,3.2307482
199208,1,10,20,1992,8,AZ_East,199208,1.64,17.92,11.44,7,8/31/1992,3.2307482
199208,1,10,20,1992,8,AZ_East,199208,0.96,15.56,13.48,8,8/31/1992,3.2307482
199209,15,12,3,1992,9,AZ_East,199209,10.92,13.76,5.32,4,9/30/1992,0.50469047
199209,15,12,3,1992,9,AZ_East,199209,8.72,16,5.28,5,9/30/1992,0.50469047
199209,15,12,3,1992,9,AZ_East,199209,11.28,14.6,4.12,6,9/30/1992,0.50469047
199209,15,12,3,1992,9,AZ_East,199209,11.8,15.16,4.04,7,9/30/1992,0.50469047
199209,15,12,3,1992,9,AZ_East,199209,9.32,16.44,5.24,8,9/30/1992,0.50469047
199210,22,9,0,1992,10,AZ_East,199210,26.48,4.48,0.04,4,10/31/1992,0.7826052
199210,22,9,0,1992,10,AZ_East,199210,24.92,5.72,0.36,5,10/31/1992,0.7826052
199210,22,9,0,1992,10,AZ_East,199210,24.88,5.96,0.16,6,10/31/1992,0.7826052
199210,22,9,0,1992,10,AZ_East,199210,25.16,4.52,0.32,7,10/31/1992,0.7826052
199210,22,9,0,1992,10,AZ_East,199210,23.4,7.28,0.32,8,10/31/1992,0.7826052
199306,28,2,0,1993,6,AZ_East,199306,24.92,4.84,0.24,4,6/30/1993,0.11116572
199306,28,2,0,1993,6,AZ_East,199306,24.32,5.2,0.48,5,6/30/1993,0.11116572
199306,28,2,0,1993,6,AZ_East,199306,23.4,6.08,0.52,6,6/30/1993,0.11116572
199307,8,23,0,1993,7,AZ_East,199307,8.36,15.6,7.04,4,7/31/1993,0.53449184
199307,8,23,0,1993,7,AZ_East,199307,6.04,17.24,7.72,5,7/31/1993,0.53449184
199307,8,23,0,1993,7,AZ_East,199307,4.76,14.72,11.52,6,7/31/1993,0.53449184
199307,8,23,0,1993,7,AZ_East,199307,6.96,18.72,4.32,7,7/31/1993,0.53449184
199308,0,15,16,1993,8,AZ_East,199308,2.16,17.64,11.2,4,8/31/1993,3.2549136
199308,0,15,16,1993,8,AZ_East,199308,0.92,13,17.08,5,8/31/1993,3.2549136
199308,0,15,16,1993,8,AZ_East,199308,0.84,12,18.16,6,8/31/1993,3.2549136
199308,0,15,16,1993,8,AZ_East,199308,3.56,16.4,11.04,7,8/31/1993,3.2549136
199308,0,15,16,1993,8,AZ_East,199308,2.8,18.96,8.24,8,8/31/1993,3.2549136
199309,18,11,1,1993,9,AZ_East,199309,11.12,14.76,4.12,4,9/30/1993,0.49182224
199309,18,11,1,1993,9,AZ_East,199309,10.12,14.84,5.04,5,9/30/1993,0.49182224
199309,18,11,1,1993,9,AZ_East,199309,10.08,14,5.92,6,9/30/1993,0.49182224
199309,18,11,1,1993,9,AZ_East,199309,10.28,14.64,6.08,7,9/30/1993,0.49182224
199309,18,11,1,1993,9,AZ_East,199309,9.2,15.36,6.44,8,9/30/1993,0.49182224
199310,23,8,0,1993,10,AZ_East,199310,26.76,4.2,0.04,4,10/31/1993,1.2764612
199310,23,8,0,1993,10,AZ_East,199310,24.24,6.52,0.24,5,10/31/1993,1.2764612
199310,23,8,0,1993,10,AZ_East,199310,24.68,5.96,0.36,6,10/31/1993,1.2764612
199310,23,8,0,1993,10,AZ_East,199310,25.56,4.2,0.24,7,10/31/1993,1.2764612
199310,23,8,0,1993,10,AZ_East,199310,26,4.64,0.36,8,10/31/1993,1.2764612
199406,24,4,2,1994,6,AZ_East,199406,23.16,6.56,0.28,4,6/30/1994,0.35205436
199406,24,4,2,1994,6,AZ_East,199406,24.2,5.44,0.36,5,6/30/1994,0.35205436
199406,24,4,2,1994,6,AZ_East,199406,22.92,5.76,1.32,6,6/30/1994,0.35205436
199407,15,12,4,1994,7,AZ_East,199407,5.36,15.88,9.76,4,7/31/1994,1.0235202
199407,15,12,4,1994,7,AZ_East,199407,5.2,17.32,8.48,5,7/31/1994,1.0235202
199407,15,12,4,1994,7,AZ_East,199407,4.32,18.52,8.16,6,7/31/1994,1.0235202
199407,15,12,4,1994,7,AZ_East,199407,12.44,12.12,5.44,7,7/31/1994,1.0235202
199408,0,15,16,1994,8,AZ_East,199408,0.88,14.08,16.04,4,8/31/1994,1.6211576
199408,0,15,16,1994,8,AZ_East,199408,0.96,14.4,15.64,5,8/31/1994,1.6211576
199408,0,15,16,1994,8,AZ_East,199408,1.04,16.16,13.8,6,8/31/1994,1.6211576
199408,0,15,16,1994,8,AZ_East,199408,0.8,16.24,13.96,7,8/31/1994,1.6211576
199408,0,15,16,1994,8,AZ_East,199408,1.6,17.64,10.76,8,8/31/1994,1.6211576
199409,12,16,2,1994,9,AZ_East,199409,5.72,16.56,7.72,4,9/30/1994,1.5424173
199409,12,16,2,1994,9,AZ_East,199409,8.08,15.68,6.24,5,9/30/1994,1.5424173
199409,12,16,2,1994,9,AZ_East,199409,8.96,15.8,5.24,6,9/30/1994,1.5424173
199409,12,16,2,1994,9,AZ_East,199409,9.36,16.88,4.76,7,9/30/1994,1.5424173
199409,12,16,2,1994,9,AZ_East,199409,7.56,15.36,8.08,8,9/30/1994,1.5424173
199410,28,3,0,1994,10,AZ_East,199410,23.48,6.84,0.68,4,10/31/1994,1.1267354
199410,28,3,0,1994,10,AZ_East,199410,24.24,6.52,0.24,5,10/31/1994,1.1267354
199410,28,3,0,1994,10,AZ_East,199410,25.36,5.52,0.12,6,10/31/1994,1.1267354
199410,28,3,0,1994,10,AZ_East,199410,23.96,5.6,0.44,7,10/31/1994,1.1267354
199410,28,3,0,1994,10,AZ_East,199410,23.4,7.2,0.4,8,10/31/1994,1.1267354
199506,27,3,0,1995,6,AZ_East,199506,26.08,3.52,0.4,4,6/30/1995,0.07633585
199506,27,3,0,1995,6,AZ_East,199506,25,4.56,0.44,5,6/30/1995,0.07633585
199506,27,3,0,1995,6,AZ_East,199506,27.08,2.92,0,6,6/30/1995,0.07633585
199507,14,15,2,1995,7,AZ_East,199507,7.44,17.24,6.32,4,7/31/1995,0.62445205
199507,14,15,2,1995,7,AZ_East,199507,9.12,15.72,6.16,5,7/31/1995,0.62445205
199507,14,15,2,1995,7,AZ_East,199507,5.36,14.28,11.36,6,7/31/1995,0.62445205
199507,14,15,2,1995,7,AZ_East,199507,10.36,13.04,6.6,7,7/31/1995,0.62445205
199508,1,16,14,1995,8,AZ_East,199508,2.48,13.6,14.92,4,8/31/1995,2.1313796
199508,1,16,14,1995,8,AZ_East,199508,1.8,14.12,15.08,5,8/31/1995,2.1313796
199508,1,16,14,1995,8,AZ_East,199508,1.72,13.32,15.96,6,8/31/1995,2.1313796
199508,1,16,14,1995,8,AZ_East,199508,4.16,15.68,11.16,7,8/31/1995,2.1313796
199508,1,16,14,1995,8,AZ_East,199508,2.4,15.2,12.4,8,8/31/1995,2.1313796
199509,9,14,7,1995,9,AZ_East,199509,9.12,15.4,5.48,4,9/30/1995,1.400756
199509,9,14,7,1995,9,AZ_East,199509,8,15.88,6.12,5,9/30/1995,1.400756
199509,9,14,7,1995,9,AZ_East,199509,10.32,15.24,4.44,6,9/30/1995,1.400756
199509,9,14,7,1995,9,AZ_East,199509,13.92,12.88,4.2,7,9/30/1995,1.400756
199509,9,14,7,1995,9,AZ_East,199509,13.2,12.72,5.08,8,9/30/1995,1.400756
199510,31,0,0,1995,10,AZ_East,199510,24.64,5.72,0.64,4,10/31/1995,0.09076433
199510,31,0,0,1995,10,AZ_East,199510,25.04,5.6,0.36,5,10/31/1995,0.09076433
199510,31,0,0,1995,10,AZ_East,199510,24.48,6.4,0.12,6,10/31/1995,0.09076433
199510,31,0,0,1995,10,AZ_East,199510,26.96,2.88,0.16,7,10/31/1995,0.09076433
199510,31,0,0,1995,10,AZ_East,199510,27.08,3.8,0.12,8,10/31/1995,0.09076433
199606,22,8,0,1996,6,AZ_East,199606,27.12,2.52,0.36,4,6/30/1996,0.45715347
199606,22,8,0,1996,6,AZ_East,199606,26,3.76,0.24,5,6/30/1996,0.45715347
199606,22,8,0,1996,6,AZ_East,199606,23.76,6.16,0.08,6,6/30/1996,0.45715347
199607,0,17,14,1996,7,AZ_East,199607,7.36,14.72,8.92,4,7/31/1996,2.0774422
199607,0,17,14,1996,7,AZ_East,199607,7.92,14.6,8.48,5,7/31/1996,2.0774422
199607,0,17,14,1996,7,AZ_East,199607,3.16,15.84,12,6,7/31/1996,2.0774422
199607,0,17,14,1996,7,AZ_East,199607,0.68,18.24,11.08,7,7/31/1996,2.0774422
199608,3,20,8,1996,8,AZ_East,199608,1.92,16.12,12.96,4,8/31/1996,1.6853622
199608,3,20,8,1996,8,AZ_East,199608,1.2,12.8,17,5,8/31/1996,1.6853622
199608,3,20,8,1996,8,AZ_East,199608,0.88,14.04,16.08,6,8/31/1996,1.6853622
199608,3,20,8,1996,8,AZ_East,199608,1.44,16.36,13.2,7,8/31/1996,1.6853622
199608,3,20,8,1996,8,AZ_East,199608,1.92,16.84,11.24,8,8/31/1996,1.6853622
199609,9,15,6,1996,9,AZ_East,199609,12.4,13.88,3.72,4,9/30/1996,2.1982646
199609,9,15,6,1996,9,AZ_East,199609,9.56,14.6,5.84,5,9/30/1996,2.1982646
199609,9,15,6,1996,9,AZ_East,199609,7.56,15.8,6.64,6,9/30/1996,2.1982646
199609,9,15,6,1996,9,AZ_East,199609,12.04,14.12,4.84,7,9/30/1996,2.1982646
199609,9,15,6,1996,9,AZ_East,199609,11,14.36,5.64,8,9/30/1996,2.1982646
199610,27,4,0,1996,10,AZ_East,199610,26.16,4.56,0.28,4,10/31/1996,1.0591601
199610,27,4,0,1996,10,AZ_East,199610,26.2,4.4,0.4,5,10/31/1996,1.0591601
199610,27,4,0,1996,10,AZ_East,199610,26.72,4.2,0.08,6,10/31/1996,1.0591601
199610,27,4,0,1996,10,AZ_East,199610,27.4,2.6,0,7,10/31/1996,1.0591601
199610,27,4,0,1996,10,AZ_East,199610,28.08,2.72,0.2,8,10/31/1996,1.0591601
199706,24,6,0,1997,6,AZ_East,199706,24.44,5.08,0.48,4,6/30/1997,0.3539457
199706,24,6,0,1997,6,AZ_East,199706,24,5.64,0.36,5,6/30/1997,0.3539457
199706,24,6,0,1997,6,AZ_East,199706,25,4.24,0.76,6,6/30/1997,0.3539457
199707,16,9,6,1997,7,AZ_East,199707,7.56,14.36,9.08,4,7/31/1997,1.0440273
199707,16,9,6,1997,7,AZ_East,199707,5.36,13.84,11.8,5,7/31/1997,1.0440273
199707,16,9,6,1997,7,AZ_East,199707,4.92,14.72,11.36,6,7/31/1997,1.0440273
199707,16,9,6,1997,7,AZ_East,199707,13.64,10.48,5.88,7,7/31/1997,1.0440273
199708,0,13,18,1997,8,AZ_East,199708,1.24,12.16,17.6,4,8/31/1997,2.046672
199708,0,13,18,1997,8,AZ_East,199708,2.24,14.64,14.12,5,8/31/1997,2.046672
199708,0,13,18,1997,8,AZ_East,199708,0.92,15,15.08,6,8/31/1997,2.046672
199708,0,13,18,1997,8,AZ_East,199708,1.08,14.72,15.2,7,8/31/1997,2.046672
199708,0,13,18,1997,8,AZ_East,199708,0.56,9.24,20.2,8,8/31/1997,2.046672
199709,0,9,21,1997,9,AZ_East,199709,8.76,15.8,5.44,4,9/30/1997,1.7238348
199709,0,9,21,1997,9,AZ_East,199709,7.88,15.52,6.6,5,9/30/1997,1.7238348
199709,0,9,21,1997,9,AZ_East,199709,6.24,17.24,6.52,6,9/30/1997,1.7238348
199709,0,9,21,1997,9,AZ_East,199709,9.32,15.52,6.16,7,9/30/1997,1.7238348
199709,0,9,21,1997,9,AZ_East,199709,8.52,14.6,7.88,8,9/30/1997,1.7238348
199710,23,7,1,1997,10,AZ_East,199710,23.6,6.52,0.88,4,10/31/1997,0.8622826
199710,23,7,1,1997,10,AZ_East,199710,23.44,6.16,1.4,5,10/31/1997,0.8622826
199710,23,7,1,1997,10,AZ_East,199710,24,6.24,0.76,6,10/31/1997,0.8622826
199710,23,7,1,1997,10,AZ_East,199710,22.76,6.68,0.56,7,10/31/1997,0.8622826
199710,23,7,1,1997,10,AZ_East,199710,22.32,7.16,1.52,8,10/31/1997,0.8622826
199806,30,0,0,1998,6,AZ_East,199806,27.2,2.6,0.2,4,6/30/1998,0.07834394
199806,30,0,0,1998,6,AZ_East,199806,24.28,5.12,0.6,5,6/30/1998,0.07834394
199806,30,0,0,1998,6,AZ_East,199806,26.72,2.76,0.52,6,6/30/1998,0.07834394
199807,3,12,16,1998,7,AZ_East,199807,8.12,15.4,7.48,4,7/31/1998,2.473951
199807,3,12,16,1998,7,AZ_East,199807,5.52,16.08,9.4,5,7/31/1998,2.473951
199807,3,12,16,1998,7,AZ_East,199807,4.52,15.36,11.12,6,7/31/1998,2.473951
199807,3,12,16,1998,7,AZ_East,199807,9.12,14.08,6.8,7,7/31/1998,2.473951
199808,0,18,13,1998,8,AZ_East,199808,0.36,13.92,16.72,4,8/31/1998,1.556186
199808,0,18,13,1998,8,AZ_East,199808,0.84,13.4,16.76,5,8/31/1998,1.556186
199808,0,18,13,1998,8,AZ_East,199808,0.28,11.36,19.36,6,8/31/1998,1.556186
199808,0,18,13,1998,8,AZ_East,199808,2,12.92,16.08,7,8/31/1998,1.556186
199808,0,18,13,1998,8,AZ_East,199808,1.28,15.84,12.88,8,8/31/1998,1.556186
199809,8,9,13,1998,9,AZ_East,199809,9.16,14.52,6.32,4,9/30/1998,1.1006682
199809,8,9,13,1998,9,AZ_East,199809,8.4,13.72,7.88,5,9/30/1998,1.1006682
199809,8,9,13,1998,9,AZ_East,199809,6.72,15.96,7.32,6,9/30/1998,1.1006682
199809,8,9,13,1998,9,AZ_East,199809,10.28,13.2,7.52,7,9/30/1998,1.1006682
199809,8,9,13,1998,9,AZ_East,199809,7.08,14.84,9.08,8,9/30/1998,1.1006682
199810,23,8,0,1998,10,AZ_East,199810,25.64,4.48,0.88,4,10/31/1998,1.4150488
199810,23,8,0,1998,10,AZ_East,199810,25.56,4.52,0.92,5,10/31/1998,1.4150488
199810,23,8,0,1998,10,AZ_East,199810,25.76,4.88,0.36,6,10/31/1998,1.4150488
199810,23,8,0,1998,10,AZ_East,199810,27.08,2.72,0.2,7,10/31/1998,1.4150488
199810,23,8,0,1998,10,AZ_East,199810,25.08,5.28,0.64,8,10/31/1998,1.4150488
199906,17,13,0,1999,6,AZ_East,199906,24.32,5.12,0.56,4,6/30/1999,0.3566069
199906,17,13,0,1999,6,AZ_East,199906,24.08,5.52,0.4,5,6/30/1999,0.3566069
199906,17,13,0,1999,6,AZ_East,199906,25.12,4.32,0.56,6,6/30/1999,0.3566069
199907,1,12,18,1999,7,AZ_East,199907,4.36,17.28,9.36,4,7/31/1999,3.276209
199907,1,12,18,1999,7,AZ_East,199907,2.92,16.88,11.2,5,7/31/1999,3.276209
199907,1,12,18,1999,7,AZ_East,199907,3.04,14.64,13.32,6,7/31/1999,3.276209
199907,1,12,18,1999,7,AZ_East,199907,3.04,14.44,12.52,7,7/31/1999,3.276209
199908,1,14,16,1999,8,AZ_East,199908,0.84,11.16,19,4,8/31/1999,2.7416508
199908,1,14,16,1999,8,AZ_East,199908,0.72,12.96,17.32,5,8/31/1999,2.7416508
199908,1,14,16,1999,8,AZ_East,199908,0.6,10.48,19.92,6,8/31/1999,2.7416508
199908,1,14,16,1999,8,AZ_East,199908,1.8,15.52,13.68,7,8/31/1999,2.7416508
199908,1,14,16,1999,8,AZ_East,199908,2.28,17.6,10.12,8,8/31/1999,2.7416508
199909,8,18,4,1999,9,AZ_East,199909,8.48,14.56,6.96,4,9/30/1999,1.8710849
199909,8,18,4,1999,9,AZ_East,199909,8.08,16.56,5.36,5,9/30/1999,1.8710849
199909,8,18,4,1999,9,AZ_East,199909,9.68,12.92,7.4,6,9/30/1999,1.8710849
199909,8,18,4,1999,9,AZ_East,199909,12.4,13.64,4.96,7,9/30/1999,1.8710849
199909,8,18,4,1999,9,AZ_East,199909,8.88,15.2,6.92,8,9/30/1999,1.8710849
199910,31,0,0,1999,10,AZ_East,199910,25.8,4.84,0.36,4,10/31/1999,0.007161604
199910,31,0,0,1999,10,AZ_East,199910,26.44,4.28,0.28,5,10/31/1999,0.007161604
199910,31,0,0,1999,10,AZ_East,199910,27.92,2.88,0.2,6,10/31/1999,0.007161604
199910,31,0,0,1999,10,AZ_East,199910,28.24,1.72,0.04,7,10/31/1999,0.007161604
199910,31,0,0,1999,10,AZ_East,199910,29,1.84,0.16,8,10/31/1999,0.007161604
200006,17,13,0,2000,6,AZ_East,200006,25.44,4.28,0.28,4,6/30/2000,1.1551155
200006,17,13,0,2000,6,AZ_East,200006,22.76,6.92,0.32,5,6/30/2000,1.1551155
200006,17,13,0,2000,6,AZ_East,200006,22.84,6.4,0.76,6,6/30/2000,1.1551155
200007,7,23,1,2000,7,AZ_East,200007,4.16,14.28,12.56,4,7/31/2000,0.69452256
200007,7,23,1,2000,7,AZ_East,200007,4.48,16.6,9.92,5,7/31/2000,0.69452256
200007,7,23,1,2000,7,AZ_East,200007,2.96,14.12,13.92,6,7/31/2000,0.69452256
200007,7,23,1,2000,7,AZ_East,200007,11.92,14.28,3.8,7,7/31/2000,0.69452256
200008,0,15,16,2000,8,AZ_East,200008,2.04,12.84,16.12,4,8/31/2000,2.3097396
200008,0,15,16,2000,8,AZ_East,200008,0.76,11.76,18.48,5,8/31/2000,2.3097396
200008,0,15,16,2000,8,AZ_East,200008,0.28,11.16,19.56,6,8/31/2000,2.3097396
200008,0,15,16,2000,8,AZ_East,200008,2.24,17.64,11.12,7,8/31/2000,2.3097396
200008,0,15,16,2000,8,AZ_East,200008,1.44,16.6,11.96,8,8/31/2000,2.3097396
200009,17,13,0,2000,9,AZ_East,200009,8.92,14.88,6.2,4,9/30/2000,0.22447689
200009,17,13,0,2000,9,AZ_East,200009,9.04,13.36,7.6,5,9/30/2000,0.22447689
200009,17,13,0,2000,9,AZ_East,200009,8.52,16.64,4.84,6,9/30/2000,0.22447689
200009,17,13,0,2000,9,AZ_East,200009,12.32,14.76,3.92,7,9/30/2000,0.22447689
200009,17,13,0,2000,9,AZ_East,200009,12.56,14.56,3.88,8,9/30/2000,0.22447689
200010,19,12,0,2000,10,AZ_East,200010,26.2,4.6,0.2,4,10/31/2000,3.796506
200010,19,12,0,2000,10,AZ_East,200010,27.12,3.68,0.2,5,10/31/2000,3.796506
200010,19,12,0,2000,10,AZ_East,200010,25.52,5.2,0.28,6,10/31/2000,3.796506
200010,19,12,0,2000,10,AZ_East,200010,27.68,2.16,0.16,7,10/31/2000,3.796506
200010,19,12,0,2000,10,AZ_East,200010,26.84,4.12,0.04,8,10/31/2000,3.796506
200106,22,8,0,2001,6,AZ_East,200106,24.84,4.84,0.32,4,6/30/2001,0.29487306
200106,22,8,0,2001,6,AZ_East,200106,24.48,5.04,0.48,5,6/30/2001,0.29487306
200106,22,8,0,2001,6,AZ_East,200106,23.2,6.36,0.44,6,6/30/2001,0.29487306
200107,0,23,8,2001,7,AZ_East,200107,7.48,15.48,8.04,4,7/31/2001,1.7184467
200107,0,23,8,2001,7,AZ_East,200107,5.64,15.44,9.92,5,7/31/2001,1.7184467
200107,0,23,8,2001,7,AZ_East,200107,3.92,16.56,10.52,6,7/31/2001,1.7184467
200107,0,23,8,2001,7,AZ_East,200107,4.64,16.64,8.72,7,7/31/2001,1.7184467
200108,5,12,14,2001,8,AZ_East,200108,0.96,13.56,16.48,4,8/31/2001,2.1446736
200108,5,12,14,2001,8,AZ_East,200108,1.72,14.4,14.88,5,8/31/2001,2.1446736
200108,5,12,14,2001,8,AZ_East,200108,0.8,12.28,17.92,6,8/31/2001,2.1446736
200108,5,12,14,2001,8,AZ_East,200108,2.16,13.28,15.56,7,8/31/2001,2.1446736
200108,5,12,14,2001,8,AZ_East,200108,1.16,8.96,19.88,8,8/31/2001,2.1446736
200109,18,9,3,2001,9,AZ_East,200109,7.88,16.72,5.4,4,9/30/2001,0.5486165
200109,18,9,3,2001,9,AZ_East,200109,13.36,11.84,4.8,5,9/30/2001,0.5486165
200109,18,9,3,2001,9,AZ_East,200109,7.32,15.64,7.04,6,9/30/2001,0.5486165
200109,18,9,3,2001,9,AZ_East,200109,12.28,12.76,5.96,7,9/30/2001,0.5486165
200109,18,9,3,2001,9,AZ_East,200109,8.56,15.76,6.68,8,9/30/2001,0.5486165
200110,25,6,0,2001,10,AZ_East,200110,24.88,5.68,0.44,4,10/31/2001,0.4398711
200110,25,6,0,2001,10,AZ_East,200110,25.84,4.72,0.44,5,10/31/2001,0.4398711
200110,25,6,0,2001,10,AZ_East,200110,26.08,4.68,0.24,6,10/31/2001,0.4398711
200110,25,6,0,2001,10,AZ_East,200110,26.04,3.8,0.16,7,10/31/2001,0.4398711
200110,25,6,0,2001,10,AZ_East,200110,26.12,4.48,0.4,8,10/31/2001,0.4398711
200206,30,0,0,2002,6,AZ_East,200206,25.08,4.2,0.72,4,6/30/2002,0.011541799
200206,30,0,0,2002,6,AZ_East,200206,25.16,4.48,0.36,5,6/30/2002,0.011541799
200206,30,0,0,2002,6,AZ_East,200206,24.96,4.6,0.44,6,6/30/2002,0.011541799
200207,4,18,9,2002,7,AZ_East,200207,6.2,15.56,9.24,4,7/31/2002,1.5811366
200207,4,18,9,2002,7,AZ_East,200207,4.6,16.36,10.04,5,7/31/2002,1.5811366
200207,4,18,9,2002,7,AZ_East,200207,6.28,15.56,9.16,6,7/31/2002,1.5811366
200207,4,18,9,2002,7,AZ_East,200207,8.52,14.88,6.6,7,7/31/2002,1.5811366
200208,9,21,1,2002,8,AZ_East,200208,1.48,14.28,15.24,4,8/31/2002,1.202034
200208,9,21,1,2002,8,AZ_East,200208,1.84,14.76,14.4,5,8/31/2002,1.202034
200208,9,21,1,2002,8,AZ_East,200208,0.56,14.32,16.12,6,8/31/2002,1.202034
200208,9,21,1,2002,8,AZ_East,200208,2.04,16.72,12.24,7,8/31/2002,1.202034
200208,9,21,1,2002,8,AZ_East,200208,0.88,16.24,12.88,8,8/31/2002,1.202034
200209,13,11,6,2002,9,AZ_East,200209,8.24,15.8,5.96,4,9/30/2002,2.005001
200209,13,11,6,2002,9,AZ_East,200209,9.6,13.8,6.6,5,9/30/2002,2.005001
200209,13,11,6,2002,9,AZ_East,200209,7.24,16.16,6.6,6,9/30/2002,2.005001
200209,13,11,6,2002,9,AZ_East,200209,12.28,15.28,3.44,7,9/30/2002,2.005001
200209,13,11,6,2002,9,AZ_East,200209,9.72,15.76,5.52,8,9/30/2002,2.005001
200210,31,0,0,2002,10,AZ_East,200210,24.92,5.52,0.56,4,10/31/2002,0.70205075
200210,31,0,0,2002,10,AZ_East,200210,24.16,6.48,0.36,5,10/31/2002,0.70205075
200210,31,0,0,2002,10,AZ_East,200210,24.24,6.16,0.6,6,10/31/2002,0.70205075
200210,31,0,0,2002,10,AZ_East,200210,24.68,5.08,0.24,7,10/31/2002,0.70205075
200210,31,0,0,2002,10,AZ_East,200210,22.6,7.72,0.68,8,10/31/2002,0.70205075
200306,29,1,0,2003,6,AZ_East,200306,24.64,4.68,0.68,4,6/30/2003,0.11114275
200306,29,1,0,2003,6,AZ_East,200306,25.6,3.92,0.48,5,6/30/2003,0.11114275
200306,29,1,0,2003,6,AZ_East,200306,26.8,2.84,0.36,6,6/30/2003,0.11114275
200307,15,5,11,2003,7,AZ_East,200307,5.96,14.36,10.68,4,7/31/2003,1.1722349
200307,15,5,11,2003,7,AZ_East,200307,4.04,16.64,10.32,5,7/31/2003,1.1722349
200307,15,5,11,2003,7,AZ_East,200307,7,15.96,8.04,6,7/31/2003,1.1722349
200307,15,5,11,2003,7,AZ_East,200307,10.2,12.64,7.16,7,7/31/2003,1.1722349
200308,0,11,20,2003,8,AZ_East,200308,0.48,14.28,16.24,4,8/31/2003,1.6675059
200308,0,11,20,2003,8,AZ_East,200308,1.16,12.52,17.32,5,8/31/2003,1.6675059
200308,0,11,20,2003,8,AZ_East,200308,1.6,14.04,15.36,6,8/31/2003,1.6675059
200308,0,11,20,2003,8,AZ_East,200308,1.84,15.32,13.84,7,8/31/2003,1.6675059
200308,0,11,20,2003,8,AZ_East,200308,4.84,14,11.16,8,8/31/2003,1.6675059
200309,17,8,5,2003,9,AZ_East,200309,8.6,15.52,5.88,4,9/30/2003,1.0316975
200309,17,8,5,2003,9,AZ_East,200309,9.44,13.04,7.52,5,9/30/2003,1.0316975
200309,17,8,5,2003,9,AZ_East,200309,9.36,15.72,4.92,6,9/30/2003,1.0316975
200309,17,8,5,2003,9,AZ_East,200309,14.88,12.32,3.8,7,9/30/2003,1.0316975
200309,17,8,5,2003,9,AZ_East,200309,11.96,12.8,6.24,8,9/30/2003,1.0316975
200310,20,11,0,2003,10,AZ_East,200310,25.2,5,0.8,4,10/31/2003,0.47666907
200310,20,11,0,2003,10,AZ_East,200310,25.24,5.4,0.36,5,10/31/2003,0.47666907
200310,20,11,0,2003,10,AZ_East,200310,26.64,3.96,0.4,6,10/31/2003,0.47666907
200310,20,11,0,2003,10,AZ_East,200310,27.08,2.72,0.2,7,10/31/2003,0.47666907
200310,20,11,0,2003,10,AZ_East,200310,25.84,4.56,0.6,8,10/31/2003,0.47666907
200406,29,1,0,2004,6,AZ_East,200406,23.4,5.88,0.72,4,6/30/2004,0.15145326
200406,29,1,0,2004,6,AZ_East,200406,24.32,5.16,0.52,5,6/30/2004,0.15145326
200406,29,1,0,2004,6,AZ_East,200406,26.04,3.92,0.04,6,6/30/2004,0.15145326
200407,11,11,9,2004,7,AZ_East,200407,3,15.04,12.96,4,7/31/2004,1.1841668
200407,11,11,9,2004,7,AZ_East,200407,3.48,17.48,10.04,5,7/31/2004,1.1841668
200407,11,11,9,2004,7,AZ_East,200407,4.92,14.92,11.16,6,7/31/2004,1.1841668
200407,11,11,9,2004,7,AZ_East,200407,16.84,10.04,3.12,7,7/31/2004,1.1841668
200408,8,15,8,2004,8,AZ_East,200408,0.88,13.88,16.24,4,8/31/2004,1.5257496
