YYYYMM,dry.obs,normal.obs,monsoon.obs,Year,Month,region,lead_date,dry.for,normal.for,monsoon.for,lead_month,Date,Areal_Mean_Precipitation_mm_day
197006,26,4,0,1970,6,AZ_East,NA,NA,NA,NA,NA,NA,NA
197007,1,19,11,1970,7,AZ_East,NA,NA,NA,NA,NA,NA,NA
197008,0,13,18,1970,8,AZ_East,NA,NA,NA,NA,NA,NA,NA
197009,17,12,1,1970,9,AZ_East,NA,NA,NA,NA,NA,NA,NA
197010,28,3,0,1970,10,AZ_East,NA,NA,NA,NA,NA,NA,NA
197106,30,0,0,1971,6,AZ_East,NA,NA,NA,NA,NA,NA,NA
197107,8,15,8,1971,7,AZ_East,NA,NA,NA,NA,NA,NA,NA
197108,0,7,24,1971,8,AZ_East,NA,NA,NA,NA,NA,NA,NA
197109,19,10,1,1971,9,AZ_East,NA,NA,NA,NA,NA,NA,NA
197110,30,1,0,1971,10,AZ_East,NA,NA,NA,NA,NA,NA,NA
197206,10,16,4,1972,6,AZ_East,NA,NA,NA,NA,NA,NA,NA
197207,4,24,3,1972,7,AZ_East,NA,NA,NA,NA,NA,NA,NA
197208,2,19,10,1972,8,AZ_East,NA,NA,NA,NA,NA,NA,NA
197209,10,11,9,1972,9,AZ_East,NA,NA,NA,NA,NA,NA,NA
197210,14,10,7,1972,10,AZ_East,NA,NA,NA,NA,NA,NA,NA
197306,24,6,0,1973,6,AZ_East,NA,NA,NA,NA,NA,NA,NA
197307,5,16,10,1973,7,AZ_East,NA,NA,NA,NA,NA,NA,NA
197308,4,17,10,1973,8,AZ_East,NA,NA,NA,NA,NA,NA,NA
197309,24,6,0,1973,9,AZ_East,NA,NA,NA,NA,NA,NA,NA
197310,31,0,0,1973,10,AZ_East,NA,NA,NA,NA,NA,NA,NA
197406,30,0,0,1974,6,AZ_East,NA,NA,NA,NA,NA,NA,NA
197407,7,10,14,1974,7,AZ_East,NA,NA,NA,NA,NA,NA,NA
197408,10,15,6,1974,8,AZ_East,NA,NA,NA,NA,NA,NA,NA
197409,7,22,1,1974,9,AZ_East,NA,NA,NA,NA,NA,NA,NA
197410,15,16,0,1974,10,AZ_East,NA,NA,NA,NA,NA,NA,NA
197506,30,0,0,1975,6,AZ_East,NA,NA,NA,NA,NA,NA,NA
197507,2,12,17,1975,7,AZ_East,NA,NA,NA,NA,NA,NA,NA
197508,10,19,2,1975,8,AZ_East,NA,NA,NA,NA,NA,NA,NA
197509,10,15,5,1975,9,AZ_East,NA,NA,NA,NA,NA,NA,NA
197510,31,0,0,1975,10,AZ_East,NA,NA,NA,NA,NA,NA,NA
197606,29,1,0,1976,6,AZ_East,NA,NA,NA,NA,NA,NA,NA
197607,4,13,14,1976,7,AZ_East,NA,NA,NA,NA,NA,NA,NA
197608,5,23,3,1976,8,AZ_East,NA,NA,NA,NA,NA,NA,NA
197609,2,20,8,1976,9,AZ_East,NA,NA,NA,NA,NA,NA,NA
197610,27,4,0,1976,10,AZ_East,NA,NA,NA,NA,NA,NA,NA
197706,19,11,0,1977,6,AZ_East,NA,NA,NA,NA,NA,NA,NA
197707,2,16,13,1977,7,AZ_East,NA,NA,NA,NA,NA,NA,NA
197708,0,15,16,1977,8,AZ_East,NA,NA,NA,NA,NA,NA,NA
197709,9,16,5,1977,9,AZ_East,NA,NA,NA,NA,NA,NA,NA
197710,23,6,2,1977,10,AZ_East,NA,NA,NA,NA,NA,NA,NA
197806,27,3,0,1978,6,AZ_East,NA,NA,NA,NA,NA,NA,NA
197807,8,15,8,1978,7,AZ_East,NA,NA,NA,NA,NA,NA,NA
197808,6,19,6,1978,8,AZ_East,NA,NA,NA,NA,NA,NA,NA
197809,8,18,4,1978,9,AZ_East,NA,NA,NA,NA,NA,NA,NA
197810,26,4,1,1978,10,AZ_East,NA,NA,NA,NA,NA,NA,NA
197906,25,5,0,1979,6,AZ_East,NA,NA,NA,NA,NA,NA,NA
197907,12,13,6,1979,7,AZ_East,NA,NA,NA,NA,NA,NA,NA
197908,8,10,13,1979,8,AZ_East,NA,NA,NA,NA,NA,NA,NA
197909,13,17,0,1979,9,AZ_East,NA,NA,NA,NA,NA,NA,NA
197910,30,1,0,1979,10,AZ_East,NA,NA,NA,NA,NA,NA,NA
198006,29,1,0,1980,6,AZ_East,NA,NA,NA,NA,NA,NA,NA
198007,3,16,12,1980,7,AZ_East,NA,NA,NA,NA,NA,NA,NA
198008,4,17,10,1980,8,AZ_East,NA,NA,NA,NA,NA,NA,NA
198009,12,12,6,1980,9,AZ_East,NA,NA,NA,NA,NA,NA,NA
198010,29,2,0,1980,10,AZ_East,NA,NA,NA,NA,NA,NA,NA
198106,18,8,4,1981,6,AZ_East,198106,24.44,4.96,0.6,4,6/30/1981,0.540636
198106,18,8,4,1981,6,AZ_East,198106,25.8,3.96,0.24,5,6/30/1981,0.540636
198106,18,8,4,1981,6,AZ_East,198106,24.28,5.36,0.36,6,6/30/1981,0.540636
198107,0,14,17,1981,7,AZ_East,198107,4.44,15.44,11.12,4,7/31/1981,2.5168111
198107,0,14,17,1981,7,AZ_East,198107,4.36,17.6,9.04,5,7/31/1981,2.5168111
198107,0,14,17,1981,7,AZ_East,198107,5.32,16.76,8.92,6,7/31/1981,2.5168111
198107,0,14,17,1981,7,AZ_East,198107,3.96,19.48,6.56,7,7/31/1981,2.5168111
198108,0,10,21,1981,8,AZ_East,198108,0.6,14.36,16.04,4,8/31/1981,1.5364634
198108,0,10,21,1981,8,AZ_East,198108,2.36,14,14.64,5,8/31/1981,1.5364634
198108,0,10,21,1981,8,AZ_East,198108,2.04,14.36,14.6,6,8/31/1981,1.5364634
198108,0,10,21,1981,8,AZ_East,198108,1.72,16.28,13,7,8/31/1981,1.5364634
198108,0,10,21,1981,8,AZ_East,198108,4.36,19.36,6.28,8,8/31/1981,1.5364634
198109,5,19,6,1981,9,AZ_East,198109,7.88,15,7.12,4,9/30/1981,1.112267
198109,5,19,6,1981,9,AZ_East,198109,11.76,13.84,4.4,5,9/30/1981,1.112267
198109,5,19,6,1981,9,AZ_East,198109,10.68,14.04,5.28,6,9/30/1981,1.112267
198109,5,19,6,1981,9,AZ_East,198109,14.4,12.32,4.28,7,9/30/1981,1.112267
198109,5,19,6,1981,9,AZ_East,198109,12.16,14.88,3.96,8,9/30/1981,1.112267
198110,21,9,1,1981,10,AZ_East,198110,26.24,4.48,0.28,4,10/31/1981,1.0203483
198110,21,9,1,1981,10,AZ_East,198110,25,5.8,0.2,5,10/31/1981,1.0203483
198110,21,9,1,1981,10,AZ_East,198110,27.48,3.32,0.2,6,10/31/1981,1.0203483
198110,21,9,1,1981,10,AZ_East,198110,27.24,2.32,0.44,7,10/31/1981,1.0203483
198110,21,9,1,1981,10,AZ_East,198110,25.44,5.4,0.16,8,10/31/1981,1.0203483
198206,28,2,0,1982,6,AZ_East,198206,26.36,3.56,0.08,4,6/30/1982,0.04963553
198206,28,2,0,1982,6,AZ_East,198206,24.92,4.32,0.76,5,6/30/1982,0.04963553
198206,28,2,0,1982,6,AZ_East,198206,28.16,1.76,0.08,6,6/30/1982,0.04963553
198207,4,16,11,1982,7,AZ_East,198207,6.88,16.12,8,4,7/31/1982,1.5591226
198207,4,16,11,1982,7,AZ_East,198207,6.96,16.32,7.72,5,7/31/1982,1.5591226
198207,4,16,11,1982,7,AZ_East,198207,8.4,16.16,6.44,6,7/31/1982,1.5591226
198207,4,16,11,1982,7,AZ_East,198207,8.6,13.32,8.08,7,7/31/1982,1.5591226
198208,0,4,27,1982,8,AZ_East,198208,0.8,13.96,16.24,4,8/31/1982,2.5901368
198208,0,4,27,1982,8,AZ_East,198208,1.32,15.92,13.76,5,8/31/1982,2.5901368
198208,0,4,27,1982,8,AZ_East,198208,1.2,16.4,13.4,6,8/31/1982,2.5901368
198208,0,4,27,1982,8,AZ_East,198208,2.6,17.76,10.64,7,8/31/1982,2.5901368
198208,0,4,27,1982,8,AZ_East,198208,0.4,13.32,16.28,8,8/31/1982,2.5901368
198209,2,17,11,1982,9,AZ_East,198209,7.36,15.36,7.28,4,9/30/1982,1.5777647
198209,2,17,11,1982,9,AZ_East,198209,9.24,15.6,5.16,5,9/30/1982,1.5777647
198209,2,17,11,1982,9,AZ_East,198209,9.6,15.2,5.2,6,9/30/1982,1.5777647
198209,2,17,11,1982,9,AZ_East,198209,10.36,16.4,4.24,7,9/30/1982,1.5777647
198209,2,17,11,1982,9,AZ_East,198209,10.16,15.04,5.8,8,9/30/1982,1.5777647
198210,30,1,0,1982,10,AZ_East,198210,23.2,6.72,1.08,4,10/31/1982,0.08349928
198210,30,1,0,1982,10,AZ_East,198210,25.56,5.24,0.2,5,10/31/1982,0.08349928
198210,30,1,0,1982,10,AZ_East,198210,25.08,5.72,0.2,6,10/31/1982,0.08349928
198210,30,1,0,1982,10,AZ_East,198210,25.16,4.36,0.48,7,10/31/1982,0.08349928
198210,30,1,0,1982,10,AZ_East,198210,22.88,7.24,0.88,8,10/31/1982,0.08349928
198306,28,2,0,1983,6,AZ_East,198306,26.6,3.28,0.12,4,6/30/1983,0.08548985
198306,28,2,0,1983,6,AZ_East,198306,25.16,4.76,0.08,5,6/30/1983,0.08548985
198306,28,2,0,1983,6,AZ_East,198306,25.76,3.88,0.36,6,6/30/1983,0.08548985
198307,5,11,15,1983,7,AZ_East,198307,13.24,14.32,3.44,4,7/31/1983,2.1029637
198307,5,11,15,1983,7,AZ_East,198307,13.36,13.96,3.68,5,7/31/1983,2.1029637
198307,5,11,15,1983,7,AZ_East,198307,10.04,15.64,5.32,6,7/31/1983,2.1029637
198307,5,11,15,1983,7,AZ_East,198307,12.52,12.8,4.68,7,7/31/1983,2.1029637
198308,0,6,25,1983,8,AZ_East,198308,3.88,17.36,9.76,4,8/31/1983,2.2640343
198308,0,6,25,1983,8,AZ_East,198308,3.68,18.08,9.24,5,8/31/1983,2.2640343
198308,0,6,25,1983,8,AZ_East,198308,3.2,16.04,11.76,6,8/31/1983,2.2640343
198308,0,6,25,1983,8,AZ_East,198308,4.88,15.64,10.48,7,8/31/1983,2.2640343
198308,0,6,25,1983,8,AZ_East,198308,1.08,5.36,23.56,8,8/31/1983,2.2640343
198309,0,12,18,1983,9,AZ_East,198309,13.28,13.04,3.68,4,9/30/1983,3.220596
198309,0,12,18,1983,9,AZ_East,198309,9.2,15.28,5.52,5,9/30/1983,3.220596
198309,0,12,18,1983,9,AZ_East,198309,10.84,14.32,4.84,6,9/30/1983,3.220596
198309,0,12,18,1983,9,AZ_East,198309,13.88,13.32,3.8,7,9/30/1983,3.220596
198309,0,12,18,1983,9,AZ_East,198309,6.76,17.44,6.8,8,9/30/1983,3.220596
198310,14,13,4,1983,10,AZ_East,198310,26.04,4.88,0.08,4,10/31/1983,2.1524396
198310,14,13,4,1983,10,AZ_East,198310,26.44,4.36,0.2,5,10/31/1983,2.1524396
198310,14,13,4,1983,10,AZ_East,198310,26.24,4.6,0.16,6,10/31/1983,2.1524396
198310,14,13,4,1983,10,AZ_East,198310,26.48,3.4,0.12,7,10/31/1983,2.1524396
198310,14,13,4,1983,10,AZ_East,198310,23.32,7.44,0.24,8,10/31/1983,2.1524396
198406,15,11,4,1984,6,AZ_East,198406,24.96,4.8,0.24,4,6/30/1984,0.61119574
198406,15,11,4,1984,6,AZ_East,198406,24.04,5.24,0.72,5,6/30/1984,0.61119574
198406,15,11,4,1984,6,AZ_East,198406,25.16,4.2,0.64,6,6/30/1984,0.61119574
198407,0,3,28,1984,7,AZ_East,198407,6.84,16.56,7.6,4,7/31/1984,2.7418556
198407,0,3,28,1984,7,AZ_East,198407,4.28,18.44,8.28,5,7/31/1984,2.7418556
198407,0,3,28,1984,7,AZ_East,198407,2.84,16.52,11.64,6,7/31/1984,2.7418556
198407,0,3,28,1984,7,AZ_East,198407,0.32,15,14.68,7,7/31/1984,2.7418556
198408,0,3,28,1984,8,AZ_East,198408,1.16,15.08,14.76,4,8/31/1984,3.026822
198408,0,3,28,1984,8,AZ_East,198408,0.84,11.2,18.96,5,8/31/1984,3.026822
198408,0,3,28,1984,8,AZ_East,198408,1,12.44,17.56,6,8/31/1984,3.026822
198408,0,3,28,1984,8,AZ_East,198408,1.12,12.52,17.36,7,8/31/1984,3.026822
198408,0,3,28,1984,8,AZ_East,198408,0.56,10.36,19.08,8,8/31/1984,3.026822
198409,5,16,9,1984,9,AZ_East,198409,8.48,16.16,5.36,4,9/30/1984,1.9546407
198409,5,16,9,1984,9,AZ_East,198409,10.2,14.04,5.76,5,9/30/1984,1.9546407
198409,5,16,9,1984,9,AZ_East,198409,6.76,17.48,5.76,6,9/30/1984,1.9546407
198409,5,16,9,1984,9,AZ_East,198409,13.2,12.12,5.68,7,9/30/1984,1.9546407
198409,5,16,9,1984,9,AZ_East,198409,10.36,16.04,4.6,8,9/30/1984,1.9546407
198410,23,8,0,1984,10,AZ_East,198410,26.36,4.36,0.28,4,10/31/1984,1.4985929
198410,23,8,0,1984,10,AZ_East,198410,26.24,4.36,0.4,5,10/31/1984,1.4985929
198410,23,8,0,1984,10,AZ_East,198410,25.6,5.24,0.16,6,10/31/1984,1.4985929
198410,23,8,0,1984,10,AZ_East,198410,25.68,4.12,0.2,7,10/31/1984,1.4985929
198410,23,8,0,1984,10,AZ_East,198410,26.28,4.68,0.04,8,10/31/1984,1.4985929
198506,26,4,0,1985,6,AZ_East,198506,25.96,3.64,0.4,4,6/30/1985,0.18919393
198506,26,4,0,1985,6,AZ_East,198506,24.48,4.8,0.72,5,6/30/1985,0.18919393
198506,26,4,0,1985,6,AZ_East,198506,23.16,6.36,0.48,6,6/30/1985,0.18919393
198507,5,7,19,1985,7,AZ_East,198507,5.92,17.12,7.96,4,7/31/1985,1.9991826
198507,5,7,19,1985,7,AZ_East,198507,3.92,16.92,10.16,5,7/31/1985,1.9991826
198507,5,7,19,1985,7,AZ_East,198507,4,16.76,10.24,6,7/31/1985,1.9991826
198507,5,7,19,1985,7,AZ_East,198507,8.28,13.28,8.44,7,7/31/1985,1.9991826
198508,3,23,5,1985,8,AZ_East,198508,2.76,13.92,14.32,4,8/31/1985,1.2630686
198508,3,23,5,1985,8,AZ_East,198508,2,13.4,15.6,5,8/31/1985,1.2630686
198508,3,23,5,1985,8,AZ_East,198508,2.44,14.4,14.16,6,8/31/1985,1.2630686
198508,3,23,5,1985,8,AZ_East,198508,2.6,16.4,12,7,8/31/1985,1.2630686
198508,3,23,5,1985,8,AZ_East,198508,1.4,20.88,7.72,8,8/31/1985,1.2630686
198509,6,21,3,1985,9,AZ_East,198509,9.56,16.04,4.4,4,9/30/1985,2.1530197
198509,6,21,3,1985,9,AZ_East,198509,11.52,14.32,4.16,5,9/30/1985,2.1530197
198509,6,21,3,1985,9,AZ_East,198509,10.84,14.8,4.36,6,9/30/1985,2.1530197
198509,6,21,3,1985,9,AZ_East,198509,12.88,14.52,3.6,7,9/30/1985,2.1530197
198509,6,21,3,1985,9,AZ_East,198509,10.56,15.52,4.92,8,9/30/1985,2.1530197
198510,21,10,0,1985,10,AZ_East,198510,25.2,5.44,0.36,4,10/31/1985,1.6763185
198510,21,10,0,1985,10,AZ_East,198510,26.16,4.64,0.2,5,10/31/1985,1.6763185
198510,21,10,0,1985,10,AZ_East,198510,25.92,4.92,0.16,6,10/31/1985,1.6763185
198510,21,10,0,1985,10,AZ_East,198510,26.4,3.56,0.04,7,10/31/1985,1.6763185
198510,21,10,0,1985,10,AZ_East,198510,25.92,4.88,0.2,8,10/31/1985,1.6763185
198606,14,14,2,1986,6,AZ_East,198606,23.92,5,1.08,4,6/30/1986,0.6556735
198606,14,14,2,1986,6,AZ_East,198606,22.92,6.56,0.52,5,6/30/1986,0.6556735
198606,14,14,2,1986,6,AZ_East,198606,20.6,9.08,0.32,6,6/30/1986,0.6556735
198607,5,10,16,1986,7,AZ_East,198607,6.04,17.52,7.44,4,7/31/1986,2.3321097
198607,5,10,16,1986,7,AZ_East,198607,3.04,16.4,11.56,5,7/31/1986,2.3321097
198607,5,10,16,1986,7,AZ_East,198607,3.32,17.16,10.52,6,7/31/1986,2.3321097
198607,5,10,16,1986,7,AZ_East,198607,5.68,16.96,7.36,7,7/31/1986,2.3321097
198608,0,4,27,1986,8,AZ_East,198608,1.48,17.88,11.64,4,8/31/1986,2.4052613
198608,0,4,27,1986,8,AZ_East,198608,0.44,13.36,17.2,5,8/31/1986,2.4052613
198608,0,4,27,1986,8,AZ_East,198608,1.36,12,17.64,6,8/31/1986,2.4052613
198608,0,4,27,1986,8,AZ_East,198608,0.6,14.32,16.08,7,8/31/1986,2.4052613
198608,0,4,27,1986,8,AZ_East,198608,3.16,18.16,8.68,8,8/31/1986,2.4052613
198609,15,13,2,1986,9,AZ_East,198609,9.36,14.12,6.52,4,9/30/1986,1.1524719
198609,15,13,2,1986,9,AZ_East,198609,8.32,15.8,5.88,5,9/30/1986,1.1524719
198609,15,13,2,1986,9,AZ_East,198609,6.12,18.4,5.48,6,9/30/1986,1.1524719
198609,15,13,2,1986,9,AZ_East,198609,10.6,15.6,4.8,7,9/30/1986,1.1524719
198609,15,13,2,1986,9,AZ_East,198609,9.08,17.12,4.8,8,9/30/1986,1.1524719
198610,22,9,0,1986,10,AZ_East,198610,22.88,7.12,1,4,10/31/1986,1.3475667
198610,22,9,0,1986,10,AZ_East,198610,23.64,6.88,0.48,5,10/31/1986,1.3475667
198610,22,9,0,1986,10,AZ_East,198610,24.16,6.56,0.28,6,10/31/1986,1.3475667
198610,22,9,0,1986,10,AZ_East,198610,24.76,5.16,0.08,7,10/31/1986,1.3475667
198610,22,9,0,1986,10,AZ_East,198610,22.44,7.8,0.76,8,10/31/1986,1.3475667
198706,18,11,1,1987,6,AZ_East,198706,27.76,2.2,0.04,4,6/30/1987,0.41951978
198706,18,11,1,1987,6,AZ_East,198706,24.24,5.24,0.52,5,6/30/1987,0.41951978
198706,18,11,1,1987,6,AZ_East,198706,19.44,9.04,1.52,6,6/30/1987,0.41951978
198707,13,9,9,1987,7,AZ_East,198707,9.56,16.2,5.24,4,7/31/1987,1.5281749
198707,13,9,9,1987,7,AZ_East,198707,8.36,16,6.64,5,7/31/1987,1.5281749
198707,13,9,9,1987,7,AZ_East,198707,5.8,17.16,8.04,6,7/31/1987,1.5281749
198707,13,9,9,1987,7,AZ_East,198707,17.44,9.04,3.52,7,7/31/1987,1.5281749
198708,3,11,17,1987,8,AZ_East,198708,4.28,16.6,10.12,4,8/31/1987,2.1517751
198708,3,11,17,1987,8,AZ_East,198708,1.88,15.6,13.52,5,8/31/1987,2.1517751
198708,3,11,17,1987,8,AZ_East,198708,3.04,15.04,12.92,6,8/31/1987,2.1517751
198708,3,11,17,1987,8,AZ_East,198708,3.88,14.48,12.64,7,8/31/1987,2.1517751
198708,3,11,17,1987,8,AZ_East,198708,0.76,11.44,17.8,8,8/31/1987,2.1517751
198709,15,15,0,1987,9,AZ_East,198709,11.44,13.64,4.92,4,9/30/1987,0.7964852
198709,15,15,0,1987,9,AZ_East,198709,10.92,14.56,4.52,5,9/30/1987,0.7964852
198709,15,15,0,1987,9,AZ_East,198709,9.6,15.84,4.56,6,9/30/1987,0.7964852
198709,15,15,0,1987,9,AZ_East,198709,14.76,13.24,3,7,9/30/1987,0.7964852
198709,15,15,0,1987,9,AZ_East,198709,11.32,15.2,4.48,8,9/30/1987,0.7964852
198710,22,9,0,1987,10,AZ_East,198710,26.76,4.2,0.04,4,10/31/1987,0.9395375
198710,22,9,0,1987,10,AZ_East,198710,24.52,6.12,0.36,5,10/31/1987,0.9395375
198710,22,9,0,1987,10,AZ_East,198710,25.48,5.36,0.16,6,10/31/1987,0.9395375
198710,22,9,0,1987,10,AZ_East,198710,27.8,2.2,0,7,10/31/1987,0.9395375
198710,22,9,0,1987,10,AZ_East,198710,26.12,4.68,0.2,8,10/31/1987,0.9395375
198806,15,7,8,1988,6,AZ_East,198806,26.04,3.68,0.28,4,6/30/1988,0.7111362
198806,15,7,8,1988,6,AZ_East,198806,25.28,4.68,0.04,5,6/30/1988,0.7111362
198806,15,7,8,1988,6,AZ_East,198806,25.2,4.76,0.04,6,6/30/1988,0.7111362
198807,0,24,7,1988,7,AZ_East,198807,6.48,16.04,8.48,4,7/31/1988,1.9638333
198807,0,24,7,1988,7,AZ_East,198807,5.44,16.16,9.4,5,7/31/1988,1.9638333
198807,0,24,7,1988,7,AZ_East,198807,4.64,14.48,11.88,6,7/31/1988,1.9638333
198807,0,24,7,1988,7,AZ_East,198807,2.88,21.76,5.36,7,7/31/1988,1.9638333
198808,0,9,22,1988,8,AZ_East,198808,1.92,14.04,15.04,4,8/31/1988,3.3971665
198808,0,9,22,1988,8,AZ_East,198808,0.72,11.36,18.92,5,8/31/1988,3.3971665
198808,0,9,22,1988,8,AZ_East,198808,0.88,13.08,17.04,6,8/31/1988,3.3971665
198808,0,9,22,1988,8,AZ_East,198808,2.44,13.72,14.84,7,8/31/1988,3.3971665
198808,0,9,22,1988,8,AZ_East,198808,1.12,14.64,14.24,8,8/31/1988,3.3971665
198809,18,11,1,1988,9,AZ_East,198809,8,16.44,5.56,4,9/30/1988,0.8160412
198809,18,11,1,1988,9,AZ_East,198809,9.16,14.92,5.92,5,9/30/1988,0.8160412
198809,18,11,1,1988,9,AZ_East,198809,11.52,13.32,5.16,6,9/30/1988,0.8160412
198809,18,11,1,1988,9,AZ_East,198809,11.84,13.8,5.36,7,9/30/1988,0.8160412
198809,18,11,1,1988,9,AZ_East,198809,11.2,12.44,7.36,8,9/30/1988,0.8160412
198810,20,11,0,1988,10,AZ_East,198810,26.76,4.04,0.2,4,10/31/1988,1.0698471
198810,20,11,0,1988,10,AZ_East,198810,25.32,5.4,0.28,5,10/31/1988,1.0698471
198810,20,11,0,1988,10,AZ_East,198810,27.12,3.68,0.2,6,10/31/1988,1.0698471
198810,20,11,0,1988,10,AZ_East,198810,27.8,2.08,0.12,7,10/31/1988,1.0698471
198810,20,11,0,1988,10,AZ_East,198810,27.24,3.72,0.04,8,10/31/1988,1.0698471
198906,29,1,0,1989,6,AZ_East,198906,26.44,3.36,0.2,4,6/30/1989,0.030354653
198906,29,1,0,1989,6,AZ_East,198906,23.76,5.72,0.52,5,6/30/1989,0.030354653
198906,29,1,0,1989,6,AZ_East,198906,26.68,3.24,0.08,6,6/30/1989,0.030354653
198907,8,10,13,1989,7,AZ_East,198907,4.44,16.64,9.92,4,7/31/1989,1.7712467
198907,8,10,13,1989,7,AZ_East,198907,3.76,15.68,11.56,5,7/31/1989,1.7712467
198907,8,10,13,1989,7,AZ_East,198907,4.84,16.56,9.6,6,7/31/1989,1.7712467
198907,8,10,13,1989,7,AZ_East,198907,8.96,15.4,5.64,7,7/31/1989,1.7712467
198908,2,16,13,1989,8,AZ_East,198908,0.84,12.32,17.84,4,8/31/1989,1.5006756
198908,2,16,13,1989,8,AZ_East,198908,0.4,10.92,19.68,5,8/31/1989,1.5006756
198908,2,16,13,1989,8,AZ_East,198908,0.8,13.88,16.32,6,8/31/1989,1.5006756
198908,2,16,13,1989,8,AZ_East,198908,1.84,15.52,13.64,7,8/31/1989,1.5006756
198908,2,16,13,1989,8,AZ_East,198908,0.96,15.8,13.24,8,8/31/1989,1.5006756
198909,14,16,0,1989,9,AZ_East,198909,6.48,15.76,7.76,4,9/30/1989,0.3929452
198909,14,16,0,1989,9,AZ_East,198909,7.08,15.88,7.04,5,9/30/1989,0.3929452
198909,14,16,0,1989,9,AZ_East,198909,10,13.76,6.24,6,9/30/1989,0.3929452
198909,14,16,0,1989,9,AZ_East,198909,13.44,13.36,4.2,7,9/30/1989,0.3929452
198909,14,16,0,1989,9,AZ_East,198909,10.8,13.8,6.4,8,9/30/1989,0.3929452
198910,25,6,0,1989,10,AZ_East,198910,25.56,5.16,0.28,4,10/31/1989,1.1164528
198910,25,6,0,1989,10,AZ_East,198910,24.96,5.6,0.44,5,10/31/1989,1.1164528
198910,25,6,0,1989,10,AZ_East,198910,26.12,4.8,0.08,6,10/31/1989,1.1164528
198910,25,6,0,1989,10,AZ_East,198910,25.96,3.88,0.16,7,10/31/1989,1.1164528
198910,25,6,0,1989,10,AZ_East,198910,25.72,5.2,0.08,8,10/31/1989,1.1164528
199006,24,4,2,1990,6,AZ_East,199006,25.88,3.88,0.24,4,6/30/1990,0.24326399
199006,24,4,2,1990,6,AZ_East,199006,25.28,4.04,0.68,5,6/30/1990,0.24326399
199006,24,4,2,1990,6,AZ_East,199006,25,4.36,0.64,6,6/30/1990,0.24326399
199007,0,10,21,1990,7,AZ_East,199007,8.16,15.52,7.32,4,7/31/1990,2.9268897
199007,0,10,21,1990,7,AZ_East,199007,6.04,15.68,9.28,5,7/31/1990,2.9268897
199007,0,10,21,1990,7,AZ_East,199007,5.36,15.12,10.52,6,7/31/1990,2.9268897
199007,0,10,21,1990,7,AZ_East,199007,0.32,16.72,12.96,7,7/31/1990,2.9268897
199008,3,20,8,1990,8,AZ_East,199008,2.2,13.68,15.12,4,8/31/1990,2.2592793
199008,3,20,8,1990,8,AZ_East,199008,1.08,15.28,14.64,5,8/31/1990,2.2592793
199008,3,20,8,1990,8,AZ_East,199008,0.96,14.96,15.08,6,8/31/1990,2.2592793
199008,3,20,8,1990,8,AZ_East,199008,1.44,13.76,15.8,7,8/31/1990,2.2592793
199008,3,20,8,1990,8,AZ_East,199008,3.4,19.16,7.44,8,8/31/1990,2.2592793
199009,1,19,10,1990,9,AZ_East,199009,9.24,14.96,5.8,4,9/30/1990,1.9982648
199009,1,19,10,1990,9,AZ_East,199009,9.32,15.48,5.2,5,9/30/1990,1.9982648
199009,1,19,10,1990,9,AZ_East,199009,8.12,15.68,6.2,6,9/30/1990,1.9982648
199009,1,19,10,1990,9,AZ_East,199009,9.96,14.84,6.2,7,9/30/1990,1.9982648
199009,1,19,10,1990,9,AZ_East,199009,9.24,16.52,5.24,8,9/30/1990,1.9982648
199010,24,7,0,1990,10,AZ_East,199010,24.76,5.92,0.32,4,10/31/1990,0.403654
199010,24,7,0,1990,10,AZ_East,199010,24.08,6.72,0.2,5,10/31/1990,0.403654
199010,24,7,0,1990,10,AZ_East,199010,24.56,6.08,0.36,6,10/31/1990,0.403654
199010,24,7,0,1990,10,AZ_East,199010,24.92,4.72,0.36,7,10/31/1990,0.403654
199010,24,7,0,1990,10,AZ_East,199010,24.88,5.76,0.36,8,10/31/1990,0.403654
199106,23,7,0,1991,6,AZ_East,199106,26.2,3.64,0.16,4,6/30/1991,0.41662398
199106,23,7,0,1991,6,AZ_East,199106,25.4,3.88,0.72,5,6/30/1991,0.41662398
199106,23,7,0,1991,6,AZ_East,199106,21.44,7.72,0.84,6,6/30/1991,0.41662398
199107,0,27,4,1991,7,AZ_East,199107,6.88,16.88,7.24,4,7/31/1991,1.2981482
199107,0,27,4,1991,7,AZ_East,199107,5.56,15.28,10.16,5,7/31/1991,1.2981482
199107,0,27,4,1991,7,AZ_East,199107,7.84,15.76,7.4,6,7/31/1991,1.2981482
199107,0,27,4,1991,7,AZ_East,199107,7.52,17.92,4.56,7,7/31/1991,1.2981482
199108,0,14,17,1991,8,AZ_East,199108,2.52,13,15.48,4,8/31/1991,1.8571162
199108,0,14,17,1991,8,AZ_East,199108,2.12,14.72,14.16,5,8/31/1991,1.8571162
199108,0,14,17,1991,8,AZ_East,199108,1.2,15.04,14.76,6,8/31/1991,1.8571162
199108,0,14,17,1991,8,AZ_East,199108,2.84,15.2,12.96,7,8/31/1991,1.8571162
199108,0,14,17,1991,8,AZ_East,199108,0.76,12.88,16.36,8,8/31/1991,1.8571162
199109,4,19,7,1991,9,AZ_East,199109,6.24,16.64,7.12,4,9/30/1991,1.0724171
199109,4,19,7,1991,9,AZ_East,199109,7.76,15.36,6.88,5,9/30/1991,1.0724171
