time,q,Month,Year,Region
2023-04-01,0.0025463243368949,4,2023,AZ_West
2023-05-01,0.0038393066307588,5,2023,AZ_West
2023-06-01,0.0036886100916351,6,2023,AZ_West
2023-07-01,0.0056793842809841,7,2023,AZ_West
2023-08-01,0.0076560246798586,8,2023,AZ_West
2023-09-01,0.0058820835711724,9,2023,AZ_West
2023-10-01,0.0039056978099802,10,2023,AZ_West
2023-11-01,0.0032394579018133,11,2023,AZ_West
2023-12-01,0.0027422624369754,12,2023,AZ_West
2024-01-01,0.0031415588071802,1,2024,AZ_West
2024-02-01,0.003454061503648,2,2024,AZ_West
1940-01-01,0.0033370614312937,1,1940,AZ_East
1940-02-01,0.0032008889769041,2,1940,AZ_East
1940-03-01,0.0028876490097284,3,1940,AZ_East
1940-04-01,0.0035975780995963,4,1940,AZ_East
1940-05-01,0.0037209631561066,5,1940,AZ_East
1940-06-01,0.004779817135099,6,1940,AZ_East
1940-07-01,0.0071116986233033,7,1940,AZ_East
1940-08-01,0.008360467409018,8,1940,AZ_East
1940-09-01,0.0073158900243857,9,1940,AZ_East
1940-10-01,0.0059828844089828,10,1940,AZ_East
1940-11-01,0.0030970045995982,11,1940,AZ_East
1940-12-01,0.0036796406203734,12,1940,AZ_East
1941-01-01,0.0034852188405005,1,1941,AZ_East
1941-02-01,0.0042048051439098,2,1941,AZ_East
1941-03-01,0.0038803506657161,3,1941,AZ_East
1941-04-01,0.0040253762495968,4,1941,AZ_East
1941-05-01,0.0043880124127645,5,1941,AZ_East
1941-06-01,0.0044009934472112,6,1941,AZ_East
1941-07-01,0.0075366299675168,7,1941,AZ_East
1941-08-01,0.0080420091004555,8,1941,AZ_East
1941-09-01,0.0063342691389057,9,1941,AZ_East
1941-10-01,0.0053257836412108,10,1941,AZ_East
1941-11-01,0.0036605641365301,11,1941,AZ_East
1941-12-01,0.0034207263767136,12,1941,AZ_East
1942-01-01,0.0033459178427606,1,1942,AZ_East
1942-02-01,0.0025430850458352,2,1942,AZ_East
1942-03-01,0.0021816558292366,3,1942,AZ_East
1942-04-01,0.0038246850756145,4,1942,AZ_East
1942-05-01,0.0027819119571315,5,1942,AZ_East
1942-06-01,0.0028033383355866,6,1942,AZ_East
1942-07-01,0.0069887229932635,7,1942,AZ_East
1942-08-01,0.0090884867490268,8,1942,AZ_East
1942-09-01,0.0064437156445544,9,1942,AZ_East
1942-10-01,0.0043150664000298,10,1942,AZ_East
1942-11-01,0.0029123130572264,11,1942,AZ_East
1942-12-01,0.002793950244054,12,1942,AZ_East
1943-01-01,0.0025167603186254,1,1943,AZ_East
1943-02-01,0.0029530103765859,2,1943,AZ_East
1943-03-01,0.0031455327130137,3,1943,AZ_East
1943-04-01,0.0029546374160466,4,1943,AZ_East
1943-05-01,0.0025194080525335,5,1943,AZ_East
1943-06-01,0.0037227075261991,6,1943,AZ_East
1943-07-01,0.0067718795758,7,1943,AZ_East
1943-08-01,0.0106035558647478,8,1943,AZ_East
1943-09-01,0.0056549567799887,9,1943,AZ_East
1943-10-01,0.0043430050387974,10,1943,AZ_East
1943-11-01,0.0031611951216194,11,1943,AZ_East
1943-12-01,0.0032738013493878,12,1943,AZ_East
1944-01-01,0.0021996123388671,1,1944,AZ_East
1944-02-01,0.0031930770542085,2,1944,AZ_East
1944-03-01,0.0027987960811971,3,1944,AZ_East
1944-04-01,0.0025875016641737,4,1944,AZ_East
1944-05-01,0.0031445054546149,5,1944,AZ_East
1944-06-01,0.0035875795605807,6,1944,AZ_East
1944-07-01,0.0069858602899461,7,1944,AZ_East
1944-08-01,0.0078398968309886,8,1944,AZ_East
1944-09-01,0.0069307222774408,9,1944,AZ_East
1944-10-01,0.0051499788685811,10,1944,AZ_East
1944-11-01,0.0038343578785404,11,1944,AZ_East
1944-12-01,0.0028350873481593,12,1944,AZ_East
1945-01-01,0.00255790562767,1,1945,AZ_East
1945-02-01,0.0028217009897119,2,1945,AZ_East
1945-03-01,0.0027990717671572,3,1945,AZ_East
1945-04-01,0.0026797177973189,4,1945,AZ_East
1945-05-01,0.0025144686790824,5,1945,AZ_East
1945-06-01,0.0029209323459478,6,1945,AZ_East
1945-07-01,0.0085769096049504,7,1945,AZ_East
1945-08-01,0.0104031945293248,8,1945,AZ_East
1945-09-01,0.006014374145474,9,1945,AZ_East
1945-10-01,0.0059614990552241,10,1945,AZ_East
1945-11-01,0.0024979217780215,11,1945,AZ_East
1945-12-01,0.0024087915225423,12,1945,AZ_East
1946-01-01,0.0027093679864218,1,1946,AZ_East
1946-02-01,0.0022515225282568,2,1946,AZ_East
1946-03-01,0.0024089974665184,3,1946,AZ_East
1946-04-01,0.0032663906482234,4,1946,AZ_East
1946-05-01,0.0030018215604067,5,1946,AZ_East
1946-06-01,0.0028341388571777,6,1946,AZ_East
1946-07-01,0.0067017494982287,7,1946,AZ_East
1946-08-01,0.0084261036413416,8,1946,AZ_East
1946-09-01,0.0072483469641717,9,1946,AZ_East
1946-10-01,0.0042148241952736,10,1946,AZ_East
1946-11-01,0.0030358408796802,11,1946,AZ_East
1946-12-01,0.00309875717463,12,1946,AZ_East
1947-01-01,0.002244577867644,1,1947,AZ_East
1947-02-01,0.0028799339053164,2,1947,AZ_East
1947-03-01,0.0030951732571493,3,1947,AZ_East
1947-04-01,0.0027938296314464,4,1947,AZ_East
1947-05-01,0.0039627832292549,5,1947,AZ_East
1947-06-01,0.0034229581201998,6,1947,AZ_East
1947-07-01,0.0058071600447581,7,1947,AZ_East
1947-08-01,0.0099278175773845,8,1947,AZ_East
1947-09-01,0.0064177117304708,9,1947,AZ_East
1947-10-01,0.0043020008547085,10,1947,AZ_East
1947-11-01,0.0028498119322045,11,1947,AZ_East
1947-12-01,0.0024477559587243,12,1947,AZ_East
1948-01-01,0.0025052364813962,1,1948,AZ_East
1948-02-01,0.0026919644896992,2,1948,AZ_East
1948-03-01,0.0027443128228469,3,1948,AZ_East
1948-04-01,0.0028701897194187,4,1948,AZ_East
1948-05-01,0.002733649683749,5,1948,AZ_East
1948-06-01,0.0038015569927511,6,1948,AZ_East
1948-07-01,0.0061469749897918,7,1948,AZ_East
1948-08-01,0.0082417263481444,8,1948,AZ_East
1948-09-01,0.0057675367519513,9,1948,AZ_East
1948-10-01,0.0047503802744176,10,1948,AZ_East
1948-11-01,0.001915417036275,11,1948,AZ_East
1948-12-01,0.0031001963209811,12,1948,AZ_East
1949-01-01,0.0028699345458069,1,1949,AZ_East
1949-02-01,0.0028687349836831,2,1949,AZ_East
1949-03-01,0.0031136836001817,3,1949,AZ_East
1949-04-01,0.0031030270250352,4,1949,AZ_East
1949-05-01,0.0033472306330466,5,1949,AZ_East
1949-06-01,0.0052787594931668,6,1949,AZ_East
1949-07-01,0.0082819371146042,7,1949,AZ_East
1949-08-01,0.0065959771643928,8,1949,AZ_East
1949-09-01,0.0081507557247831,9,1949,AZ_East
1949-10-01,0.0047711592831629,10,1949,AZ_East
1949-11-01,0.0029907194570569,11,1949,AZ_East
1949-12-01,0.0028655760820574,12,1949,AZ_East
1950-01-01,0.0029829149188067,1,1950,AZ_East
1950-02-01,0.0029597425292712,2,1950,AZ_East
1950-03-01,0.0022905780392649,3,1950,AZ_East
1950-04-01,0.0025294845384723,4,1950,AZ_East
1950-05-01,0.0023256984613908,5,1950,AZ_East
1950-06-01,0.002905201015852,6,1950,AZ_East
1950-07-01,0.0089201583170759,7,1950,AZ_East
1950-08-01,0.0065730533845177,8,1950,AZ_East
1950-09-01,0.0051781743219484,9,1950,AZ_East
1950-10-01,0.0038455920814128,10,1950,AZ_East
1950-11-01,0.0030636301885528,11,1950,AZ_East
1950-12-01,0.0025531114816444,12,1950,AZ_East
1951-01-01,0.0026064665608426,1,1951,AZ_East
1951-02-01,0.0028533047748591,2,1951,AZ_East
1951-03-01,0.0021755702257672,3,1951,AZ_East
1951-04-01,0.0034467270088215,4,1951,AZ_East
1951-05-01,0.0032262586491808,5,1951,AZ_East
1951-06-01,0.0023814034352009,6,1951,AZ_East
1951-07-01,0.008106967604794,7,1951,AZ_East
1951-08-01,0.0088401142113635,8,1951,AZ_East
1951-09-01,0.0050488062237098,9,1951,AZ_East
1951-10-01,0.004354167038204,10,1951,AZ_East
1951-11-01,0.0035140936628408,11,1951,AZ_East
1951-12-01,0.0032479344577903,12,1951,AZ_East
1952-01-01,0.0035213730849766,1,1952,AZ_East
1952-02-01,0.0024880610819859,2,1952,AZ_East
1952-03-01,0.0030516009270635,3,1952,AZ_East
1952-04-01,0.0040164221993525,4,1952,AZ_East
1952-05-01,0.0033996093244696,5,1952,AZ_East
1952-06-01,0.0035869174219802,6,1952,AZ_East
1952-07-01,0.0073576334735043,7,1952,AZ_East
1952-08-01,0.0095989759181538,8,1952,AZ_East
1952-09-01,0.0056956237410729,9,1952,AZ_East
1952-10-01,0.0028884842725479,10,1952,AZ_East
1952-11-01,0.0033957415160895,11,1952,AZ_East
1952-12-01,0.0030812970638264,12,1952,AZ_East
1953-01-01,0.0030117766132441,1,1953,AZ_East
1953-02-01,0.0020346528549876,2,1953,AZ_East
1953-03-01,0.0029458573105151,3,1953,AZ_East
1953-04-01,0.002841389562026,4,1953,AZ_East
1953-05-01,0.0025215175424243,5,1953,AZ_East
1953-06-01,0.0036544793535546,6,1953,AZ_East
1953-07-01,0.0095959720898806,7,1953,AZ_East
1953-08-01,0.007408207898778,8,1953,AZ_East
1953-09-01,0.0035622148112676,9,1953,AZ_East
1953-10-01,0.0034271451007181,10,1953,AZ_East
1953-11-01,0.0027480509931862,11,1953,AZ_East
1953-12-01,0.0016405417242194,12,1953,AZ_East
1954-01-01,0.0024529849665322,1,1954,AZ_East
1954-02-01,0.0024346699010548,2,1954,AZ_East
1954-03-01,0.002707522695576,3,1954,AZ_East
1954-04-01,0.0028263039606521,4,1954,AZ_East
1954-05-01,0.0034381569497358,5,1954,AZ_East
1954-06-01,0.0040048064668033,6,1954,AZ_East
1954-07-01,0.0091897143669914,7,1954,AZ_East
1954-08-01,0.0085755976351583,8,1954,AZ_East
1954-09-01,0.0069343070154155,9,1954,AZ_East
1954-10-01,0.0045634340147295,10,1954,AZ_East
1954-11-01,0.0028083179132402,11,1954,AZ_East
1954-12-01,0.0021551423884233,12,1954,AZ_East
1955-01-01,0.0026115380338161,1,1955,AZ_East
1955-02-01,0.0021479671690164,2,1955,AZ_East
1955-03-01,0.0022033250738947,3,1955,AZ_East
1955-04-01,0.0018299535681633,4,1955,AZ_East
1955-05-01,0.0031129517195973,5,1955,AZ_East
1955-06-01,0.0033638530195489,6,1955,AZ_East
1955-07-01,0.0082789636446065,7,1955,AZ_East
1955-08-01,0.011307298430393,8,1955,AZ_East
1955-09-01,0.0044603725928342,9,1955,AZ_East
1955-10-01,0.0039977846797611,10,1955,AZ_East
1955-11-01,0.0028592607402879,11,1955,AZ_East
1955-12-01,0.0031799622792515,12,1955,AZ_East
1956-01-01,0.0029994495124587,1,1956,AZ_East
1956-02-01,0.0023805058148429,2,1956,AZ_East
1956-03-01,0.0016385471034786,3,1956,AZ_East
1956-04-01,0.0025613615480979,4,1956,AZ_East
1956-05-01,0.0027341066988673,5,1956,AZ_East
1956-06-01,0.0041210343547731,6,1956,AZ_East
1956-07-01,0.0076631156705837,7,1956,AZ_East
1956-08-01,0.0069259330543787,8,1956,AZ_East
1956-09-01,0.0045259448266314,9,1956,AZ_East
1956-10-01,0.0034651388925824,10,1956,AZ_East
1956-11-01,0.0018874185014506,11,1956,AZ_East
1956-12-01,0.002227444313424,12,1956,AZ_East
1957-01-01,0.0038805771220404,1,1957,AZ_East
1957-02-01,0.0045250824875123,2,1957,AZ_East
1957-03-01,0.0033157958696486,3,1957,AZ_East
1957-04-01,0.0026822301497287,4,1957,AZ_East
1957-05-01,0.0034847839787183,5,1957,AZ_East
1957-06-01,0.0041953267980449,6,1957,AZ_East
1957-07-01,0.0081259062456572,7,1957,AZ_East
1957-08-01,0.0097991419760217,8,1957,AZ_East
1957-09-01,0.0050426377503535,9,1957,AZ_East
1957-10-01,0.0060208478425717,10,1957,AZ_East
1957-11-01,0.0036512884526657,11,1957,AZ_East
1957-12-01,0.0029868303158347,12,1957,AZ_East
1958-01-01,0.0024501591854416,1,1958,AZ_East
1958-02-01,0.0035449770543186,2,1958,AZ_East
1958-03-01,0.0036210754047276,3,1958,AZ_East
1958-04-01,0.0030679960367476,4,1958,AZ_East
1958-05-01,0.0035047589034135,5,1958,AZ_East
1958-06-01,0.0052232317460453,6,1958,AZ_East
1958-07-01,0.0066765767444949,7,1958,AZ_East
1958-08-01,0.0100414018339159,8,1958,AZ_East
1958-09-01,0.0082178590002513,9,1958,AZ_East
1958-10-01,0.0060327876702228,10,1958,AZ_East
1958-11-01,0.0035880275502658,11,1958,AZ_East
1958-12-01,0.0024308923470069,12,1958,AZ_East
1959-01-01,0.0025722339131476,1,1959,AZ_East
1959-02-01,0.0030445405768067,2,1959,AZ_East
1959-03-01,0.0019103176665079,3,1959,AZ_East
1959-04-01,0.0032934480765115,4,1959,AZ_East
1959-05-01,0.0030007795331172,5,1959,AZ_East
1959-06-01,0.0051961324725668,6,1959,AZ_East
1959-07-01,0.0090222901193499,7,1959,AZ_East
1959-08-01,0.0109443061728603,8,1959,AZ_East
1959-09-01,0.0055597195881979,9,1959,AZ_East
1959-10-01,0.0045890728090148,10,1959,AZ_East
1959-11-01,0.0035985134626751,11,1959,AZ_East
1959-12-01,0.0032828645253246,12,1959,AZ_East
1960-01-01,0.0027839935502287,1,1960,AZ_East
1960-02-01,0.0025749948752178,2,1960,AZ_East
1960-03-01,0.0032219633634638,3,1960,AZ_East
1960-04-01,0.0026553548710927,4,1960,AZ_East
1960-05-01,0.0031039558241625,5,1960,AZ_East
1960-06-01,0.0045030374566348,6,1960,AZ_East
1960-07-01,0.007654189517133,7,1960,AZ_East
1960-08-01,0.0086569340188084,8,1960,AZ_East
1960-09-01,0.0069605661031109,9,1960,AZ_East
1960-10-01,0.0054109714233624,10,1960,AZ_East
1960-11-01,0.0034963677120043,11,1960,AZ_East
1960-12-01,0.002604573681349,12,1960,AZ_East
1961-01-01,0.002864809740728,1,1961,AZ_East
1961-02-01,0.0025055794478585,2,1961,AZ_East
1961-03-01,0.0029927862812634,3,1961,AZ_East
1961-04-01,0.0026526029344557,4,1961,AZ_East
1961-05-01,0.0026058126271814,5,1961,AZ_East
1961-06-01,0.0047010300260855,6,1961,AZ_East
1961-07-01,0.0083542948331921,7,1961,AZ_East
1961-08-01,0.0098858246981115,8,1961,AZ_East
1961-09-01,0.0071553825405634,9,1961,AZ_East
1961-10-01,0.003618077319912,10,1961,AZ_East
1961-11-01,0.0037929787287261,11,1961,AZ_East
1961-12-01,0.0032666097201023,12,1961,AZ_East
1962-01-01,0.0027252642357972,1,1962,AZ_East
1962-02-01,0.0037075242860477,2,1962,AZ_East
1962-03-01,0.0025044479867307,3,1962,AZ_East
1962-04-01,0.0025903274452642,4,1962,AZ_East
1962-05-01,0.0028096823946437,5,1962,AZ_East
1962-06-01,0.0037227108081748,6,1962,AZ_East
1962-07-01,0.007496764629001,7,1962,AZ_East
1962-08-01,0.0064678406275412,8,1962,AZ_East
1962-09-01,0.0081874498542643,9,1962,AZ_East
1962-10-01,0.0052503301990298,10,1962,AZ_East
1962-11-01,0.0036059898033538,11,1962,AZ_East
1962-12-01,0.0035341128942082,12,1962,AZ_East
1963-01-01,0.0023800561841699,1,1963,AZ_East
1963-02-01,0.0032308370053031,2,1963,AZ_East
1963-03-01,0.0026250105441261,3,1963,AZ_East
1963-04-01,0.0025895225407201,4,1963,AZ_East
1963-05-01,0.0028301020270483,5,1963,AZ_East
1963-06-01,0.0032742230832671,6,1963,AZ_East
1963-07-01,0.0076884500616215,7,1963,AZ_East
1963-08-01,0.010987579843156,8,1963,AZ_East
1963-09-01,0.0081537915523194,9,1963,AZ_East
1963-10-01,0.0050614672655242,10,1963,AZ_East
1963-11-01,0.0040031482485733,11,1963,AZ_East
1963-12-01,0.0022390354311553,12,1963,AZ_East
1964-01-01,0.001843290696975,1,1964,AZ_East
1964-02-01,0.0015588016575564,2,1964,AZ_East
1964-03-01,0.0024873242784379,3,1964,AZ_East
1964-04-01,0.0025921210449925,4,1964,AZ_East
1964-05-01,0.0030630697911994,5,1964,AZ_East
1964-06-01,0.0039851638421492,6,1964,AZ_East
1964-07-01,0.0091686736206827,7,1964,AZ_East
1964-08-01,0.0097489950280849,8,1964,AZ_East
1964-09-01,0.0078501809018915,9,1964,AZ_East
1964-10-01,0.00453473477809,10,1964,AZ_East
1964-11-01,0.0031901774286644,11,1964,AZ_East
1964-12-01,0.0033465192648103,12,1964,AZ_East
1965-01-01,0.0035344386302979,1,1965,AZ_East
1965-02-01,0.0026620353326605,2,1965,AZ_East
1965-03-01,0.0028978846714895,3,1965,AZ_East
1965-04-01,0.0034811344217233,4,1965,AZ_East
1965-05-01,0.0032726370685029,5,1965,AZ_East
1965-06-01,0.0036083930300711,6,1965,AZ_East
1965-07-01,0.0084345973944919,7,1965,AZ_East
1965-08-01,0.0076400573297043,8,1965,AZ_East
1965-09-01,0.0067934815399559,9,1965,AZ_East
1965-10-01,0.0036330275397876,10,1965,AZ_East
1965-11-01,0.0037149883193175,11,1965,AZ_East
1965-12-01,0.003643547092448,12,1965,AZ_East
1966-01-01,0.0025901247832638,1,1966,AZ_East
1966-02-01,0.0025090583421163,2,1966,AZ_East
1966-03-01,0.002837324014609,3,1966,AZ_East
1966-04-01,0.0027902317655689,4,1966,AZ_East
1966-05-01,0.0038034137705119,5,1966,AZ_East
1966-06-01,0.0048733879037206,6,1966,AZ_East
1966-07-01,0.0085722639683258,7,1966,AZ_East
1966-08-01,0.0099443054028825,8,1966,AZ_East
1966-09-01,0.0078477522398624,9,1966,AZ_East
1966-10-01,0.0046189568388874,10,1966,AZ_East
1966-11-01,0.0037340336243914,11,1966,AZ_East
1966-12-01,0.0028370630975397,12,1966,AZ_East
1967-01-01,0.0022585697506108,1,1967,AZ_East
1967-02-01,0.0022024307355124,2,1967,AZ_East
1967-03-01,0.0026377044056976,3,1967,AZ_East
1967-04-01,0.0025856432454251,4,1967,AZ_East
1967-05-01,0.0030735680110177,5,1967,AZ_East
1967-06-01,0.0054501697003141,6,1967,AZ_East
1967-07-01,0.0096015621150172,7,1967,AZ_East
1967-08-01,0.0094619099458757,8,1967,AZ_East
1967-09-01,0.0078250664032266,9,1967,AZ_East
1967-10-01,0.0042157858141581,10,1967,AZ_East
1967-11-01,0.00381520262728,11,1967,AZ_East
1967-12-01,0.0029933015514507,12,1967,AZ_East
1968-01-01,0.0033051557043807,1,1968,AZ_East
1968-02-01,0.0041078810166015,2,1968,AZ_East
1968-03-01,0.0033986879097876,3,1968,AZ_East
1968-04-01,0.0032413081488217,4,1968,AZ_East
1968-05-01,0.0032430279040964,5,1968,AZ_East
1968-06-01,0.0039185799393379,6,1968,AZ_East
1968-07-01,0.0081023465829873,7,1968,AZ_East
1968-08-01,0.0086088465106327,8,1968,AZ_East
1968-09-01,0.0053033480552233,9,1968,AZ_East
1968-10-01,0.0044328770207881,10,1968,AZ_East
1968-11-01,0.0034879519057772,11,1968,AZ_East
1968-12-01,0.0021300533250702,12,1968,AZ_East
1969-01-01,0.0038933604174502,1,1969,AZ_East
1969-02-01,0.0029990934180937,2,1969,AZ_East
1969-03-01,0.0024398283463848,3,1969,AZ_East
1969-04-01,0.0027542211075304,4,1969,AZ_East
1969-05-01,0.0033718356049817,5,1969,AZ_East
1969-06-01,0.0040098861447161,6,1969,AZ_East
1969-07-01,0.0090977566894338,7,1969,AZ_East
1969-08-01,0.0097508788821453,8,1969,AZ_East
1969-09-01,0.0074952483562207,9,1969,AZ_East
1969-10-01,0.0044964275575449,10,1969,AZ_East
1969-11-01,0.0037807673175847,11,1969,AZ_East
1969-12-01,0.0034762278680294,12,1969,AZ_East
1970-01-01,0.0026469973199346,1,1970,AZ_East
1970-02-01,0.0029992804907094,2,1970,AZ_East
1970-03-01,0.0029504504355282,3,1970,AZ_East
1970-04-01,0.0022531118249968,4,1970,AZ_East
1970-05-01,0.0030107509958332,5,1970,AZ_East
1970-06-01,0.0041595122380554,6,1970,AZ_East
1970-07-01,0.0081446561729168,7,1970,AZ_East
1970-08-01,0.009334891742249,8,1970,AZ_East
1970-09-01,0.0067134743564704,9,1970,AZ_East
1970-10-01,0.0040804043159158,10,1970,AZ_East
1970-11-01,0.0028999268808781,11,1970,AZ_East
1970-12-01,0.002933101091405,12,1970,AZ_East
1971-01-01,0.0026288668655912,1,1971,AZ_East
1971-02-01,0.0022665310032014,2,1971,AZ_East
1971-03-01,0.0019822241134349,3,1971,AZ_East
1971-04-01,0.0024823824435051,4,1971,AZ_East
1971-05-01,0.0028602740502899,5,1971,AZ_East
1971-06-01,0.0034566082172053,6,1971,AZ_East
1971-07-01,0.0076516509089174,7,1971,AZ_East
1971-08-01,0.0102905907630383,8,1971,AZ_East
1971-09-01,0.0063190350281307,9,1971,AZ_East
1971-10-01,0.0049470526691369,10,1971,AZ_East
1971-11-01,0.003445063047134,11,1971,AZ_East
1971-12-01,0.0033575376777794,12,1971,AZ_East
1972-01-01,0.0022675746714787,1,1972,AZ_East
1972-02-01,0.0019625946166837,2,1972,AZ_East
1972-03-01,0.0024506834810621,3,1972,AZ_East
1972-04-01,0.0021332409439834,4,1972,AZ_East
1972-05-01,0.0028549121224655,5,1972,AZ_East
1972-06-01,0.0064618165611164,6,1972,AZ_East
1972-07-01,0.0075774265666417,7,1972,AZ_East
1972-08-01,0.008721119617866,8,1972,AZ_East
1972-09-01,0.007327769135486,9,1972,AZ_East
1972-10-01,0.0069133302676332,10,1972,AZ_East
1972-11-01,0.0035108781471341,11,1972,AZ_East
1972-12-01,0.0027968990992339,12,1972,AZ_East
1973-01-01,0.0026595623639593,1,1973,AZ_East
1973-02-01,0.0036714586549159,2,1973,AZ_East
1973-03-01,0.0037226943982962,3,1973,AZ_East
1973-04-01,0.0030121327076092,4,1973,AZ_East
1973-05-01,0.0044764764271736,5,1973,AZ_East
1973-06-01,0.0048193075078893,6,1973,AZ_East
1973-07-01,0.0080843794069357,7,1973,AZ_East
1973-08-01,0.0082261238355955,8,1973,AZ_East
1973-09-01,0.0051796389036112,9,1973,AZ_East
1973-10-01,0.0036028801313639,10,1973,AZ_East
1973-11-01,0.0030956458616522,11,1973,AZ_East
1973-12-01,0.0024828386381295,12,1973,AZ_East
1974-01-01,0.0032300197933501,1,1974,AZ_East
1974-02-01,0.0019530161705596,2,1974,AZ_East
1974-03-01,0.0033663571670195,3,1974,AZ_East
1974-04-01,0.0023308019336276,4,1974,AZ_East
1974-05-01,0.0030972023386351,5,1974,AZ_East
1974-06-01,0.0037890206660139,6,1974,AZ_East
1974-07-01,0.0083694575609952,7,1974,AZ_East
1974-08-01,0.0076735457894059,8,1974,AZ_East
1974-09-01,0.0074703258531352,9,1974,AZ_East
1974-10-01,0.0064001244431082,10,1974,AZ_East
1974-11-01,0.0036684170839221,11,1974,AZ_East
1974-12-01,0.0024685858380933,12,1974,AZ_East
1975-01-01,0.0024951837897813,1,1975,AZ_East
1975-02-01,0.0027476415667158,2,1975,AZ_East
1975-03-01,0.0030604204163035,3,1975,AZ_East
1975-04-01,0.0027541997746882,4,1975,AZ_East
1975-05-01,0.0030302163937987,5,1975,AZ_East
1975-06-01,0.0034984796633769,6,1975,AZ_East
1975-07-01,0.0092282185060794,7,1975,AZ_East
1975-08-01,0.006758280709425,8,1975,AZ_East
1975-09-01,0.0072766096980411,9,1975,AZ_East
1975-10-01,0.0037426488106432,10,1975,AZ_East
1975-11-01,0.0025914548039223,11,1975,AZ_East
1975-12-01,0.0028915365099628,12,1975,AZ_East
1976-01-01,0.0024117961713094,1,1976,AZ_East
1976-02-01,0.0034024203366694,2,1976,AZ_East
1976-03-01,0.0023840216313275,3,1976,AZ_East
1976-04-01,0.0028959105630969,4,1976,AZ_East
1976-05-01,0.0040390694727736,5,1976,AZ_East
1976-06-01,0.0037673678312344,6,1976,AZ_East
1976-07-01,0.0090361851840331,7,1976,AZ_East
1976-08-01,0.0075363034109332,8,1976,AZ_East
1976-09-01,0.0077194097590347,9,1976,AZ_East
1976-10-01,0.004412970197089,10,1976,AZ_East
1976-11-01,0.0032267517660319,11,1976,AZ_East
1976-12-01,0.0023510796205825,12,1976,AZ_East
1977-01-01,0.0031549659317124,1,1977,AZ_East
1977-02-01,0.0024922332936135,2,1977,AZ_East
1977-03-01,0.0021422639157178,3,1977,AZ_East
1977-04-01,0.003112460243734,4,1977,AZ_East
1977-05-01,0.003339372762691,5,1977,AZ_East
1977-06-01,0.0050308037664193,6,1977,AZ_East
1977-07-01,0.0090502730647896,7,1977,AZ_East
1977-08-01,0.0098592751555652,8,1977,AZ_East
1977-09-01,0.0081249807285056,9,1977,AZ_East
1977-10-01,0.0057601982542527,10,1977,AZ_East
1977-11-01,0.0032620551583039,11,1977,AZ_East
1977-12-01,0.0031740202622196,12,1977,AZ_East
1978-01-01,0.0038023914350767,1,1978,AZ_East
1978-02-01,0.0036054794561301,2,1978,AZ_East
1978-03-01,0.0043512411568541,3,1978,AZ_East
1978-04-01,0.0033095469878873,4,1978,AZ_East
1978-05-01,0.0034757273667329,5,1978,AZ_East
1978-06-01,0.0042242812082963,6,1978,AZ_East
1978-07-01,0.0077120630563967,7,1978,AZ_East
1978-08-01,0.0080759184735426,8,1978,AZ_East
1978-09-01,0.0073483979938424,9,1978,AZ_East
1978-10-01,0.0051636499384218,10,1978,AZ_East
1978-11-01,0.0048962993761867,11,1978,AZ_East
1978-12-01,0.0033248237643466,12,1978,AZ_East
1979-01-01,0.0031470038586279,1,1979,AZ_East
1979-02-01,0.0032276001567543,2,1979,AZ_East
1979-03-01,0.0036205117253986,3,1979,AZ_East
1979-04-01,0.0031823154558392,4,1979,AZ_East
1979-05-01,0.0049392711047167,5,1979,AZ_East
1979-06-01,0.0047629822406691,6,1979,AZ_East
1979-07-01,0.006929395538758,7,1979,AZ_East
1979-08-01,0.0077474164987984,8,1979,AZ_East
1979-09-01,0.0059834562932511,9,1979,AZ_East
1979-10-01,0.0039760087708923,10,1979,AZ_East
1979-11-01,0.0029893344633052,11,1979,AZ_East
1979-12-01,0.002765532436832,12,1979,AZ_East
1980-01-01,0.0041179123753742,1,1980,AZ_East
1980-02-01,0.0041748021424175,2,1980,AZ_East
1980-03-01,0.0033764164225858,3,1980,AZ_East
1980-04-01,0.0032097970794884,4,1980,AZ_East
1980-05-01,0.0039345073674826,5,1980,AZ_East
1980-06-01,0.0037483020138122,6,1980,AZ_East
1980-07-01,0.0084715992091964,7,1980,AZ_East
1980-08-01,0.0090184723610995,8,1980,AZ_East
1980-09-01,0.0070862034154555,9,1980,AZ_East
1980-10-01,0.0040778369904127,10,1980,AZ_East
1980-11-01,0.0030284227940705,11,1980,AZ_East
1980-12-01,0.0031709187951689,12,1980,AZ_East
1981-01-01,0.0036859018095436,1,1981,AZ_East
1981-02-01,0.0027399953837939,2,1981,AZ_East
1981-03-01,0.0035823981414207,3,1981,AZ_East
1981-04-01,0.0037735371250846,4,1981,AZ_East
1981-05-01,0.0042419932107361,5,1981,AZ_East
1981-06-01,0.0057267245634418,6,1981,AZ_East
1981-07-01,0.0102740069397505,7,1981,AZ_East
1981-08-01,0.0093886111207516,8,1981,AZ_East
1981-09-01,0.0078539756863119,9,1981,AZ_East
1981-10-01,0.0051406276992753,10,1981,AZ_East
1981-11-01,0.0032503081467261,11,1981,AZ_East
1981-12-01,0.0030925345486745,12,1981,AZ_East
1982-01-01,0.0031005991835001,1,1982,AZ_East
1982-02-01,0.0037497830053536,2,1982,AZ_East
1982-03-01,0.0036649480355914,3,1982,AZ_East
1982-04-01,0.0031292147297589,4,1982,AZ_East
