time,tp,Month,Year,Region
2023-04-01,7.045530783317849e-05,4,2023,AZ_West
2023-05-01,0.000190791676559,5,2023,AZ_West
2023-06-01,0.0001310231857417,6,2023,AZ_West
2023-07-01,0.0001756605447593,7,2023,AZ_West
2023-08-01,0.0013545137406139,8,2023,AZ_West
2023-09-01,0.0008501681130415,9,2023,AZ_West
2023-10-01,6.866058844140019e-05,10,2023,AZ_West
2023-11-01,0.0003422330466855,11,2023,AZ_West
2023-12-01,0.0004911253950672,12,2023,AZ_West
2024-01-01,0.0011241445999023,1,2024,AZ_West
2024-02-01,0.0016434982432582,2,2024,AZ_West
1940-01-01,0.0009783620639274,1,1940,AZ_East
1940-02-01,0.0014717642676713,2,1940,AZ_East
1940-03-01,0.0004845002192188,3,1940,AZ_East
1940-04-01,0.0011497267913926,4,1940,AZ_East
1940-05-01,0.0003800234211713,5,1940,AZ_East
1940-06-01,0.0006475283612217,6,1940,AZ_East
1940-07-01,0.0015973316710478,7,1940,AZ_East
1940-08-01,0.0015434153791218,8,1940,AZ_East
1940-09-01,0.0013869645772958,9,1940,AZ_East
1940-10-01,0.0015413958062104,10,1940,AZ_East
1940-11-01,0.0007134034534693,11,1940,AZ_East
1940-12-01,0.001743200561637,12,1940,AZ_East
1941-01-01,0.0017011190076482,1,1941,AZ_East
1941-02-01,0.001553368843199,2,1941,AZ_East
1941-03-01,0.0024655690477283,3,1941,AZ_East
1941-04-01,0.0027152618834902,4,1941,AZ_East
1941-05-01,0.0008415070173902,5,1941,AZ_East
1941-06-01,0.0006094839192463,6,1941,AZ_East
1941-07-01,0.0011837727637367,7,1941,AZ_East
1941-08-01,0.0018181281403184,8,1941,AZ_East
1941-09-01,0.0010285442814673,9,1941,AZ_East
1941-10-01,0.0018655464106411,10,1941,AZ_East
1941-11-01,0.0006280017554585,11,1941,AZ_East
1941-12-01,0.0012473313468743,12,1941,AZ_East
1942-01-01,0.0006928090976774,1,1942,AZ_East
1942-02-01,0.000934281275123,2,1942,AZ_East
1942-03-01,0.0003721993557228,3,1942,AZ_East
1942-04-01,0.001553629170825,4,1942,AZ_East
1942-05-01,7.582245489602701e-05,5,1942,AZ_East
1942-06-01,5.201671377969432e-05,6,1942,AZ_East
1942-07-01,0.0009415989219864,7,1942,AZ_East
1942-08-01,0.0023356635285208,8,1942,AZ_East
1942-09-01,0.0009198086861624,9,1942,AZ_East
1942-10-01,0.0005196281782586,10,1942,AZ_East
1942-11-01,0.0001120364682507,11,1942,AZ_East
1942-12-01,0.0002747941135797,12,1942,AZ_East
1943-01-01,0.0008612064969675,1,1943,AZ_East
1943-02-01,0.0007002182659718,2,1943,AZ_East
1943-03-01,0.0011856235304531,3,1943,AZ_East
1943-04-01,0.0004446660248143,4,1943,AZ_East
1943-05-01,0.0001369302974916,5,1943,AZ_East
1943-06-01,0.0003066191658641,6,1943,AZ_East
1943-07-01,0.0011362283972201,7,1943,AZ_East
1943-08-01,0.003074597393629,8,1943,AZ_East
1943-09-01,0.0010029752274464,9,1943,AZ_East
1943-10-01,0.0009433907082251,10,1943,AZ_East
1943-11-01,0.0001722046908211,11,1943,AZ_East
1943-12-01,0.0007859169001811,12,1943,AZ_East
1944-01-01,0.000669066404658,1,1944,AZ_East
1944-02-01,0.001439823288241,2,1944,AZ_East
1944-03-01,0.0009366120209,3,1944,AZ_East
1944-04-01,0.0007419418694748,4,1944,AZ_East
1944-05-01,0.0002517388481978,5,1944,AZ_East
1944-06-01,0.0001634593096335,6,1944,AZ_East
1944-07-01,0.0016761397584051,7,1944,AZ_East
1944-08-01,0.0018512873716863,8,1944,AZ_East
1944-09-01,0.0015908539875403,9,1944,AZ_East
1944-10-01,0.0007325904130328,10,1944,AZ_East
1944-11-01,0.0015113401682593,11,1944,AZ_East
1944-12-01,0.000586107311951,12,1944,AZ_East
1945-01-01,0.0006632049654527,1,1945,AZ_East
1945-02-01,0.000540326258339,2,1945,AZ_East
1945-03-01,0.0016642236680847,3,1945,AZ_East
1945-04-01,0.0004641133120039,4,1945,AZ_East
1945-05-01,0.000173044654177,5,1945,AZ_East
1945-06-01,7.091283857352991e-05,6,1945,AZ_East
1945-07-01,0.0022964333755611,7,1945,AZ_East
1945-08-01,0.0020741664619653,8,1945,AZ_East
1945-09-01,0.0004271793300583,9,1945,AZ_East
1945-10-01,0.0011582240478115,10,1945,AZ_East
1945-11-01,5.353393572525453e-05,11,1945,AZ_East
1945-12-01,0.0009607350363105,12,1945,AZ_East
1946-01-01,0.0012632153996824,1,1946,AZ_East
1946-02-01,0.0007080606357065,2,1946,AZ_East
1946-03-01,0.0005185197520383,3,1946,AZ_East
1946-04-01,0.0003199589228894,4,1946,AZ_East
1946-05-01,0.0002510168457975,5,1946,AZ_East
1946-06-01,0.0001173101364878,6,1946,AZ_East
1946-07-01,0.0008946443602476,7,1946,AZ_East
1946-08-01,0.0013045830865091,8,1946,AZ_East
1946-09-01,0.0014982465021929,9,1946,AZ_East
1946-10-01,0.0011374913929683,10,1946,AZ_East
1946-11-01,0.0008464329041893,11,1946,AZ_East
1946-12-01,0.0008682577147762,12,1946,AZ_East
1947-01-01,0.0006289759502466,1,1947,AZ_East
1947-02-01,0.0003378035681312,2,1947,AZ_East
1947-03-01,0.0006000287385158,3,1947,AZ_East
1947-04-01,0.0005158229205372,4,1947,AZ_East
1947-05-01,0.0006156138213159,5,1947,AZ_East
1947-06-01,5.319225571606681e-05,6,1947,AZ_East
1947-07-01,0.0008115591713468,7,1947,AZ_East
1947-08-01,0.0034757642991784,8,1947,AZ_East
1947-09-01,0.0009059950515052,9,1947,AZ_East
1947-10-01,0.0011997686760716,10,1947,AZ_East
1947-11-01,0.0012538720784788,11,1947,AZ_East
1947-12-01,0.0009455892563795,12,1947,AZ_East
1948-01-01,0.0001940559409324,1,1948,AZ_East
1948-02-01,0.0015526753141327,2,1948,AZ_East
1948-03-01,0.0015149135716887,3,1948,AZ_East
1948-04-01,0.000233373547704,4,1948,AZ_East
1948-05-01,0.0001221404342367,5,1948,AZ_East
1948-06-01,0.0001894107198552,6,1948,AZ_East
1948-07-01,0.0005269193855975,7,1948,AZ_East
1948-08-01,0.0012496132812214,8,1948,AZ_East
1948-09-01,0.0007709439940642,9,1948,AZ_East
1948-10-01,0.0007791992271433,10,1948,AZ_East
1948-11-01,7.095351476509982e-05,11,1948,AZ_East
1948-12-01,0.0019871397501013,12,1948,AZ_East
1949-01-01,0.0033367859554412,1,1949,AZ_East
1949-02-01,0.0010001482321323,2,1949,AZ_East
1949-03-01,0.0009154685365219,3,1949,AZ_East
1949-04-01,0.0004084987890798,4,1949,AZ_East
1949-05-01,0.000320945320535,5,1949,AZ_East
1949-06-01,0.0007200784165059,6,1949,AZ_East
1949-07-01,0.0017846841756096,7,1949,AZ_East
1949-08-01,0.0012162079588946,8,1949,AZ_East
1949-09-01,0.0014403703830176,9,1949,AZ_East
1949-10-01,0.0011337695214397,10,1949,AZ_East
1949-11-01,0.0002026203130675,11,1949,AZ_East
1949-12-01,0.0012118515387774,12,1949,AZ_East
1950-01-01,0.0006540182475867,1,1950,AZ_East
1950-02-01,0.0004079516943032,2,1950,AZ_East
1950-03-01,0.0006071369029927,3,1950,AZ_East
1950-04-01,0.0001243918614401,4,1950,AZ_East
1950-05-01,0.0001625379938944,5,1950,AZ_East
1950-06-01,0.0001001000398345,6,1950,AZ_East
1950-07-01,0.0021802235300553,7,1950,AZ_East
1950-08-01,0.0007864172173374,8,1950,AZ_East
1950-09-01,0.0007278394338574,9,1950,AZ_East
1950-10-01,0.0001123740806408,10,1950,AZ_East
1950-11-01,0.0001757170799631,11,1950,AZ_East
1950-12-01,3.923625438840541e-05,12,1950,AZ_East
1951-01-01,0.0011550513048691,1,1951,AZ_East
1951-02-01,0.000548851988092,2,1951,AZ_East
1951-03-01,0.0007313497891899,3,1951,AZ_East
1951-04-01,0.0014224260811065,4,1951,AZ_East
1951-05-01,0.0003868529537359,5,1951,AZ_East
1951-06-01,1.2501827479034142e-05,6,1951,AZ_East
1951-07-01,0.0012607463548541,7,1951,AZ_East
1951-08-01,0.0033411179698434,8,1951,AZ_East
1951-09-01,0.0003006926447523,9,1951,AZ_East
1951-10-01,0.0007713060121691,10,1951,AZ_East
1951-11-01,0.0009926841509792,11,1951,AZ_East
1951-12-01,0.0023456861421237,12,1951,AZ_East
1952-01-01,0.0017597415349389,1,1952,AZ_East
1952-02-01,0.0004100587210265,2,1952,AZ_East
1952-03-01,0.0021325347630586,3,1952,AZ_East
1952-04-01,0.0014019984977,4,1952,AZ_East
1952-05-01,0.0001899964570138,5,1952,AZ_East
1952-06-01,8.897306763060274e-05,6,1952,AZ_East
1952-07-01,0.0011940068935357,7,1952,AZ_East
1952-08-01,0.0016509001815359,8,1952,AZ_East
1952-09-01,0.0007036065927296,9,1952,AZ_East
1952-10-01,7.279004481448247e-06,10,1952,AZ_East
1952-11-01,0.0020177526518769,11,1952,AZ_East
1952-12-01,0.0008656930808977,12,1952,AZ_East
1953-01-01,0.0001854102164142,1,1953,AZ_East
1953-02-01,0.0007742428332005,2,1953,AZ_East
1953-03-01,0.0010930811270122,3,1953,AZ_East
1953-04-01,0.0005222111164233,4,1953,AZ_East
1953-05-01,0.0001352239312552,5,1953,AZ_East
1953-06-01,0.0001540020950935,6,1953,AZ_East
1953-07-01,0.0023979855554348,7,1953,AZ_East
1953-08-01,0.0010455306590669,8,1953,AZ_East
1953-09-01,2.961633508210446e-05,9,1953,AZ_East
1953-10-01,0.0002141459119489,10,1953,AZ_East
1953-11-01,0.0003354809575925,11,1953,AZ_East
1953-12-01,0.0002107270780474,12,1953,AZ_East
1954-01-01,0.0007896102983756,1,1954,AZ_East
1954-02-01,0.0004663016911103,2,1954,AZ_East
1954-03-01,0.0020243279582442,3,1954,AZ_East
1954-04-01,0.0001547403679705,4,1954,AZ_East
1954-05-01,0.0003554000886044,5,1954,AZ_East
1954-06-01,0.0003439578759157,6,1954,AZ_East
1954-07-01,0.0019349216891733,7,1954,AZ_East
1954-08-01,0.0014761776344566,8,1954,AZ_East
1954-09-01,0.0008043554178197,9,1954,AZ_East
1954-10-01,0.0004645993924931,10,1954,AZ_East
1954-11-01,5.4522367180405314e-05,11,1954,AZ_East
1954-12-01,0.0003264488092544,12,1954,AZ_East
1955-01-01,0.0017216645520102,1,1955,AZ_East
1955-02-01,0.0005370762306325,2,1955,AZ_East
1955-03-01,0.0002052886712345,3,1955,AZ_East
1955-04-01,0.0002234688950567,4,1955,AZ_East
1955-05-01,0.0003100563040517,5,1955,AZ_East
1955-06-01,0.0005635238903913,6,1955,AZ_East
1955-07-01,0.0027570770084241,7,1955,AZ_East
1955-08-01,0.0028848958390041,8,1955,AZ_East
1955-09-01,7.804947638448359e-05,9,1955,AZ_East
1955-10-01,0.0001931081856689,10,1955,AZ_East
1955-11-01,0.0004557299489213,11,1955,AZ_East
1955-12-01,0.0005346356591383,12,1955,AZ_East
1956-01-01,0.001060922529957,1,1956,AZ_East
1956-02-01,0.0009594964462772,2,1956,AZ_East
1956-03-01,0.0001360964355644,3,1956,AZ_East
1956-04-01,0.0005757735254826,4,1956,AZ_East
1956-05-01,9.825740835645118e-05,5,1956,AZ_East
1956-06-01,0.0003783251901732,6,1956,AZ_East
1956-07-01,0.0014287512288956,7,1956,AZ_East
1956-08-01,0.0009934407281424,8,1956,AZ_East
1956-09-01,0.0001270073405581,9,1956,AZ_East
1956-10-01,0.000473767806073,10,1956,AZ_East
1956-11-01,4.387130641780506e-05,11,1956,AZ_East
1956-12-01,0.000294595283636,12,1956,AZ_East
1957-01-01,0.0024541532745642,1,1957,AZ_East
1957-02-01,0.0007182866302672,2,1957,AZ_East
1957-03-01,0.0009943071310228,3,1957,AZ_East
1957-04-01,0.0005025177382747,4,1957,AZ_East
1957-05-01,0.000710379178626,5,1957,AZ_East
1957-06-01,0.0002817049985274,6,1957,AZ_East
1957-07-01,0.0015927494980675,7,1957,AZ_East
1957-08-01,0.0023175463527955,8,1957,AZ_East
1957-09-01,0.0001198991760812,9,1957,AZ_East
1957-10-01,0.0023339185199025,10,1957,AZ_East
1957-11-01,0.0008213804378014,11,1957,AZ_East
1957-12-01,0.0003299042517283,12,1957,AZ_East
1958-01-01,0.0003777170811092,1,1958,AZ_East
1958-02-01,0.0015281190972819,2,1958,AZ_East
1958-03-01,0.0023780054101356,3,1958,AZ_East
1958-04-01,0.000981138214002,4,1958,AZ_East
1958-05-01,0.000203592474046,5,1958,AZ_East
1958-06-01,0.0002775316212724,6,1958,AZ_East
1958-07-01,0.0009283588216304,7,1958,AZ_East
1958-08-01,0.0018753778461436,8,1958,AZ_East
1958-09-01,0.0023434428501586,9,1958,AZ_East
1958-10-01,0.0012755606238239,10,1958,AZ_East
1958-11-01,0.0009061109786512,11,1958,AZ_East
1958-12-01,6.85210785092149e-05,12,1958,AZ_East
1959-01-01,0.000231288892886,1,1959,AZ_East
1959-02-01,0.0012727702370822,2,1959,AZ_East
1959-03-01,8.540169801075802e-05,3,1959,AZ_East
1959-04-01,0.0004818766048625,4,1959,AZ_East
1959-05-01,0.000169300410743,5,1959,AZ_East
1959-06-01,0.000467133519228,6,1959,AZ_East
1959-07-01,0.0017032178991332,7,1959,AZ_East
1959-08-01,0.0031840590589534,8,1959,AZ_East
1959-09-01,0.000295593884139,9,1959,AZ_East
1959-10-01,0.0016717406282868,10,1959,AZ_East
1959-11-01,0.0004732959622508,11,1959,AZ_East
1959-12-01,0.0022932870721432,12,1959,AZ_East
1960-01-01,0.0016682343405735,1,1960,AZ_East
1960-02-01,0.0009745486709677,2,1960,AZ_East
1960-03-01,0.0005441132117741,3,1960,AZ_East
1960-04-01,0.0004502386630594,4,1960,AZ_East
1960-05-01,0.0004075734057216,5,1960,AZ_East
1960-06-01,0.0004972827124196,6,1960,AZ_East
1960-07-01,0.0011546323400959,7,1960,AZ_East
1960-08-01,0.0014751525944291,8,1960,AZ_East
1960-09-01,0.0008471264332556,9,1960,AZ_East
1960-10-01,0.0015357499508205,10,1960,AZ_East
1960-11-01,0.0002141682838542,11,1960,AZ_East
1960-12-01,0.0009181694356421,12,1960,AZ_East
1961-01-01,0.0008335649909861,1,1961,AZ_East
1961-02-01,0.0002769641884,2,1961,AZ_East
1961-03-01,0.0014722035705403,3,1961,AZ_East
1961-04-01,0.0002746537807188,4,1961,AZ_East
1961-05-01,0.000114867531184,5,1961,AZ_East
1961-06-01,0.000283675760009,6,1961,AZ_East
1961-07-01,0.0015344259407849,7,1961,AZ_East
1961-08-01,0.002379571443511,8,1961,AZ_East
1961-09-01,0.0014264794635964,9,1961,AZ_East
1961-10-01,0.0010283856443202,10,1961,AZ_East
1961-11-01,0.0009251576053539,11,1961,AZ_East
1961-12-01,0.0019650607133171,12,1961,AZ_East
1962-01-01,0.0017566847191424,1,1962,AZ_East
1962-02-01,0.0012900027056408,2,1962,AZ_East
1962-03-01,0.0008677980738114,3,1962,AZ_East
1962-04-01,7.78664335224186e-05,4,1962,AZ_East
1962-05-01,0.0001608784052784,5,1962,AZ_East
1962-06-01,0.0002041436364418,6,1962,AZ_East
1962-07-01,0.0011174034557615,7,1962,AZ_East
1962-08-01,0.0004182387031513,8,1962,AZ_East
1962-09-01,0.0019658600004815,9,1962,AZ_East
1962-10-01,0.0007713283840745,10,1962,AZ_East
1962-11-01,0.0007690810244903,11,1962,AZ_East
1962-12-01,0.0010631027738251,12,1962,AZ_East
1963-01-01,0.0006004843118614,1,1963,AZ_East
1963-02-01,0.0013785791804036,2,1963,AZ_East
1963-03-01,0.0006943995367678,3,1963,AZ_East
1963-04-01,0.0003277890897667,4,1963,AZ_East
1963-05-01,4.935852466059589e-05,5,1963,AZ_East
1963-06-01,5.581790388190918e-05,6,1963,AZ_East
1963-07-01,0.0010776811208838,7,1963,AZ_East
1963-08-01,0.003185006814217,8,1963,AZ_East
1963-09-01,0.0010991215414604,9,1963,AZ_East
1963-10-01,0.0007930881127549,10,1963,AZ_East
1963-11-01,0.0009645382602223,11,1963,AZ_East
1963-12-01,0.0002618245098976,12,1963,AZ_East
1964-01-01,0.0004308991677774,1,1964,AZ_East
1964-02-01,0.0003524673351922,2,1964,AZ_East
1964-03-01,0.0012480655521322,3,1964,AZ_East
1964-04-01,0.0006805208202041,4,1964,AZ_East
1964-05-01,0.000197257157209,5,1964,AZ_East
1964-06-01,0.0001542115774801,6,1964,AZ_East
1964-07-01,0.0021820112486748,7,1964,AZ_East
1964-08-01,0.0018853313102208,8,1964,AZ_East
1964-09-01,0.0019009123254017,9,1964,AZ_East
1964-10-01,0.0002822826004477,10,1964,AZ_East
1964-11-01,0.0007068200118637,11,1964,AZ_East
1964-12-01,0.0010815473928926,12,1964,AZ_East
1965-01-01,0.0015888364484384,1,1965,AZ_East
1965-02-01,0.0012265864891736,2,1965,AZ_East
1965-03-01,0.0010771869051562,3,1965,AZ_East
1965-04-01,0.0017040741329658,4,1965,AZ_East
1965-05-01,0.0004984745248326,5,1965,AZ_East
1965-06-01,0.0002374065920982,6,1965,AZ_East
1965-07-01,0.0015020598951526,7,1965,AZ_East
1965-08-01,0.0009070892410585,8,1965,AZ_East
1965-09-01,0.0013179147082961,9,1965,AZ_East
1965-10-01,0.0003275857088088,10,1965,AZ_East
1965-11-01,0.0014801110221815,11,1965,AZ_East
1965-12-01,0.0037739940005312,12,1965,AZ_East
1966-01-01,0.0007810723657651,1,1966,AZ_East
1966-02-01,0.0010330308653975,2,1966,AZ_East
1966-03-01,0.0004070181757067,3,1966,AZ_East
1966-04-01,0.0002528493082277,4,1966,AZ_East
1966-05-01,0.0001540834474766,5,1966,AZ_East
1966-06-01,0.000564630282802,6,1966,AZ_East
1966-07-01,0.0010291605257696,7,1966,AZ_East
1966-08-01,0.0018896348512889,8,1966,AZ_East
1966-09-01,0.0013145202801096,9,1966,AZ_East
1966-10-01,0.0003631407678601,10,1966,AZ_East
1966-11-01,0.0006796971273248,11,1966,AZ_East
1966-12-01,0.0007517753387868,12,1966,AZ_East
1967-01-01,0.0002582226331341,1,1967,AZ_East
1967-02-01,0.0001520618407556,2,1967,AZ_East
1967-03-01,0.0005125993323553,3,1967,AZ_East
1967-04-01,0.0003449483411805,4,1967,AZ_East
1967-05-01,0.0003123748469712,5,1967,AZ_East
1967-06-01,0.0009274558101776,6,1967,AZ_East
1967-07-01,0.0020778232515874,7,1967,AZ_East
1967-08-01,0.0021550368322351,8,1967,AZ_East
1967-09-01,0.0016860444110524,9,1967,AZ_East
1967-10-01,0.0001498246502192,10,1967,AZ_East
1967-11-01,0.0008739381449289,11,1967,AZ_East
1967-12-01,0.0038415225799661,12,1967,AZ_East
1968-01-01,0.0008513242162256,1,1968,AZ_East
1968-02-01,0.0010672924215569,2,1968,AZ_East
1968-03-01,0.0013008612149804,3,1968,AZ_East
1968-04-01,0.0008081769460177,4,1968,AZ_East
1968-05-01,0.0002199910806775,5,1968,AZ_East
1968-06-01,0.0001477216911151,6,1968,AZ_East
1968-07-01,0.0018938021271152,7,1968,AZ_East
1968-08-01,0.0018594368466673,8,1968,AZ_East
1968-09-01,0.0001933624118662,9,1968,AZ_East
1968-10-01,0.0006439407211252,10,1968,AZ_East
1968-11-01,0.0009559494823723,11,1968,AZ_East
1968-12-01,0.0011979748560233,12,1968,AZ_East
1969-01-01,0.0013262797670925,1,1969,AZ_East
1969-02-01,0.0011735366001281,2,1969,AZ_East
1969-03-01,0.0006720825442629,3,1969,AZ_East
1969-04-01,0.0001886785484069,4,1969,AZ_East
1969-05-01,0.0006560357866885,5,1969,AZ_East
1969-06-01,0.0001149346469001,6,1969,AZ_East
1969-07-01,0.0020686487365788,7,1969,AZ_East
1969-08-01,0.0016366980892493,8,1969,AZ_East
1969-09-01,0.0010031053912594,9,1969,AZ_East
1969-10-01,0.0009889134680206,10,1969,AZ_East
1969-11-01,0.0007509231725734,11,1969,AZ_East
1969-12-01,0.0009823808716545,12,1969,AZ_East
1970-01-01,0.0001518726964648,1,1970,AZ_East
1970-02-01,0.0004239821814009,2,1970,AZ_East
1970-03-01,0.0019162553848619,3,1970,AZ_East
1970-04-01,0.0004853808587662,4,1970,AZ_East
1970-05-01,9.557277971283234e-05,5,1970,AZ_East
1970-06-01,0.0002271012789639,6,1970,AZ_East
1970-07-01,0.0012423383443591,7,1970,AZ_East
1970-08-01,0.0014461057260289,8,1970,AZ_East
1970-09-01,0.0022511506052959,9,1970,AZ_East
1970-10-01,0.0006060752543927,10,1970,AZ_East
1970-11-01,0.00036565048888,11,1970,AZ_East
1970-12-01,0.0008391396630408,12,1970,AZ_East
1971-01-01,0.0002292266099734,1,1971,AZ_East
1971-02-01,0.0005561920068609,2,1971,AZ_East
1971-03-01,0.0001686434902491,3,1971,AZ_East
1971-04-01,0.0004767269990097,4,1971,AZ_East
1971-05-01,0.0002458448680394,5,1971,AZ_East
1971-06-01,6.53625722338057e-05,6,1971,AZ_East
1971-07-01,0.0009963226363151,7,1971,AZ_East
1971-08-01,0.0028361311867404,8,1971,AZ_East
1971-09-01,0.0013253360794481,9,1971,AZ_East
1971-10-01,0.0019276914961218,10,1971,AZ_East
1971-11-01,0.0005873092934119,11,1971,AZ_East
1971-12-01,0.0016503896953317,12,1971,AZ_East
1972-01-01,4.433908262085981e-05,1,1972,AZ_East
1972-02-01,7.31174881566229e-05,2,1972,AZ_East
1972-03-01,5.778256393473943e-05,3,1972,AZ_East
1972-04-01,5.703412200985177e-05,4,1972,AZ_East
1972-05-01,0.0002887643515744,5,1972,AZ_East
1972-06-01,0.0012990287525502,6,1972,AZ_East
1972-07-01,0.0010325224130028,7,1972,AZ_East
1972-08-01,0.0018364202236675,8,1972,AZ_East
1972-09-01,0.0011345484705082,9,1972,AZ_East
1972-10-01,0.0039809666660968,10,1972,AZ_East
1972-11-01,0.0008070685197975,11,1972,AZ_East
1972-12-01,0.0013464551581112,12,1972,AZ_East
1973-01-01,0.000755485007458,1,1973,AZ_East
1973-02-01,0.0022621047036856,2,1973,AZ_East
1973-03-01,0.0028371135167668,3,1973,AZ_East
1973-04-01,0.000654142309971,4,1973,AZ_East
1973-05-01,0.000957080280498,5,1973,AZ_East
1973-06-01,0.0004587359194783,6,1973,AZ_East
1973-07-01,0.0017863457980352,7,1973,AZ_East
1973-08-01,0.0009848905926744,8,1973,AZ_East
1973-09-01,0.0002062669336418,9,1973,AZ_East
1973-10-01,9.416131586535385e-05,10,1973,AZ_East
1973-11-01,0.0008509866038356,11,1973,AZ_East
1973-12-01,9.128347531177749e-05,12,1973,AZ_East
1974-01-01,0.0019163245343875,1,1974,AZ_East
1974-02-01,0.0002305140114366,2,1974,AZ_East
1974-03-01,0.001003691128418,3,1974,AZ_East
1974-04-01,0.0002318624271872,4,1974,AZ_East
1974-05-01,0.000121188611354,5,1974,AZ_East
1974-06-01,9.170244008494843e-05,6,1974,AZ_East
1974-07-01,0.0021363481560183,7,1974,AZ_East
1974-08-01,0.0012423668176932,8,1974,AZ_East
1974-09-01,0.0014552517677035,9,1974,AZ_East
1974-10-01,0.0024012599888561,10,1974,AZ_East
1974-11-01,0.0003295483350521,11,1974,AZ_East
1974-12-01,0.0005318106976338,12,1974,AZ_East
1975-01-01,0.0009616848253837,1,1975,AZ_East
1975-02-01,0.0008798138208012,2,1975,AZ_East
1975-03-01,0.0017231451653834,3,1975,AZ_East
1975-04-01,0.0010485061224803,4,1975,AZ_East
1975-05-01,0.0003546984242998,5,1975,AZ_East
1975-06-01,9.031944957156896e-05,6,1975,AZ_East
1975-07-01,0.0019941889341004,7,1975,AZ_East
1975-08-01,0.0008100988960694,8,1975,AZ_East
1975-09-01,0.0019750385831092,9,1975,AZ_East
1975-10-01,0.0001731422770367,10,1975,AZ_East
1975-11-01,0.0009790128829925,11,1975,AZ_East
1975-12-01,0.0009194670061532,12,1975,AZ_East
1976-01-01,0.0001899212060594,1,1976,AZ_East
1976-02-01,0.0018863990602495,2,1976,AZ_East
1976-03-01,0.0008856203471478,3,1976,AZ_East
1976-04-01,0.000997394453963,4,1976,AZ_East
1976-05-01,0.0009620285392025,5,1976,AZ_East
1976-06-01,0.0001798009695967,6,1976,AZ_East
1976-07-01,0.0021774006023603,7,1976,AZ_East
1976-08-01,0.0009444747287304,8,1976,AZ_East
1976-09-01,0.0018687008492974,9,1976,AZ_East
1976-10-01,0.0008133326532992,10,1976,AZ_East
1976-11-01,0.0005213772544961,11,1976,AZ_East
1976-12-01,0.0002792766298907,12,1976,AZ_East
1977-01-01,0.0013624876790185,1,1977,AZ_East
1977-02-01,0.0005996280780289,2,1977,AZ_East
1977-03-01,0.0006759305119854,3,1977,AZ_East
1977-04-01,0.0006514902222806,4,1977,AZ_East
1977-05-01,0.0003642613969379,5,1977,AZ_East
1977-06-01,0.0005089608470194,6,1977,AZ_East
1977-07-01,0.0017659812627257,7,1977,AZ_East
1977-08-01,0.0021784907242944,8,1977,AZ_East
1977-09-01,0.0011983714488911,9,1977,AZ_East
1977-10-01,0.0009666046107541,10,1977,AZ_East
1977-11-01,0.0004089401257584,11,1977,AZ_East
1977-12-01,0.0007520763426044,12,1977,AZ_East
1978-01-01,0.0022043912892766,1,1978,AZ_East
1978-02-01,0.0024214455489227,2,1978,AZ_East
1978-03-01,0.0025459228303652,3,1978,AZ_East
1978-04-01,0.0003868204127826,4,1978,AZ_East
1978-05-01,0.0007336866363956,5,1978,AZ_East
1978-06-01,0.0002396376812058,6,1978,AZ_East
1978-07-01,0.0010505765406312,7,1978,AZ_East
1978-08-01,0.0010587321170409,8,1978,AZ_East
1978-09-01,0.000576833140273,9,1978,AZ_East
1978-10-01,0.001459384468767,10,1978,AZ_East
1978-11-01,0.0028411201216365,11,1978,AZ_East
1978-12-01,0.0029645825320993,12,1978,AZ_East
1979-01-01,0.0026928920119363,1,1979,AZ_East
1979-02-01,0.0010450364433393,2,1979,AZ_East
1979-03-01,0.0016194778235481,3,1979,AZ_East
1979-04-01,0.000356801383404,4,1979,AZ_East
1979-05-01,0.0014270489302784,5,1979,AZ_East
1979-06-01,0.0007740414860522,6,1979,AZ_East
1979-07-01,0.0011092214398272,7,1979,AZ_East
1979-08-01,0.0017068807901841,8,1979,AZ_East
1979-09-01,0.0004386479822715,9,1979,AZ_East
1979-10-01,0.0004067497128423,10,1979,AZ_East
1979-11-01,0.0005430068193634,11,1979,AZ_East
1979-12-01,0.0005730136458846,12,1979,AZ_East
1980-01-01,0.0027459866447926,1,1980,AZ_East
1980-02-01,0.0029780849938909,2,1980,AZ_East
1980-03-01,0.0015206712866055,3,1980,AZ_East
1980-04-01,0.0007617349042927,4,1980,AZ_East
1980-05-01,0.0005398198397539,5,1980,AZ_East
1980-06-01,0.0001127035577925,6,1980,AZ_East
1980-07-01,0.0012167469184329,7,1980,AZ_East
1980-08-01,0.0017888168766731,8,1980,AZ_East
1980-09-01,0.0012690280274578,9,1980,AZ_East
1980-10-01,0.0004017323046122,10,1980,AZ_East
1980-11-01,0.0001895551203352,11,1980,AZ_East
1980-12-01,0.000366803658911,12,1980,AZ_East
1981-01-01,0.0008417836154929,1,1981,AZ_East
1981-02-01,0.0007309369258455,2,1981,AZ_East
1981-03-01,0.0021578414556439,3,1981,AZ_East
1981-04-01,0.0006561029024046,4,1981,AZ_East
1981-05-01,0.0005640486132626,5,1981,AZ_East
1981-06-01,0.0008276099965403,6,1981,AZ_East
1981-07-01,0.0024668218744286,7,1981,AZ_East
1981-08-01,0.0018227692937766,8,1981,AZ_East
1981-09-01,0.001252568406539,9,1981,AZ_East
1981-10-01,0.0010986741033531,10,1981,AZ_East
1981-11-01,0.0010683072925365,11,1981,AZ_East
1981-12-01,0.0001005759512759,12,1981,AZ_East
1982-01-01,0.0018258464476688,1,1982,AZ_East
1982-02-01,0.0014051081925456,2,1982,AZ_East
